scenario,route,case,"ReCiPe 2016 v1.03, midpoint (H) | acidification: terrestrial | terrestrial acidification potential (TAP)","ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)","ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)","ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: freshwater | freshwater ecotoxicity potential (FETP)","ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: marine | marine ecotoxicity potential (METP)","ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: terrestrial | terrestrial ecotoxicity potential (TETP)","ReCiPe 2016 v1.03, midpoint (H) | energy resources: non-renewable, fossil | fossil fuel potential (FFP)","ReCiPe 2016 v1.03, midpoint (H) | eutrophication: freshwater | freshwater eutrophication potential (FEP)","ReCiPe 2016 v1.03, midpoint (H) | eutrophication: marine | marine eutrophication potential (MEP)","ReCiPe 2016 v1.03, midpoint (H) | human toxicity: carcinogenic | human toxicity potential (HTPc)","ReCiPe 2016 v1.03, midpoint (H) | human toxicity: non-carcinogenic | human toxicity potential (HTPnc)","ReCiPe 2016 v1.03, midpoint (H) | ionising radiation | ionising radiation potential (IRP)","ReCiPe 2016 v1.03, midpoint (H) | land use | agricultural land occupation (LOP)","ReCiPe 2016 v1.03, midpoint (H) | material resources: metals/minerals | surplus ore potential (SOP)","ReCiPe 2016 v1.03, midpoint (H) | ozone depletion | ozone depletion potential (ODPinfinite)","ReCiPe 2016 v1.03, midpoint (H) | particulate matter formation | particulate matter formation potential (PMFP)","ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: human health | photochemical oxidant formation potential: humans (HOFP)","ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: terrestrial ecosystems | photochemical oxidant formation potential: ecosystems (EOFP)","ReCiPe 2016 v1.03, midpoint (H) | water use | water consumption potential (WCP)"
SSP2M_2050,landfill,c3c4,0.0002353594018531258,0.08017090403622963,0.0870436894982669,0.030021798513534193,0.04131377173933569,0.5483609472339521,0.03273242903125697,6.4376647291765704e-06,3.861517889672576e-05,0.004831221386173143,1.0748209699302516,0.0004812051995798145,0.014808044053680379,0.0002941700846118724,7.134238781949259e-08,0.00010761650117863755,0.0004194198075612022,0.0004417044797367071,0.0007570052717888324
SSP2M_2050,landfill,net,0.0002353594018531258,0.08017090403622963,0.0870436894982669,0.030021798513534193,0.04131377173933569,0.5483609472339521,0.03273242903125697,6.4376647291765704e-06,3.861517889672576e-05,0.004831221386173143,1.0748209699302516,0.0004812051995798145,0.014808044053680379,0.0002941700846118724,7.134238781949259e-08,0.00010761650117863755,0.0004194198075612022,0.0004417044797367071,0.0007570052717888324
SSP2M_2050,recycling_postcons,c3c4,0.0056994653571930155,1.590858916005367,1.801672316008688,0.8450526860044049,1.1661463296405312,48.661323275536134,0.4982938802075595,0.0005625736041821667,-2.176568663377707e-05,0.3438688241992808,33.524400383881606,-0.00011135201648875402,0.1412895521989316,0.06813564310869145,1.4748841234382053e-06,0.0018072877786276208,0.004656327437202919,0.004963615752380299,-0.012120182443766864
SSP2M_2050,recycling_postcons,joint,-0.23719738984894828,-40.67756751116175,-41.6375400658295,-1.4458781054844492,-2.0296551441237676,16.04116831638564,-11.03376167190809,-0.00995306927030593,-0.0010019314992815572,-47.558916839729484,-14.774762861112595,-0.059010255436715967,-0.64590085341646,-0.9582408334137188,-6.998399505607877e-06,-0.0849198624282748,-0.08923340725389901,-0.09340247093244522,-0.3088049438638931
SSP2M_2050,recycling_postcons,net,-0.23719738984894828,-40.67756751116175,-41.6375400658295,-1.4458781054844492,-2.0296551441237676,16.04116831638564,-11.03376167190809,-0.00995306927030593,-0.0010019314992815572,-47.558916839729484,-14.774762861112595,-0.059010255436715967,-0.64590085341646,-0.9582408334137188,-6.998399505607877e-06,-0.0849198624282748,-0.08923340725389901,-0.09340247093244522,-0.3088049438638931
SSP2M_2050,recycling_postcons,staged_total,-0.24289685520614124,-42.26842642716713,-43.43921238183821,-2.290930791488853,-3.195801473764298,-32.62015495915053,-11.532055552115644,-0.010515642874488095,-0.0009801658126477799,-47.902785663928746,-48.29916324499414,-0.05889890342022726,-0.7871904056153917,-1.0263764765224106,-8.473283629046083e-06,-0.08672715020690239,-0.09388973469110189,-0.09836608668482545,-0.2966847614201261
SSP2M_2050,reuse,c3c4,4.194889238587511e-05,0.007424135520293489,0.010617218878329034,0.0006014980932772698,0.0008548541339928536,0.09645417825862528,0.0019070536625649835,2.784484303073146e-05,5.755013706712682e-05,0.004849626588902539,0.04880394938380475,-0.00014873422311923086,0.0007374788654510798,-0.00015385301671264013,1.4164897738156922e-08,1.7637998677352204e-05,2.3162029186058944e-05,2.4478214819205764e-05,0.0012886412439305343
SSP2M_2050,reuse,joint,-0.2354936884397804,-43.706442674958105,-45.036061339992166,-2.5603792859520036,-3.532737186995809,-42.843230632060695,-11.917687644140601,-0.010532051996683897,-0.0016149104878684644,-45.83928644075379,-52.560902793787534,-0.1062686537868954,-0.891996977475551,-0.9837256181152458,-9.093450645945603e-06,-0.08501795303321376,-0.09388358289435988,-0.09860348289022802,-0.2949253317567362
SSP2M_2050,reuse,net,-0.2354936884397804,-43.706442674958105,-45.036061339992166,-2.5603792859520036,-3.532737186995809,-42.843230632060695,-11.917687644140601,-0.010532051996683897,-0.0016149104878684644,-45.83928644075379,-52.560902793787534,-0.1062686537868954,-0.891996977475551,-0.9837256181152458,-9.093450645945603e-06,-0.08501795303321376,-0.09388358289435988,-0.09860348289022802,-0.2949253317567362
SSP2M_2050,reuse,staged_total,-0.2355356373321665,-43.71386681047848,-45.046678558870575,-2.560980784045282,-3.5335920411298014,-42.93968481031932,-11.919594697803165,-0.010559896839714632,-0.0016724606249355909,-45.84413606734263,-52.60970674317132,-0.10611991956377603,-0.8927344563410021,-0.9835717650985332,-9.10761554368376e-06,-0.08503559103189111,-0.09390674492354603,-0.0986279611050473,-0.296213973000667
