scenario,route,case,bg_db,solver,tech_shape,n_activities,n_products,"ReCiPe 2016 v1.03, midpoint (H) | acidification: terrestrial | terrestrial acidification potential (TAP)","ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)","ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)","ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: freshwater | freshwater ecotoxicity potential (FETP)","ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: marine | marine ecotoxicity potential (METP)","ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: terrestrial | terrestrial ecotoxicity potential (TETP)","ReCiPe 2016 v1.03, midpoint (H) | energy resources: non-renewable, fossil | fossil fuel potential (FFP)","ReCiPe 2016 v1.03, midpoint (H) | eutrophication: freshwater | freshwater eutrophication potential (FEP)","ReCiPe 2016 v1.03, midpoint (H) | eutrophication: marine | marine eutrophication potential (MEP)","ReCiPe 2016 v1.03, midpoint (H) | human toxicity: carcinogenic | human toxicity potential (HTPc)","ReCiPe 2016 v1.03, midpoint (H) | human toxicity: non-carcinogenic | human toxicity potential (HTPnc)","ReCiPe 2016 v1.03, midpoint (H) | ionising radiation | ionising radiation potential (IRP)","ReCiPe 2016 v1.03, midpoint (H) | land use | agricultural land occupation (LOP)","ReCiPe 2016 v1.03, midpoint (H) | material resources: metals/minerals | surplus ore potential (SOP)","ReCiPe 2016 v1.03, midpoint (H) | ozone depletion | ozone depletion potential (ODPinfinite)","ReCiPe 2016 v1.03, midpoint (H) | particulate matter formation | particulate matter formation potential (PMFP)","ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: human health | photochemical oxidant formation potential: humans (HOFP)","ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: terrestrial ecosystems | photochemical oxidant formation potential: ecosystems (EOFP)","ReCiPe 2016 v1.03, midpoint (H) | water use | water consumption potential (WCP)"
SSP2M_2050,landfill,c3c4_only,prospective_conseq_IMAGE_SSP2M_2050_PERF,standard,"(107090, 107090)",107090,107090,0.0002353594018531258,0.08017090403622963,0.08704368949826691,0.030021798513534193,0.04131377173933569,0.5483609472339522,0.03273242903125697,6.4376647291765704e-06,3.861517889672576e-05,0.004831221386173144,1.0748209699302516,0.0004812051995798148,0.014808044053680377,0.00029417008461187226,7.134238781949259e-08,0.00010761650117863755,0.0004194198075612022,0.0004417044797367071,0.0007570052717888324
SSP2M_2050,landfill,net,prospective_conseq_IMAGE_SSP2M_2050_PERF,standard,"(107090, 107090)",107090,107090,0.0002353594018531258,0.08017090403622963,0.08704368949826691,0.030021798513534193,0.04131377173933569,0.5483609472339522,0.03273242903125697,6.4376647291765704e-06,3.861517889672576e-05,0.004831221386173144,1.0748209699302516,0.0004812051995798148,0.014808044053680377,0.00029417008461187226,7.134238781949259e-08,0.00010761650117863755,0.0004194198075612022,0.0004417044797367071,0.0007570052717888324
SSP2M_2050,recycling_postcons,c3c4_only,prospective_conseq_IMAGE_SSP2M_2050_PERF,standard,"(107090, 107090)",107090,107090,0.004900110847477549,1.7100242394078737,1.8045019733334722,0.8621168351214158,1.1917594223446373,49.25823344025331,0.4605939864060658,0.0003448665458609892,-3.356179159862078e-05,0.5418704626011278,33.415529660701885,-0.0012043662751169033,0.08949969305672136,0.06689742509376095,1.4299159537638442e-06,0.0013746718827480752,0.004323075338826892,0.004624935351606326,-0.01335452141622393
SSP2M_2050,recycling_postcons,joint,prospective_conseq_IMAGE_SSP2M_2050_PERF,standard,"(107090, 107090)",107090,107090,-0.2379967443586637,-40.558402187759235,-41.63471040850471,-1.42881395636744,-2.0040420514196606,16.63807848110272,-11.071461565709576,-0.010170776328627111,-0.0010137276042464006,-47.36091520132765,-14.883633584292324,-0.060103269695344144,-0.6976907125586704,-0.9594790514286495,-7.043367675282232e-06,-0.08535247832415438,-0.08956665935227502,-0.09374115133321914,-0.31003928283635
SSP2M_2050,recycling_postcons,net,prospective_conseq_IMAGE_SSP2M_2050_PERF,standard,"(107090, 107090)",107090,107090,-0.2379967443586637,-40.558402187759235,-41.63471040850471,-1.42881395636744,-2.0040420514196606,16.63807848110272,-11.071461565709576,-0.010170776328627111,-0.0010137276042464006,-47.36091520132765,-14.883633584292324,-0.060103269695344144,-0.6976907125586704,-0.9594790514286495,-7.043367675282232e-06,-0.08535247832415438,-0.08956665935227502,-0.09374115133321914,-0.31003928283635
SSP2M_2050,recycling_postcons,stageD_only,prospective_conseq_IMAGE_SSP2M_2050_PERF,standard,"(107090, 107090)",107090,107090,-0.24289685520614124,-42.268426427167135,-43.43921238183821,-2.290930791488853,-3.195801473764298,-32.62015495915053,-11.532055552115644,-0.010515642874488095,-0.0009801658126477797,-47.90278566392875,-48.29916324499414,-0.05889890342022721,-0.7871904056153917,-1.0263764765224106,-8.473283629046083e-06,-0.08672715020690239,-0.09388973469110189,-0.09836608668482545,-0.2966847614201261
SSP2M_2050,reuse,c3c4_only,prospective_conseq_IMAGE_SSP2M_2050_PERF,standard,"(107090, 107090)",107090,107090,4.194889238587511e-05,0.007424135520293489,0.010617218878329034,0.0006014980932772699,0.0008548541339928539,0.09645417825862526,0.0019070536625649835,2.784484303073146e-05,5.755013706712681e-05,0.0048496265889025406,0.04880394938380475,-0.00014873422311923086,0.0007374788654510798,-0.00015385301671264024,1.4164897738156922e-08,1.76379986773522e-05,2.3162029186058948e-05,2.4478214819205764e-05,0.0012886412439305343
SSP2M_2050,reuse,joint,prospective_conseq_IMAGE_SSP2M_2050_PERF,standard,"(107090, 107090)",107090,107090,-0.2354936884397804,-43.706442674958105,-45.036061339992166,-2.5603792859520036,-3.5327371869958086,-42.8432306320607,-11.9176876441406,-0.010532051996683897,-0.0016149104878684642,-45.83928644075378,-52.56090279378753,-0.1062686537868954,-0.8919969774755511,-0.983725618115246,-9.093450645945603e-06,-0.08501795303321374,-0.09388358289435987,-0.09860348289022801,-0.29492533175673613
SSP2M_2050,reuse,net,prospective_conseq_IMAGE_SSP2M_2050_PERF,standard,"(107090, 107090)",107090,107090,-0.2354936884397804,-43.706442674958105,-45.036061339992166,-2.5603792859520036,-3.5327371869958086,-42.8432306320607,-11.9176876441406,-0.010532051996683897,-0.0016149104878684642,-45.83928644075378,-52.56090279378753,-0.1062686537868954,-0.8919969774755511,-0.983725618115246,-9.093450645945603e-06,-0.08501795303321374,-0.09388358289435987,-0.09860348289022801,-0.29492533175673613
SSP2M_2050,reuse,stageD_only,prospective_conseq_IMAGE_SSP2M_2050_PERF,standard,"(107090, 107090)",107090,107090,-0.23553563733216648,-43.71386681047848,-45.046678558870575,-2.5609807840452823,-3.533592041129802,-42.939684810319335,-11.919594697803165,-0.010559896839714634,-0.001672460624935591,-45.844136067342646,-52.60970674317133,-0.10611991956377603,-0.8927344563410023,-0.9835717650985332,-9.10761554368376e-06,-0.08503559103189111,-0.09390674492354603,-0.09862796110504733,-0.296213973000667
