scenario,route,case,bg_db,solver,tech_shape,n_activities,n_products,"ReCiPe 2016 v1.03, midpoint (H) | acidification: terrestrial | terrestrial acidification potential (TAP)","ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)","ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)","ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: freshwater | freshwater ecotoxicity potential (FETP)","ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: marine | marine ecotoxicity potential (METP)","ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: terrestrial | terrestrial ecotoxicity potential (TETP)","ReCiPe 2016 v1.03, midpoint (H) | energy resources: non-renewable, fossil | fossil fuel potential (FFP)","ReCiPe 2016 v1.03, midpoint (H) | eutrophication: freshwater | freshwater eutrophication potential (FEP)","ReCiPe 2016 v1.03, midpoint (H) | eutrophication: marine | marine eutrophication potential (MEP)","ReCiPe 2016 v1.03, midpoint (H) | human toxicity: carcinogenic | human toxicity potential (HTPc)","ReCiPe 2016 v1.03, midpoint (H) | human toxicity: non-carcinogenic | human toxicity potential (HTPnc)","ReCiPe 2016 v1.03, midpoint (H) | ionising radiation | ionising radiation potential (IRP)","ReCiPe 2016 v1.03, midpoint (H) | land use | agricultural land occupation (LOP)","ReCiPe 2016 v1.03, midpoint (H) | material resources: metals/minerals | surplus ore potential (SOP)","ReCiPe 2016 v1.03, midpoint (H) | ozone depletion | ozone depletion potential (ODPinfinite)","ReCiPe 2016 v1.03, midpoint (H) | particulate matter formation | particulate matter formation potential (PMFP)","ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: human health | photochemical oxidant formation potential: humans (HOFP)","ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: terrestrial ecosystems | photochemical oxidant formation potential: ecosystems (EOFP)","ReCiPe 2016 v1.03, midpoint (H) | water use | water consumption potential (WCP)"
SSP2M_2050,landfill,c3c4_only,prospective_conseq_IMAGE_SSP2M_2050_PERF,standard,"(107087, 107087)",107087,107087,-0.0002353594018531258,-0.08017090403622965,-0.0870436894982669,-0.030021798513534193,-0.04131377173933569,-0.5483609472339521,-0.03273242903125697,-6.4376647291765704e-06,-3.861517889672576e-05,-0.004831221386173142,-1.0748209699302516,-0.0004812051995798147,-0.014808044053680379,-0.0002941700846118723,-7.134238781949259e-08,-0.00010761650117863754,-0.0004194198075612022,-0.0004417044797367071,-0.0007570052717888325
SSP2M_2050,landfill,net,prospective_conseq_IMAGE_SSP2M_2050_PERF,standard,"(107087, 107087)",107087,107087,-0.0002353594018531258,-0.08017090403622965,-0.0870436894982669,-0.030021798513534193,-0.04131377173933569,-0.5483609472339521,-0.03273242903125697,-6.4376647291765704e-06,-3.861517889672576e-05,-0.004831221386173142,-1.0748209699302516,-0.0004812051995798147,-0.014808044053680379,-0.0002941700846118723,-7.134238781949259e-08,-0.00010761650117863754,-0.0004194198075612022,-0.0004417044797367071,-0.0007570052717888325
SSP2M_2050,recycling_postcons,c3c4_only,prospective_conseq_IMAGE_SSP2M_2050_PERF,standard,"(107087, 107087)",107087,107087,-0.004900110847477548,-1.7100242394078735,-1.8045019733334717,-0.8621168351214153,-1.191759422344637,-49.2582334402533,-0.46059398640606575,-0.00034486654586098894,3.356179159862079e-05,-0.5418704626011275,-33.415529660701864,0.0012043662751169072,-0.08949969305672134,-0.06689742509376093,-1.4299159537638442e-06,-0.001374671882748075,-0.004323075338826891,-0.004624935351606325,0.013354521416223931
SSP2M_2050,recycling_postcons,joint,prospective_conseq_IMAGE_SSP2M_2050_PERF,standard,"(107087, 107087)",107087,107087,-0.1636906062224431,-29.331841097877177,-29.999980213297107,-2.1484073054201165,-3.005290458799627,-61.84819192310695,-5.808063568383831,-0.007490859454737059,-0.0007237267845462219,-42.83323563124434,-44.484032261711164,-0.5068584490797333,-0.6602350764989761,-0.8263335754232153,-5.1315976143663555e-06,-0.05883969723852647,-0.07246275380688452,-0.07672056665599881,-0.19898067371254252
SSP2M_2050,recycling_postcons,net,prospective_conseq_IMAGE_SSP2M_2050_PERF,standard,"(107087, 107087)",107087,107087,-0.22432364927213236,-39.89367088407102,-41.045790952203824,-2.931654294253451,-4.078721737607907,-78.72600822483355,-10.878202861611149,-0.009844287879957562,-0.0008518817464477095,-43.81537732565465,-77.04710855937634,-0.05200260417672415,-0.8006167804618984,-0.9940858732243272,-9.084349661368243e-06,-0.07972059431033458,-0.08913939702479308,-0.09348501871107587,-0.25465891207277724
SSP2M_2050,recycling_postcons,stageD_only,prospective_conseq_IMAGE_SSP2M_2050_PERF,standard,"(107087, 107087)",107087,107087,-0.15879049537496553,-27.621816858469312,-28.195478239963645,-1.2862904702987026,-1.813531036454988,-12.589958482853671,-5.347469581977766,-0.00714599290887607,-0.0007572885761448423,-42.29136516864325,-11.068502601009273,-0.5080628153548502,-0.5707353834422547,-0.7594361503294546,-3.7016816606025107e-06,-0.05746502535577834,-0.06813967846805763,-0.07209563130439248,-0.21233519512876642
SSP2M_2050,reuse,c3c4_only,prospective_conseq_IMAGE_SSP2M_2050_PERF,standard,"(107087, 107087)",107087,107087,4.194889238587511e-05,0.007424135520293489,0.010617218878329034,0.0006014980932772698,0.0008548541339928536,0.09645417825862529,0.0019070536625649833,2.784484303073146e-05,5.755013706712682e-05,0.00484962658890254,0.04880394938380475,-0.00014873422311923083,0.0007374788654510798,-0.0001538530167126402,1.4164897738156924e-08,1.7637998677352204e-05,2.3162029186058944e-05,2.4478214819205764e-05,0.0012886412439305345
SSP2M_2050,reuse,joint,prospective_conseq_IMAGE_SSP2M_2050_PERF,standard,"(107087, 107087)",107087,107087,-0.2312223134335492,-40.23672167304063,-41.34824433978476,-2.180614142116646,-3.04189623353653,-30.96148630921012,-10.977865896046243,-0.009984192530559672,-0.0008756744756052496,-45.603819866163605,-45.93726017373491,-0.05622690550996158,-0.7487535275545211,-0.9773760509336098,-8.053324021732294e-06,-0.0825560552638723,-0.08937009180642987,-0.09363075028020984,-0.28118756634196634
SSP2M_2050,reuse,net,prospective_conseq_IMAGE_SSP2M_2050_PERF,standard,"(107087, 107087)",107087,107087,-0.23549368843978039,-43.706442674958105,-45.036061339992166,-2.5603792859520036,-3.532737186995808,-42.843230632060695,-11.917687644140601,-0.010532051996683897,-0.0016149104878684646,-45.83928644075378,-52.56090279378752,-0.1062686537868954,-0.891996977475551,-0.9837256181152461,-9.093450645945603e-06,-0.08501795303321374,-0.09388358289435988,-0.09860348289022802,-0.2949253317567362
SSP2M_2050,reuse,stageD_only,prospective_conseq_IMAGE_SSP2M_2050_PERF,standard,"(107087, 107087)",107087,107087,-0.23126426232593517,-40.24414580856094,-41.3588615586631,-2.181215640209924,-3.042751087670525,-31.057940487468745,-10.979772949708813,-0.01001203737359041,-0.000933224612672376,-45.608669492752526,-45.986064123118744,-0.056078171286842435,-0.7494910064199722,-0.9772221979168965,-8.067488919470448e-06,-0.08257369326254975,-0.08939325383561587,-0.09365522849502901,-0.28247620758589725
