tag,unc_layer,iteration,scenario_id,case,method,score,f_Al,X_Al,L,f_makeup,Y_prep,R_PSA,E_aux,E_therm,der_prepared_mass_per_kg_gate,der_al_feed_kg_per_kg_gate,der_al_reacted_kg_per_kg_gate,der_h2_crude_kg_per_kg_gate,der_h2_usable_kg_per_kg_gate,der_aloh3_kg_per_kg_gate,der_electrolyte_makeup_kg_per_kg_gate,der_purge_m3_per_kg_gate,der_stoich_makeup_water_kg_per_kg_gate,der_elec_total_kwh_per_kg_gate
prospect_hydrolysis_fgonly_fgonly,fgonly,1,SSP1VLLO_2050,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",3.520442786078282,0.9912338195737705,0.9370995861504476,110.05965687379015,0.2181533389106185,0.8758990116791362,0.9250129757231659,0.35404913849500386,0.059811846447058406,0.8758990116791362,0.8682207229076009,0.8136092801239553,0.09118116127530751,0.0843437573211661,2.352143590443405,20.84587678257664,0.020845876782576638,1.6297142201915011,0.3625004276833062
prospect_hydrolysis_fgonly_fgonly,fgonly,1,SSP1VLLO_2050,staged_total,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-3.6466418366705176,0.9912338195737705,0.9370995861504476,110.05965687379015,0.2181533389106185,0.8758990116791362,0.9250129757231659,0.35404913849500386,0.059811846447058406,0.8758990116791362,0.8682207229076009,0.8136092801239553,0.09118116127530751,0.0843437573211661,2.352143590443405,20.84587678257664,0.020845876782576638,1.6297142201915011,0.3625004276833062
prospect_hydrolysis_fgonly_fgonly,fgonly,1,SSP1VLLO_2050,joint,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-0.1261990505922319,0.9912338195737705,0.9370995861504476,110.05965687379015,0.2181533389106185,0.8758990116791362,0.9250129757231659,0.35404913849500386,0.059811846447058406,0.8758990116791362,0.8682207229076009,0.8136092801239553,0.09118116127530751,0.0843437573211661,2.352143590443405,20.84587678257664,0.020845876782576638,1.6297142201915011,0.3625004276833062
prospect_hydrolysis_fgonly_fgonly,fgonly,2,SSP1VLLO_2050,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",8.286385499486038,0.9997739771753034,0.9269522014138998,272.6064305726985,0.2876471648947314,0.7170539746235323,0.9423127910432596,0.18384635081427056,0.12972427045108528,0.7170539746235323,0.7168919040587279,0.6645245286430401,0.07447323881110032,0.07017708552211915,1.921139727538526,56.214696471876245,0.05621469647187625,1.3310874156089045,0.22484706030349372
prospect_hydrolysis_fgonly_fgonly,fgonly,2,SSP1VLLO_2050,staged_total,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-2.9874777639194283,0.9997739771753034,0.9269522014138998,272.6064305726985,0.2876471648947314,0.7170539746235323,0.9423127910432596,0.18384635081427056,0.12972427045108528,0.7170539746235323,0.7168919040587279,0.6645245286430401,0.07447323881110032,0.07017708552211915,1.921139727538526,56.214696471876245,0.05621469647187625,1.3310874156089045,0.22484706030349372
prospect_hydrolysis_fgonly_fgonly,fgonly,2,SSP1VLLO_2050,joint,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",5.298907735566596,0.9997739771753034,0.9269522014138998,272.6064305726985,0.2876471648947314,0.7170539746235323,0.9423127910432596,0.18384635081427056,0.12972427045108528,0.7170539746235323,0.7168919040587279,0.6645245286430401,0.07447323881110032,0.07017708552211915,1.921139727538526,56.214696471876245,0.05621469647187625,1.3310874156089045,0.22484706030349372
prospect_hydrolysis_fgonly_fgonly,fgonly,3,SSP1VLLO_2050,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",3.8786777527782594,0.9982744766388575,0.9248930301007254,191.77336220981064,0.15962911176788705,0.7873764234627859,0.9172335514031298,0.16512259639070917,0.055255012161845744,0.7873764234627859,0.7860177870500881,0.7269823727778227,0.08147288704285843,0.07472966552538708,2.1017052905716325,24.062057123704122,0.02406205712370412,1.4561946866732807,0.17352013323339255
prospect_hydrolysis_fgonly_fgonly,fgonly,3,SSP1VLLO_2050,staged_total,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-3.253927201095472,0.9982744766388575,0.9248930301007254,191.77336220981064,0.15962911176788705,0.7873764234627859,0.9172335514031298,0.16512259639070917,0.055255012161845744,0.7873764234627859,0.7860177870500881,0.7269823727778227,0.08147288704285843,0.07472966552538708,2.1017052905716325,24.062057123704122,0.02406205712370412,1.4561946866732807,0.17352013323339255
prospect_hydrolysis_fgonly_fgonly,fgonly,3,SSP1VLLO_2050,joint,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.6247505516827847,0.9982744766388575,0.9248930301007254,191.77336220981064,0.15962911176788705,0.7873764234627859,0.9172335514031298,0.16512259639070917,0.055255012161845744,0.7873764234627859,0.7860177870500881,0.7269823727778227,0.08147288704285843,0.07472966552538708,2.1017052905716325,24.062057123704122,0.02406205712370412,1.4561946866732807,0.17352013323339255
prospect_hydrolysis_fgonly_fgonly,fgonly,4,SSP1VLLO_2050,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",2.506080511628395,0.9951246597136467,0.9392762165495558,75.69190056428499,0.22310370156260878,0.8282560337771815,0.956205206247318,0.1383129576557717,0.02504968232956459,0.8282560337771815,0.8242180037682925,0.7741683681915092,0.08676101976560194,0.08296133879919504,2.2381199546891377,13.91868745287357,0.01391868745287357,1.5507114155235957,0.13530609226162424
prospect_hydrolysis_fgonly_fgonly,fgonly,4,SSP1VLLO_2050,staged_total,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-3.4888583505721007,0.9951246597136467,0.9392762165495558,75.69190056428499,0.22310370156260878,0.8282560337771815,0.956205206247318,0.1383129576557717,0.02504968232956459,0.8282560337771815,0.8242180037682925,0.7741683681915092,0.08676101976560194,0.08296133879919504,2.2381199546891377,13.91868745287357,0.01391868745287357,1.5507114155235957,0.13530609226162424
