tag,unc_layer,iteration,scenario_id,case,method,score,f_Al,X_Al,L,f_makeup,Y_prep,R_PSA,E_aux,E_therm,der_prepared_mass_per_kg_gate,der_al_feed_kg_per_kg_gate,der_al_reacted_kg_per_kg_gate,der_h2_crude_kg_per_kg_gate,der_h2_usable_kg_per_kg_gate,der_aloh3_kg_per_kg_gate,der_electrolyte_makeup_kg_per_kg_gate,der_purge_m3_per_kg_gate,der_stoich_makeup_water_kg_per_kg_gate,der_elec_total_kwh_per_kg_gate
prospect_hydrolysis_fgonly_fgonly,fgonly,4,SSP5H_2050,joint,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",1.436846342086127,0.9360331825271824,0.950109530298996,201.0747019106449,0.29035971259623833,0.8772657536226978,0.9613119833353287,0.1359770159973855,0.02907906603915313,0.8772657536226978,0.8211498552855608,0.7801823033104528,0.08743500124710137,0.08405231446177795,2.2555062349208606,47.94200712141127,0.04794200712141127,1.5627577328679088,0.14479804819779388
prospect_hydrolysis_fgonly_fgonly,fgonly,5,SSP5H_2050,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",3.823249897461219,0.9742772161633705,0.9501979649485361,224.799494702669,0.19385214256519717,0.8134229481527997,0.9241287821204714,0.3287602548217738,0.07967171684756355,0.8134229481527997,0.7924994454897113,0.753031360327167,0.08439219609306171,0.07798925739595312,2.1770128867342464,34.53543281445744,0.03453543281445744,1.5083725642711001,0.3322279385151331
prospect_hydrolysis_fgonly_fgonly,fgonly,5,SSP5H_2050,staged_total,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-3.367941409822216,0.9742772161633705,0.9501979649485361,224.799494702669,0.19385214256519717,0.8134229481527997,0.9241287821204714,0.3287602548217738,0.07967171684756355,0.8134229481527997,0.7924994454897113,0.753031360327167,0.08439219609306171,0.07798925739595312,2.1770128867342464,34.53543281445744,0.03453543281445744,1.5083725642711001,0.3322279385151331
prospect_hydrolysis_fgonly_fgonly,fgonly,5,SSP5H_2050,joint,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.4553084876389978,0.9742772161633705,0.9501979649485361,224.799494702669,0.19385214256519717,0.8134229481527997,0.9241287821204714,0.3287602548217738,0.07967171684756355,0.8134229481527997,0.7924994454897113,0.753031360327167,0.08439219609306171,0.07798925739595312,2.1770128867342464,34.53543281445744,0.03453543281445744,1.5083725642711001,0.3322279385151331
prospect_hydrolysis_fgonly_fgonly,fgonly,6,SSP5H_2050,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",2.2636303952241494,0.9954025513643887,0.9518468273506674,137.40010969180932,0.14396442968421697,0.8001659011651401,0.9437859947590335,0.30000183383635726,0.04234242827736489,0.8001659011651401,0.7964871795345657,0.7581337948654578,0.08496402573893512,0.080187857550753,2.191764019726571,15.755096596612884,0.015755096596612884,1.5185930845230102,0.2739322050029414
prospect_hydrolysis_fgonly_fgonly,fgonly,6,SSP5H_2050,staged_total,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-3.4070220916834173,0.9954025513643887,0.9518468273506674,137.40010969180932,0.14396442968421697,0.8001659011651401,0.9437859947590335,0.30000183383635726,0.04234242827736489,0.8001659011651401,0.7964871795345657,0.7581337948654578,0.08496402573893512,0.080187857550753,2.191764019726571,15.755096596612884,0.015755096596612884,1.5185930845230102,0.2739322050029414
prospect_hydrolysis_fgonly_fgonly,fgonly,6,SSP5H_2050,joint,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-1.143391696459268,0.9954025513643887,0.9518468273506674,137.40010969180932,0.14396442968421697,0.8001659011651401,0.9437859947590335,0.30000183383635726,0.04234242827736489,0.8001659011651401,0.7964871795345657,0.7581337948654578,0.08496402573893512,0.080187857550753,2.191764019726571,15.755096596612884,0.015755096596612884,1.5185930845230102,0.2739322050029414
prospect_hydrolysis_fgonly_fgonly,fgonly,7,SSP5H_2050,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",5.131795828532064,0.9963303617689385,0.9625629519690463,217.82073329848984,0.27527947090211763,0.8323123251507598,0.9452671245552201,0.15529803341810525,0.0368536878387945,0.8323123251507598,0.8292580400222029,0.7982130669478372,0.0894557082465186,0.08455954010923733,2.307633154016489,49.723619167796876,0.04972361916779688,1.5988745675926557,0.1599302459010509
prospect_hydrolysis_fgonly_fgonly,fgonly,7,SSP5H_2050,staged_total,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-3.588426476771927,0.9963303617689385,0.9625629519690463,217.82073329848984,0.27527947090211763,0.8323123251507598,0.9452671245552201,0.15529803341810525,0.0368536878387945,0.8323123251507598,0.8292580400222029,0.7982130669478372,0.0894557082465186,0.08455954010923733,2.307633154016489,49.723619167796876,0.04972361916779688,1.5988745675926557,0.1599302459010509
prospect_hydrolysis_fgonly_fgonly,fgonly,7,SSP5H_2050,joint,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",1.5433693517601321,0.9963303617689385,0.9625629519690463,217.82073329848984,0.27527947090211763,0.8323123251507598,0.9452671245552201,0.15529803341810525,0.0368536878387945,0.8323123251507598,0.8292580400222029,0.7982130669478372,0.0894557082465186,0.08455954010923733,2.307633154016489,49.723619167796876,0.04972361916779688,1.5988745675926557,0.1599302459010509
prospect_hydrolysis_fgonly_fgonly,fgonly,8,SSP5H_2050,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",2.265920167421198,0.9658721321252295,0.9268323988935797,152.52206835534642,0.12229831954660719,0.8658209525665024,0.9201451911298341,0.17258816172710328,0.04063393782851679,0.8658209525665024,0.8362723294941048,0.7750842892733433,0.08686366700662829,0.07992718548005225,2.240767881592896,15.599148872954837,0.015599148872954837,1.5525460671777787,0.1846121613454766
prospect_hydrolysis_fgonly_fgonly,fgonly,8,SSP5H_2050,staged_total,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-3.4632046207194485,0.9658721321252295,0.9268323988935797,152.52206835534642,0.12229831954660719,0.8658209525665024,0.9201451911298341,0.17258816172710328,0.04063393782851679,0.8658209525665024,0.8362723294941048,0.7750842892733433,0.08686366700662829,0.07992718548005225,2.240767881592896,15.599148872954837,0.015599148872954837,1.5525460671777787,0.1846121613454766
prospect_hydrolysis_fgonly_fgonly,fgonly,8,SSP5H_2050,joint,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-1.197284453298257,0.9658721321252295,0.9268323988935797,152.52206835534642,0.12229831954660719,0.8658209525665024,0.9201451911298341,0.17258816172710328,0.04063393782851679,0.8658209525665024,0.8362723294941048,0.7750842892733433,0.08686366700662829,0.07992718548005225,2.240767881592896,15.599148872954837,0.015599148872954837,1.5525460671777787,0.1846121613454766
prospect_hydrolysis_fgonly_fgonly,fgonly,9,SSP5H_2050,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",4.518686792520734,0.9852662109610143,0.9242322425072754,152.96982342407583,0.31535422096589316,0.88701128908201,0.943759953357558,0.15662209809191058,0.05426283571577469,0.88701128908201,0.8739422518734768,0.8077256072708816,0.0905217782810212,0.08543082924833978,2.335133898288081,42.15869412942873,0.04215869412942873,1.6179288269445755,0.18705731698472927
prospect_hydrolysis_fgonly_fgonly,fgonly,9,SSP5H_2050,staged_total,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-3.6298624736756038,0.9852662109610143,0.9242322425072754,152.96982342407583,0.31535422096589316,0.88701128908201,0.943759953357558,0.15662209809191058,0.05426283571577469,0.88701128908201,0.8739422518734768,0.8077256072708816,0.0905217782810212,0.08543082924833978,2.335133898288081,42.15869412942873,0.04215869412942873,1.6179288269445755,0.18705731698472927
prospect_hydrolysis_fgonly_fgonly,fgonly,9,SSP5H_2050,joint,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.8888243188451264,0.9852662109610143,0.9242322425072754,152.96982342407583,0.31535422096589316,0.88701128908201,0.943759953357558,0.15662209809191058,0.05426283571577469,0.88701128908201,0.8739422518734768,0.8077256072708816,0.0905217782810212,0.08543082924833978,2.335133898288081,42.15869412942873,0.04215869412942873,1.6179288269445755,0.18705731698472927
prospect_hydrolysis_fgonly_fgonly,fgonly,10,SSP5H_2050,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",3.5892376435866478,0.9776419423638596,0.9301293002586767,194.27512812894167,0.24819953971870995,0.7138140346846654,0.9420452689188824,0.1317833319179362,0.06088929649032745,0.7138140346846654,0.6978545393556997,0.6490949543732581,0.0727440470058053,0.06852818532383169,1.8765328442242049,33.64984620509045,0.03364984620509045,1.3001809384911245,0.13753242625740197
prospect_hydrolysis_fgonly_fgonly,fgonly,10,SSP5H_2050,staged_total,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-2.9157730555468877,0.9776419423638596,0.9301293002586767,194.27512812894167,0.24819953971870995,0.7138140346846654,0.9420452689188824,0.1317833319179362,0.06088929649032745,0.7138140346846654,0.6978545393556997,0.6490949543732581,0.0727440470058053,0.06852818532383169,1.8765328442242049,33.64984620509045,0.03364984620509045,1.3001809384911245,0.13753242625740197
prospect_hydrolysis_fgonly_fgonly,fgonly,10,SSP5H_2050,joint,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.6734645880397545,0.9776419423638596,0.9301293002586767,194.27512812894167,0.24819953971870995,0.7138140346846654,0.9420452689188824,0.1317833319179362,0.06088929649032745,0.7138140346846654,0.6978545393556997,0.6490949543732581,0.0727440470058053,0.06852818532383169,1.8765328442242049,33.64984620509045,0.03364984620509045,1.3001809384911245,0.13753242625740197
prospect_hydrolysis_fgonly_fgonly,fgonly,11,SSP5H_2050,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",3.0912763164008155,0.9404890740280882,0.9007147407593235,126.52809220283,0.22935527627766544,0.9290268913842793,0.9616114755692997,0.15780401677538702,0.014480983238279387,0.9290268913842793,0.8737396408251942,0.7869901740770091,0.08819795906662409,0.08481216956025708,2.2751877822917104,25.35582437206047,0.025355824372060472,1.5763943568206156,0.16005739799483704
prospect_hydrolysis_fgonly_fgonly,fgonly,11,SSP5H_2050,staged_total,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-3.552007296104711,0.9404890740280882,0.9007147407593235,126.52809220283,0.22935527627766544,0.9290268913842793,0.9616114755692997,0.15780401677538702,0.014480983238279387,0.9290268913842793,0.8737396408251942,0.7869901740770091,0.08819795906662409,0.08481216956025708,2.2751877822917104,25.35582437206047,0.025355824372060472,1.5763943568206156,0.16005739799483704
prospect_hydrolysis_fgonly_fgonly,fgonly,11,SSP5H_2050,joint,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-0.4607309797038903,0.9404890740280882,0.9007147407593235,126.52809220283,0.22935527627766544,0.9290268913842793,0.9616114755692997,0.15780401677538702,0.014480983238279387,0.9290268913842793,0.8737396408251942,0.7869901740770091,0.08819795906662409,0.08481216956025708,2.2751877822917104,25.35582437206047,0.025355824372060472,1.5763943568206156,0.16005739799483704
prospect_hydrolysis_fgonly_fgonly,fgonly,12,SSP5H_2050,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",4.407806981083394,0.9837427355306395,0.9546989215616504,154.39280110366343,0.31014128815996844,0.8651602344504788,0.9740341334663429,0.17058649872189155,0.03878050716670839,0.8651602344504788,0.8510950957106435,0.8125395700213609,0.09106127890453658,0.08869679389011727,2.3490510596391023,40.75348198987456,0.04075348198987456,1.6275715187643307,0.1811360079007759
prospect_hydrolysis_fgonly_fgonly,fgonly,12,SSP5H_2050,staged_total,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-3.6783351874218426,0.9837427355306395,0.9546989215616504,154.39280110366343,0.31014128815996844,0.8651602344504788,0.9740341334663429,0.17058649872189155,0.03878050716670839,0.8651602344504788,0.8510950957106435,0.8125395700213609,0.09106127890453658,0.08869679389011727,2.3490510596391023,40.75348198987456,0.04075348198987456,1.6275715187643307,0.1811360079007759
prospect_hydrolysis_fgonly_fgonly,fgonly,12,SSP5H_2050,joint,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.7294717936615505,0.9837427355306395,0.9546989215616504,154.39280110366343,0.31014128815996844,0.8651602344504788,0.9740341334663429,0.17058649872189155,0.03878050716670839,0.8651602344504788,0.8510950957106435,0.8125395700213609,0.09106127890453658,0.08869679389011727,2.3490510596391023,40.75348198987456,0.04075348198987456,1.6275715187643307,0.1811360079007759
prospect_hydrolysis_fgonly_fgonly,fgonly,13,SSP5H_2050,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",3.2866904939952213,0.9828011770614038,0.9717113465572046,129.05772302368354,0.25035426916880565,0.8572983126569145,0.9700353190302111,0.13149015866910682,0.019326364620626223,0.8572983126569145,0.8425537907719709,0.818719078577909,0.09175381619493096,0.0890044423648892,2.366916012508323,27.2230409875101,0.0272230409875101,1.6399494908627652,0.12929475093707038
prospect_hydrolysis_fgonly_fgonly,fgonly,13,SSP5H_2050,staged_total,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-3.7027375371355307,0.9828011770614038,0.9717113465572046,129.05772302368354,0.25035426916880565,0.8572983126569145,0.9700353190302111,0.13149015866910682,0.019326364620626223,0.8572983126569145,0.8425537907719709,0.818719078577909,0.09175381619493096,0.0890044423648892,2.366916012508323,27.2230409875101,0.0272230409875101,1.6399494908627652,0.12929475093707038
prospect_hydrolysis_fgonly_fgonly,fgonly,13,SSP5H_2050,joint,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-0.4160470431403104,0.9828011770614038,0.9717113465572046,129.05772302368354,0.25035426916880565,0.8572983126569145,0.9700353190302111,0.13149015866910682,0.019326364620626223,0.8572983126569145,0.8425537907719709,0.818719078577909,0.09175381619493096,0.0890044423648892,2.366916012508323,27.2230409875101,0.0272230409875101,1.6399494908627652,0.12929475093707038
prospect_hydrolysis_fgonly_fgonly,fgonly,14,SSP5H_2050,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",4.473674624910825,0.9353131265696607,0.9316798045309316,202.5692474492378,0.26985626493990666,0.8383277362078102,0.9289706686911541,0.15341783303402778,0.09827653548165147,0.8383277362078102,0.7840989360425927,0.7305291434650742,0.08187037349973801,0.07605517561604616,2.1119590009736573,42.86243941580329,0.04286243941580329,1.463299107389686,0.21100237017400375
prospect_hydrolysis_fgonly_fgonly,fgonly,14,SSP5H_2050,staged_total,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-3.2711591757912264,0.9353131265696607,0.9316798045309316,202.5692474492378,0.26985626493990666,0.8383277362078102,0.9289706686911541,0.15341783303402778,0.09827653548165147,0.8383277362078102,0.7840989360425927,0.7305291434650742,0.08187037349973801,0.07605517561604616,2.1119590009736573,42.86243941580329,0.04286243941580329,1.463299107389686,0.21100237017400375
prospect_hydrolysis_fgonly_fgonly,fgonly,14,SSP5H_2050,joint,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",1.2025154491195944,0.9353131265696607,0.9316798045309316,202.5692474492378,0.26985626493990666,0.8383277362078102,0.9289706686911541,0.15341783303402778,0.09827653548165147,0.8383277362078102,0.7840989360425927,0.7305291434650742,0.08187037349973801,0.07605517561604616,2.1119590009736573,42.86243941580329,0.04286243941580329,1.463299107389686,0.21100237017400375
prospect_hydrolysis_fgonly_fgonly,fgonly,15,SSP5H_2050,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",4.145444682522633,0.9457253137609136,0.9547056026014555,191.61700602351843,0.23161419027723285,0.8955817379193605,0.9739032977725515,0.2202904767824709,0.05310798128759481,0.8955817379193605,0.8469743200923315,0.8086111286517075,0.09062101862870445,0.08825610889000308,2.337693939687551,37.5897516808091,0.0375897516808091,1.6197025859488923,0.24485066622286283
prospect_hydrolysis_fgonly_fgonly,fgonly,15,SSP5H_2050,staged_total,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-3.6604358976844735,0.9457253137609136,0.9547056026014555,191.61700602351843,0.23161419027723285,0.8955817379193605,0.9739032977725515,0.2202904767824709,0.05310798128759481,0.8955817379193605,0.8469743200923315,0.8086111286517075,0.09062101862870445,0.08825610889000308,2.337693939687551,37.5897516808091,0.0375897516808091,1.6197025859488923,0.24485066622286283
prospect_hydrolysis_fgonly_fgonly,fgonly,15,SSP5H_2050,joint,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.4850087848381639,0.9457253137609136,0.9547056026014555,191.61700602351843,0.23161419027723285,0.8955817379193605,0.9739032977725515,0.2202904767824709,0.05310798128759481,0.8955817379193605,0.8469743200923315,0.8086111286517075,0.09062101862870445,0.08825610889000308,2.337693939687551,37.5897516808091,0.0375897516808091,1.6197025859488923,0.24485066622286283
prospect_hydrolysis_fgonly_fgonly,fgonly,16,SSP5H_2050,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",2.069844666234081,0.9849215651780534,0.8830545125301319,136.66063296920018,0.1260857147005765,0.8323489928910908,0.9631482735323739,0.11609924495202721,0.05936827622485223,0.8323489928910908,0.8197984728526696,0.7239267408178607,0.08113044248458492,0.07814064560994553,2.0928714617241,14.125909430150283,0.014125909430150284,1.4500740499272702,0.14605021453667175
prospect_hydrolysis_fgonly_fgonly,fgonly,16,SSP5H_2050,staged_total,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-3.2685901716048127,0.9849215651780534,0.8830545125301319,136.66063296920018,0.1260857147005765,0.8323489928910908,0.9631482735323739,0.11609924495202721,0.05936827622485223,0.8323489928910908,0.8197984728526696,0.7239267408178607,0.08113044248458492,0.07814064560994553,2.0928714617241,14.125909430150283,0.014125909430150284,1.4500740499272702,0.14605021453667175
prospect_hydrolysis_fgonly_fgonly,fgonly,16,SSP5H_2050,joint,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-1.1987455053707288,0.9849215651780534,0.8830545125301319,136.66063296920018,0.1260857147005765,0.8323489928910908,0.9631482735323739,0.11609924495202721,0.05936827622485223,0.8323489928910908,0.8197984728526696,0.7239267408178607,0.08113044248458492,0.07814064560994553,2.0928714617241,14.125909430150283,0.014125909430150284,1.4500740499272702,0.14605021453667175
prospect_hydrolysis_fgonly_fgonly,fgonly,17,SSP5H_2050,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",1.8673182943740678,0.9672848404861526,0.9585993704678979,118.48844210505091,0.12420060794410435,0.8026752283973541,0.9717699990279359,0.04785766304075319,0.05617650788285204,0.8026752283973541,0.7764155802625208,0.7442714864611201,0.08341047735994982,0.0810557995029981,2.1516881004142383,11.425992976990791,0.011425992976990791,1.49082594655749,0.0835056519072342
prospect_hydrolysis_fgonly_fgonly,fgonly,17,SSP5H_2050,staged_total,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-3.3674496856482774,0.9672848404861526,0.9585993704678979,118.48844210505091,0.12420060794410435,0.8026752283973541,0.9717699990279359,0.04785766304075319,0.05617650788285204,0.8026752283973541,0.7764155802625208,0.7442714864611201,0.08341047735994982,0.0810557995029981,2.1516881004142383,11.425992976990791,0.011425992976990791,1.49082594655749,0.0835056519072342
prospect_hydrolysis_fgonly_fgonly,fgonly,17,SSP5H_2050,joint,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-1.5001313912742102,0.9672848404861526,0.9585993704678979,118.48844210505091,0.12420060794410435,0.8026752283973541,0.9717699990279359,0.04785766304075319,0.05617650788285204,0.8026752283973541,0.7764155802625208,0.7442714864611201,0.08341047735994982,0.0810557995029981,2.1516881004142383,11.425992976990791,0.011425992976990791,1.49082594655749,0.0835056519072342
prospect_hydrolysis_fgonly_fgonly,fgonly,18,SSP5H_2050,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",3.6526457401672037,0.9818160572073623,0.969284809676458,104.49732132150493,0.3277064174351664,0.9142446398374895,0.9094218461790624,0.16532012084146627,0.015539167161884273,0.9142446398374895,0.8976200676082089,0.8700494963933921,0.09750641417961645,0.0886744631975271,2.5153121975187447,30.73849906299468,0.03073849906299468,1.7427677770916525,0.165349634621888
prospect_hydrolysis_fgonly_fgonly,fgonly,18,SSP5H_2050,staged_total,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-3.877345307430968,0.9818160572073623,0.969284809676458,104.49732132150493,0.3277064174351664,0.9142446398374895,0.9094218461790624,0.16532012084146627,0.015539167161884273,0.9142446398374895,0.8976200676082089,0.8700494963933921,0.09750641417961645,0.0886744631975271,2.5153121975187447,30.73849906299468,0.03073849906299468,1.7427677770916525,0.165349634621888
prospect_hydrolysis_fgonly_fgonly,fgonly,18,SSP5H_2050,joint,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-0.22469956726375795,0.9818160572073623,0.969284809676458,104.49732132150493,0.3277064174351664,0.9142446398374895,0.9094218461790624,0.16532012084146627,0.015539167161884273,0.9142446398374895,0.8976200676082089,0.8700494963933921,0.09750641417961645,0.0886744631975271,2.5153121975187447,30.73849906299468,0.03073849906299468,1.7427677770916525,0.165349634621888
