tag,unc_layer,scenario_id,case,method,n,mean,sd,cv_signed,cv_absmean,p2_5,p5,p50,p95,p97_5,min,max
prospect_hydrolysis_fgonly_fgonly,fgonly,SSP1VLLO_2050,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",1000,4.221163982633661,1.7662407682272616,0.41842505420158344,0.41842505420158344,1.8194558964158594,2.0178923160608777,3.858891425116222,7.480300028492888,8.235582318362502,1.3218917003974977,14.148283034823516
prospect_hydrolysis_fgonly_fgonly,fgonly,SSP1VLLO_2050,staged_total,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",1000,-3.473673054952878,0.22825168551409936,-0.0657090295785467,0.0657090295785467,-3.913581582298078,-3.8432036520598265,-3.4736334678978658,-3.105650347306876,-3.0500926315661046,-4.121834653831694,-2.7593436294186486
prospect_hydrolysis_fgonly_fgonly,fgonly,SSP1VLLO_2050,joint,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",1000,0.7474909276807821,1.7506042807159274,2.341973950302615,2.341973950302615,-1.6625657172914265,-1.4055254183390695,0.38902394653872663,3.9210754691221443,4.790797554443421,-2.3561002740857386,10.630330113495278
