tag,case,method,n,mean,sd,cv,p2_5,p5,p50,p95,p97_5,min,max
contemp_msfsc_uncertainty,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",5000,7.00831238988862,1.3090425447251688,0.18678427443014892,4.804498575030359,5.067450099249054,6.884572895174616,9.389402457174235,9.962497705320933,3.2518565735473897,14.264116141422297
contemp_msfsc_uncertainty,staged_total,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",5000,-33.23380685053093,3.415198012652961,-0.1027627688881029,-40.51423253625496,-39.29784410988808,-32.950013945838215,-28.055248817793377,-27.184097603453278,-48.577053010087546,-23.83302804867229
contemp_msfsc_uncertainty,joint,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",5000,-26.22549446064231,3.669150214890971,-0.13990776114431006,-33.769653033523745,-32.51660924218541,-26.04802727510756,-20.462360581086386,-19.475616457587027,-42.143209926187936,-14.580306676440912
