tag,case,method,n,mean,sd,cv,p2_5,p5,p50,p95,p97_5,min,max
contemp_msfsc_uncertainty,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",1000,7.011048186174852,1.3306334873635834,0.1897909488038424,4.73797631994036,4.974585184206264,6.940725296557687,9.360971443447026,10.035478128098584,3.2850113967729198,12.037259114995077
contemp_msfsc_uncertainty,staged_total,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",1000,-33.226063956876345,3.4114464706807257,-0.10267380677736597,-40.4554541873157,-39.11937305069149,-32.970782090915876,-27.870819530650472,-26.94619483185472,-44.93107343621432,-24.421378338309935
contemp_msfsc_uncertainty,joint,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",1000,-26.215015770701495,3.654300180865931,-0.13939721466618613,-33.677459208052724,-32.55062377238391,-26.132809707489912,-20.76606111644516,-19.280198493449085,-39.000954686258716,-16.093653389112227
