eol,contemp,SSP1VLLO_2050,SSP2M_2050,SSP5H_2050
landfill,0,1,0,1
reuse,1,1,0,1
recycling_postcons,1,0,0,0
hydrolysis,1,0,0,0
msfsc,1,0,0,1
