eol,contemp,SSP1VLLO_2050,SSP2M_2050,SSP5H_2050
landfill,0.0,0.0,0.0,0.0
reuse,0.0184258465700216,0.015236534129478,-0.0794758621517906,0.0365660693623854
recycling_postcons,0.2057086469935685,0.0072256307332993,-0.0294341138748569,0.0211753221280596
hydrolysis,0.0585869437323958,0.0186809095483656,-0.0076131144333278,-0.0207142104671297
msfsc,-0.5148958908816617,0.0759636626981305,-0.0512603243040357,0.0112063933797286
