eol,contemp,SSP1VLLO_2050,SSP2M_2050,SSP5H_2050
landfill,0.0,0.0,0.0,0.0
reuse,-45.62647726472914,-45.350918185457495,-45.35250778749062,-45.43307183532162
recycling_postcons,-47.53288954771352,-45.11271933612433,-45.11704121290055,-45.16174260157285
hydrolysis,-26.940121471339356,-32.02672204437168,-31.75694397840389,-31.67411794379608
msfsc,-35.22207655585078,-40.4636008217296,-40.29718552267315,-40.05792889954861
