eol,contemp,SSP1VLLO_2050,SSP2M_2050,SSP5H_2050
landfill,7.376927738902872e-08,7.042701326392061e-08,7.134504060470298e-08,7.039771001536135e-08
reuse,1.5093238048948063e-08,1.0025352717661034e-08,1.0146793117068951e-08,1.0129055637386966e-08
recycling_postcons,1.7442447357522522e-06,2.1550449440877773e-06,2.1010204736466545e-06,2.169872888872288e-06
hydrolysis,1.1984464795931971e-05,2.142537179285591e-05,2.1397967207136077e-05,2.138537571797156e-05
msfsc,-9.540492062956889e-08,-5.695918736261031e-07,1.386460119167369e-06,1.159369496058914e-06
