eol,contemp,SSP1VLLO_2050,SSP2M_2050,SSP5H_2050
landfill,0.0,0.0,0.0,0.0
reuse,-0.934671874757078,-0.9969089014273046,-0.980735340135619,-0.8893832311234949
recycling_postcons,-0.9711879724422244,-0.9757640253565386,-0.9743857729539824,-0.9079528692959156
hydrolysis,-0.562691806065744,-0.6677431560122947,-0.6878796004900823,-0.7010978730355293
msfsc,-0.7095361089875009,-0.6531163553857986,-0.7830845490223557,-0.7321530493667298
