eol,contemp,SSP1VLLO_2050,SSP2M_2050,SSP5H_2050
landfill,0.0,0.0,0.0,0.0
reuse,-7.346218205558473,-6.83539056346269,-6.861833626561118,-6.538096105095537
recycling_postcons,-6.35244370601931,-5.976510014418871,-5.922011878466772,-5.635665647750487
hydrolysis,-2.6845110461700177,-1.0359412865144182,-2.069396882550139,-2.155566016433059
msfsc,-6.845022597664602,-3.890061512949208,-6.422197381420577,-6.21240497554847
