eol,contemp,SSP1VLLO_2050,SSP2M_2050,SSP5H_2050
landfill,0.0363447787118751,0.032510740827664,0.0329104996331895,0.0317042739550921
reuse,0.0030462895405417,0.00172004439844,0.0019215917515813,0.0017892629955136
recycling_postcons,0.5862493513492392,0.9066700405130944,0.8081948947547556,0.8402585633481682
hydrolysis,4.392240649431972,0.0363968691330388,-0.0038767149511104,0.1007167723125802
msfsc,1.924578429646585,0.1261856682939126,4.048809232432674,4.040850161002444
