eol,contemp,SSP1VLLO_2050,SSP2M_2050,SSP5H_2050
landfill,0.0,0.0,0.0,0.0
reuse,-35.195159146317444,-32.69505713259644,-32.77999092186354,-31.91407560724523
recycling_postcons,-31.729473318916877,-29.463909298422248,-29.31026991994606,-28.431647675844413
hydrolysis,-10.247400266067066,-3.635129510144938,-6.328308223803855,-6.44903160437582
msfsc,-32.52146619153885,-17.294077490556653,-25.22054715762481,-23.45984914161572
