eol,contemp,SSP1VLLO_2050,SSP2M_2050,SSP5H_2050
landfill,0.0,0.0,0.0,0.0
reuse,-0.0820883847360789,-0.0747899332932764,-0.0751215361095269,-0.0754919704223026
recycling_postcons,-0.0778312745371658,-0.0707560323498615,-0.0706080450215969,-0.0704531080627006
hydrolysis,-0.0258977185525402,-0.0302659596198616,-0.0262720153866438,-0.0255362463066426
msfsc,-0.083322191078228,-0.0690049155465448,-0.0763451248373014,-0.0724793069078422
