tag,route,case,"ReCiPe 2016 v1.03, midpoint (H) | acidification: terrestrial | terrestrial acidification potential (TAP)","ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)","ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: freshwater | freshwater ecotoxicity potential (FETP)","ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: marine | marine ecotoxicity potential (METP)","ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: terrestrial | terrestrial ecotoxicity potential (TETP)","ReCiPe 2016 v1.03, midpoint (H) | energy resources: non-renewable, fossil | fossil fuel potential (FFP)","ReCiPe 2016 v1.03, midpoint (H) | eutrophication: freshwater | freshwater eutrophication potential (FEP)","ReCiPe 2016 v1.03, midpoint (H) | eutrophication: marine | marine eutrophication potential (MEP)","ReCiPe 2016 v1.03, midpoint (H) | human toxicity: carcinogenic | human toxicity potential (HTPc)","ReCiPe 2016 v1.03, midpoint (H) | human toxicity: non-carcinogenic | human toxicity potential (HTPnc)","ReCiPe 2016 v1.03, midpoint (H) | ionising radiation | ionising radiation potential (IRP)","ReCiPe 2016 v1.03, midpoint (H) | land use | agricultural land occupation (LOP)","ReCiPe 2016 v1.03, midpoint (H) | material resources: metals/minerals | surplus ore potential (SOP)","ReCiPe 2016 v1.03, midpoint (H) | ozone depletion | ozone depletion potential (ODPinfinite)","ReCiPe 2016 v1.03, midpoint (H) | particulate matter formation | particulate matter formation potential (PMFP)","ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: human health | photochemical oxidant formation potential: humans (HOFP)","ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: terrestrial ecosystems | photochemical oxidant formation potential: ecosystems (EOFP)","ReCiPe 2016 v1.03, midpoint (H) | water use | water consumption potential (WCP)"
contemp,recycling_newscrap,c3c4,0.004725574857673231,2.120500739133392,0.8861227506017982,1.2197360715751244,46.11118018579864,0.5888913987113379,0.0005930765254457968,-7.879480312493463e-06,0.3802968101768763,33.5572672623271,0.032636047306682785,0.11026172201012013,0.0849332531046941,1.7449111393762062e-06,0.0019971878912167264,0.004840981934187236,0.005173801314507909,-0.000837008452817172
contemp,recycling_newscrap,joint,-0.1773811866182849,-26.542667016080056,-0.8665115987883043,-1.2502870004287632,17.86398448047471,-5.149658301469971,-0.006262200218452897,-0.0006256176344003018,-42.559060338996645,-3.1567898528281653,0.21846520993445717,-0.37695872088145443,-0.7924000545162887,-5.250390631411089e-06,-0.06332357816928508,-0.06546875363053194,-0.06900685287906713,-1.0661329599441294
contemp,recycling_newscrap,net,-0.1773811866182849,-26.542667016080056,-0.8665115987883042,-1.2502870004287627,17.86398448047472,-5.149658301469971,-0.006262200218452897,-0.0006256176344003018,-42.559060338996645,-3.156789852828154,0.2184652099344572,-0.37695872088145443,-0.7924000545162887,-5.250390631411089e-06,-0.06332357816928508,-0.06546875363053192,-0.06900685287906713,-1.0661329599441294
contemp,recycling_newscrap,staged_total,-0.18210676147595795,-28.663167755213443,-1.752634349390103,-2.4700230720038876,-28.24719570532395,-5.7385497001813075,-0.006855276743898703,-0.0006177381540878082,-42.93935714917352,-36.714057115155285,0.18582916262777427,-0.487220442891575,-0.8773333076209833,-6.995301770787292e-06,-0.06532076606050179,-0.0703097355647191,-0.07418065419357497,-1.065295951491312
contemp,recycling_postcons,c3c4,0.004725574857673231,2.120500739133392,0.8861227506017982,1.219736071575124,46.11118018579863,0.5888913987113379,0.0005930765254457966,-7.879480312493465e-06,0.3802968101768762,33.55726726232709,0.03263604730668278,0.11026172201012015,0.08493325310469409,1.7449111393762062e-06,0.0019971878912167264,0.004840981934187236,0.005173801314507908,-0.0008370084528171715
contemp,recycling_postcons,joint,-0.1773811866182849,-26.542667016080056,-0.8665115987883044,-1.2502870004287632,17.86398448047471,-5.149658301469971,-0.006262200218452897,-0.0006256176344003018,-42.559060338996645,-3.1567898528281724,0.21846520993445717,-0.37695872088145443,-0.7924000545162887,-5.250390631411089e-06,-0.06332357816928508,-0.06546875363053194,-0.06900685287906713,-1.0661329599441294
contemp,recycling_postcons,net,-0.1773811866182849,-26.542667016080056,-0.8665115987883042,-1.250287000428763,17.863984480474713,-5.149658301469971,-0.006262200218452897,-0.0006256176344003018,-42.559060338996645,-3.1567898528281684,0.2184652099344572,-0.37695872088145443,-0.7924000545162887,-5.250390631411089e-06,-0.06332357816928508,-0.06546875363053192,-0.06900685287906713,-1.0661329599441294
contemp,recycling_postcons,staged_total,-0.18210676147595795,-28.663167755213443,-1.752634349390103,-2.4700230720038876,-28.24719570532395,-5.7385497001813075,-0.006855276743898703,-0.0006177381540878082,-42.93935714917352,-36.714057115155285,0.18582916262777427,-0.487220442891575,-0.8773333076209833,-6.995301770787292e-06,-0.06532076606050179,-0.0703097355647191,-0.07418065419357497,-1.065295951491312
contemp,reuse,c3c4,3.246511632941365e-05,0.010874582732427031,0.0008049614769503705,0.001079566371969733,0.049311425121386865,0.00304628954054177,2.911210293156467e-05,5.7808558255403194e-05,0.0054981100056278745,0.0477184879029659,4.636330814922938e-06,0.0006051054372366889,0.00012146234658360223,1.5093238048948063e-08,1.9110481858944024e-05,2.57599146248605e-05,2.7440693354122738e-05,0.0014589666505681563
contemp,reuse,joint,-0.009164963435644961,-4.974370010091737,-0.3810557061993388,-0.4986163717462219,-12.340132276211417,-1.2949536037931901,-0.0016672210373656197,-0.0007578759076800701,-0.3644910534556542,-8.184793281672572,-0.17742655469094096,-0.14662299049565558,-0.009873681474404985,-1.282802334121872e-06,-0.006888079000487905,-0.007958774129566188,-0.008452937647746857,-0.020858368885043742
