mode,scenario,fg_db,route,case,"ReCiPe 2016 v1.03, midpoint (H) | acidification: terrestrial | terrestrial acidification potential (TAP)","ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)","ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: freshwater | freshwater ecotoxicity potential (FETP)","ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: marine | marine ecotoxicity potential (METP)","ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: terrestrial | terrestrial ecotoxicity potential (TETP)","ReCiPe 2016 v1.03, midpoint (H) | energy resources: non-renewable, fossil | fossil fuel potential (FFP)","ReCiPe 2016 v1.03, midpoint (H) | eutrophication: freshwater | freshwater eutrophication potential (FEP)","ReCiPe 2016 v1.03, midpoint (H) | eutrophication: marine | marine eutrophication potential (MEP)","ReCiPe 2016 v1.03, midpoint (H) | human toxicity: carcinogenic | human toxicity potential (HTPc)","ReCiPe 2016 v1.03, midpoint (H) | human toxicity: non-carcinogenic | human toxicity potential (HTPnc)","ReCiPe 2016 v1.03, midpoint (H) | ionising radiation | ionising radiation potential (IRP)","ReCiPe 2016 v1.03, midpoint (H) | land use | agricultural land occupation (LOP)","ReCiPe 2016 v1.03, midpoint (H) | material resources: metals/minerals | surplus ore potential (SOP)","ReCiPe 2016 v1.03, midpoint (H) | ozone depletion | ozone depletion potential (ODPinfinite)","ReCiPe 2016 v1.03, midpoint (H) | particulate matter formation | particulate matter formation potential (PMFP)","ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: human health | photochemical oxidant formation potential: humans (HOFP)","ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: terrestrial ecosystems | photochemical oxidant formation potential: ecosystems (EOFP)","ReCiPe 2016 v1.03, midpoint (H) | water use | water consumption potential (WCP)"
contemp,,mtcw_foreground_contemporary,landfill,c3c4,0.0002775451340283247,0.09474231635632595,0.029940777581283936,0.04125435317419252,0.5387991306899995,0.03634477871187514,1.5884001388795626e-05,3.9141141252312415e-05,0.0058569403447414235,1.0871135008316397,0.0015329126989406757,0.013035702651860662,0.0003616330731027862,7.376927738902871e-08,0.00014739592086441405,0.00045008828674614605,0.000472893986737261,0.0008326802099424075
contemp,,mtcw_foreground_contemporary,landfill,net_wrapper,0.0002775451340283247,0.09474231635632595,0.029940777581283936,0.04125435317419252,0.5387991306899995,0.03634477871187514,1.5884001388795626e-05,3.9141141252312415e-05,0.0058569403447414235,1.0871135008316397,0.0015329126989406757,0.013035702651860662,0.0003616330731027862,7.376927738902871e-08,0.00014739592086441405,0.00045008828674614605,0.000472893986737261,0.0008326802099424075
contemp,,mtcw_foreground_contemporary,recycling_postcons,c3c4,0.0046963431449398236,2.1077354783481272,0.8822151063278629,1.2152105557950645,46.031101868898844,0.5862493513492392,0.0005820966099805046,-6.349685626451802e-06,0.5347165582232962,33.50613575878986,0.033340604782233295,0.1099837062889741,0.08374845888895346,1.7442447357522522e-06,0.001975623670557743,0.004809727041420834,0.005138240882881033,-0.0008385505740202755
contemp,,mtcw_foreground_contemporary,recycling_postcons,joint,-0.19689169062689632,-29.621737840568763,-1.0579111665847254,-1.5190486799449066,14.762100126993316,-5.766194354670072,-0.007006538477282741,-0.0006901717406622575,-46.99817298949026,-7.135488558976879,0.2390492517758018,-0.429358217645699,-0.8874395135532707,-5.9993948643612635e-06,-0.07033297535059983,-0.07302154749574502,-0.0769780523375963,-1.1800968851119291
contemp,,mtcw_foreground_contemporary,recycling_postcons,net_wrapper,-0.19689169062689632,-29.621737840568763,-1.0579111665847254,-1.5190486799449066,14.762100126993316,-5.766194354670072,-0.007006538477282741,-0.0006901717406622575,-46.99817298949026,-7.135488558976879,0.2390492517758018,-0.429358217645699,-0.8874395135532707,-5.9993948643612635e-06,-0.07033297535059983,-0.07302154749574502,-0.0769780523375963,-1.1800968851119291
contemp,,mtcw_foreground_contemporary,recycling_postcons,staged_total,-0.20158803377183612,-31.729473318916874,-1.9401262729125892,-2.734259235739969,-31.26900174190553,-6.35244370601931,-0.007588635087263243,-0.0006838220550358051,-47.532889547713516,-40.641624317766734,0.20570864699356858,-0.539341923934673,-0.9711879724422243,-7.743639600113515e-06,-0.0723085990211576,-0.07783127453716585,-0.08211629322047732,-1.1792583345379102
contemp,,mtcw_foreground_contemporary,reuse,c3c4,3.246511632941365e-05,0.010874582732427031,0.0008049614769503705,0.001079566371969733,0.049311425121386865,0.0030462895405417695,2.911210293156467e-05,5.78085582554032e-05,0.005498110005627875,0.0477184879029659,4.636330814922836e-06,0.000605105437236689,0.00012146234658360219,1.5093238048948063e-08,1.911048185894402e-05,2.57599146248605e-05,2.744069335412273e-05,0.0014589666505681563
contemp,,mtcw_foreground_contemporary,reuse,joint,-0.20109872842578388,-35.18428456358501,-2.22826723532148,-3.1019289779330297,-42.111627734121015,-7.343171916017933,-0.008892428189707004,-0.0014089489855338261,-45.62097915472349,-46.880046291841936,0.01843048290083722,-0.6601352468579149,-0.9345504124104951,-8.655590665688836e-06,-0.07573374107486064,-0.08206262482145413,-0.08663659284763413,-1.1436407474266224
contemp,,mtcw_foreground_contemporary,reuse,net_wrapper,-0.20109872842578388,-35.18428456358501,-2.22826723532148,-3.1019289779330297,-42.11162773412102,-7.343171916017933,-0.008892428189707004,-0.0014089489855338261,-45.62097915472349,-46.880046291841936,0.01843048290083722,-0.6601352468579149,-0.9345504124104951,-8.655590665688836e-06,-0.07573374107486064,-0.08206262482145413,-0.08663659284763413,-1.1436407474266224
contemp,,mtcw_foreground_contemporary,reuse,staged_total,-0.20113119354211356,-35.195159146317444,-2.2290721967984304,-3.1030085443050006,-42.16093915924242,-7.346218205558473,-0.008921540292638575,-0.0014667575437892295,-45.62647726472914,-46.92776477974492,0.01842584657002168,-0.6607403522951523,-0.9346718747570781,-8.670683903737788e-06,-0.07575285155671957,-0.08208838473607892,-0.0866640335409882,-1.1450997140771884
