tag,route,case,"ReCiPe 2016 v1.03, midpoint (H) | acidification: terrestrial | terrestrial acidification potential (TAP)","ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)","ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: freshwater | freshwater ecotoxicity potential (FETP)","ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: marine | marine ecotoxicity potential (METP)","ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: terrestrial | terrestrial ecotoxicity potential (TETP)","ReCiPe 2016 v1.03, midpoint (H) | energy resources: non-renewable, fossil | fossil fuel potential (FFP)","ReCiPe 2016 v1.03, midpoint (H) | eutrophication: freshwater | freshwater eutrophication potential (FEP)","ReCiPe 2016 v1.03, midpoint (H) | eutrophication: marine | marine eutrophication potential (MEP)","ReCiPe 2016 v1.03, midpoint (H) | human toxicity: carcinogenic | human toxicity potential (HTPc)","ReCiPe 2016 v1.03, midpoint (H) | human toxicity: non-carcinogenic | human toxicity potential (HTPnc)","ReCiPe 2016 v1.03, midpoint (H) | ionising radiation | ionising radiation potential (IRP)","ReCiPe 2016 v1.03, midpoint (H) | land use | agricultural land occupation (LOP)","ReCiPe 2016 v1.03, midpoint (H) | material resources: metals/minerals | surplus ore potential (SOP)","ReCiPe 2016 v1.03, midpoint (H) | ozone depletion | ozone depletion potential (ODPinfinite)","ReCiPe 2016 v1.03, midpoint (H) | particulate matter formation | particulate matter formation potential (PMFP)","ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: human health | photochemical oxidant formation potential: humans (HOFP)","ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: terrestrial ecosystems | photochemical oxidant formation potential: ecosystems (EOFP)","ReCiPe 2016 v1.03, midpoint (H) | water use | water consumption potential (WCP)"
contemp__external_staged,landfill,c3c4,0.0002775451340283247,0.09474231635632595,0.029940777581283936,0.04125435317419252,0.5387991306899995,0.036344778711875136,1.588400138879563e-05,3.9141141252312415e-05,0.005856940344741423,1.0871135008316397,0.0015329126989406755,0.013035702651860662,0.00036163307310278607,7.376927738902871e-08,0.00014739592086441405,0.0004500882867461461,0.0004728939867372611,0.0008326802099424075
contemp__external_staged,landfill,net,0.0002775451340283247,0.09474231635632595,0.029940777581283936,0.04125435317419252,0.5387991306899995,0.036344778711875136,1.588400138879563e-05,3.9141141252312415e-05,0.005856940344741423,1.0871135008316397,0.0015329126989406755,0.013035702651860662,0.00036163307310278607,7.376927738902871e-08,0.00014739592086441405,0.0004500882867461461,0.0004728939867372611,0.0008326802099424075
contemp__external_staged,recycling_postcons,c3c4,-0.19689169062689632,-29.621737840568763,-1.0579111665847254,-1.5190486799449066,14.762100126993312,-5.766194354670071,-0.007006538477282738,-0.0006901717406622574,-46.99817298949026,-7.1354885589768715,0.23904925177580166,-0.4293582176456988,-0.8874395135532708,-5.9993948643612635e-06,-0.07033297535059983,-0.07302154749574502,-0.0769780523375963,-1.1800968851119293
contemp__external_staged,recycling_postcons,joint,-0.3789984521028542,-58.284905595782206,-2.8105455159748294,-3.9890717519487913,-13.485095578330615,-11.504744054851383,-0.013861815221181436,-0.0013079098947500656,-89.93753013866372,-43.84954567413217,0.42487841440357577,-0.9165786605372735,-1.764772821174254,-1.2994696635148554e-05,-0.13565374141110165,-0.1433312830604641,-0.15115870653117128,-2.2453928366032394
contemp__external_staged,recycling_postcons,net,-0.19689169062689632,-29.621737840568763,-1.0579111665847254,-1.5190486799449066,14.762100126993312,-5.766194354670071,-0.007006538477282738,-0.0006901717406622574,-46.99817298949026,-7.1354885589768715,0.23904925177580166,-0.4293582176456988,-0.8874395135532708,-5.9993948643612635e-06,-0.07033297535059983,-0.07302154749574502,-0.0769780523375963,-1.1800968851119293
contemp__external_staged,recycling_postcons,staged_total,-0.18210676147595792,-28.66316775521344,-1.7526343493901029,-2.470023072003887,-28.24719570532395,-5.7385497001813075,-0.006855276743898699,-0.0006177381540878081,-42.93935714917352,-36.71405711515528,0.18582916262777424,-0.487220442891575,-0.877333307620983,-6.995301770787292e-06,-0.06532076606050179,-0.07030973556471909,-0.07418065419357497,-1.065295951491312
contemp__external_staged,reuse,c3c4,0.000175311633925997,0.05872274868018777,0.004346792118030949,0.005829658599747657,0.26628170438488374,0.0164499640581974,0.00015720536098404265,0.0003121662248127833,0.029689795003697814,0.2576798431234194,2.5036187221334334e-05,0.0032675694681973937,0.0006558966930534216,8.150348813621205e-08,0.00010319660542134609,0.0001391035435344164,0.00014817974896997368,0.007878420171342784
contemp__external_staged,reuse,joint,-0.20095588190818744,-35.13643639763721,-2.2247254046803984,-3.097178885705252,-41.89465745485751,-7.329768241500274,-0.008764334931654523,-0.0011545913189764457,-45.59678746972547,-46.67008493662149,0.018450882757243364,-0.6574727828269544,-0.9340159780640248,-8.589180415601575e-06,-0.07564965495129825,-0.08194928119254447,-0.0865158537920182,-1.137221293905847
contemp__external_staged,reuse,net,-0.20109872842578388,-35.18428456358502,-2.22826723532148,-3.1019289779330297,-42.111627734121015,-7.343171916017933,-0.008892428189707004,-0.0014089489855338261,-45.62097915472349,-46.88004629184193,0.01843048290083712,-0.660135246857915,-0.9345504124104952,-8.65559066568884e-06,-0.07573374107486064,-0.08206262482145413,-0.08663659284763413,-1.1436407474266224
contemp__external_staged,reuse,stageD_extrusion_only,-0.009197428551974371,-4.985244592824173,-0.381860667676289,-0.4996959381181913,-12.389443701332791,-1.2979998933337318,-0.0016963331402971822,-0.0008156844659354729,-0.369989163461282,-8.232511769575535,-0.17743119102175564,-0.14722809593289224,-0.009995143820988595,-1.2978955721708206e-06,-0.006907189482346848,-0.007984534044191046,-0.008480378341100972,-0.02231733553561192
