tag,route,case,"ReCiPe 2016 v1.03, midpoint (H) | acidification: terrestrial | terrestrial acidification potential (TAP)","ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)","ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: freshwater | freshwater ecotoxicity potential (FETP)","ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: marine | marine ecotoxicity potential (METP)","ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: terrestrial | terrestrial ecotoxicity potential (TETP)","ReCiPe 2016 v1.03, midpoint (H) | energy resources: non-renewable, fossil | fossil fuel potential (FFP)","ReCiPe 2016 v1.03, midpoint (H) | eutrophication: freshwater | freshwater eutrophication potential (FEP)","ReCiPe 2016 v1.03, midpoint (H) | eutrophication: marine | marine eutrophication potential (MEP)","ReCiPe 2016 v1.03, midpoint (H) | human toxicity: carcinogenic | human toxicity potential (HTPc)","ReCiPe 2016 v1.03, midpoint (H) | human toxicity: non-carcinogenic | human toxicity potential (HTPnc)","ReCiPe 2016 v1.03, midpoint (H) | ionising radiation | ionising radiation potential (IRP)","ReCiPe 2016 v1.03, midpoint (H) | land use | agricultural land occupation (LOP)","ReCiPe 2016 v1.03, midpoint (H) | material resources: metals/minerals | surplus ore potential (SOP)","ReCiPe 2016 v1.03, midpoint (H) | ozone depletion | ozone depletion potential (ODPinfinite)","ReCiPe 2016 v1.03, midpoint (H) | particulate matter formation | particulate matter formation potential (PMFP)","ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: human health | photochemical oxidant formation potential: humans (HOFP)","ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: terrestrial ecosystems | photochemical oxidant formation potential: ecosystems (EOFP)","ReCiPe 2016 v1.03, midpoint (H) | water use | water consumption potential (WCP)"
contemp,landfill,c3c4,0.0002775451340283246,0.09474231635632593,0.029940777581283936,0.04125435317419252,0.5387991306899995,0.036344778711875136,1.5884001388795626e-05,3.9141141252312415e-05,0.005856940344741421,1.0871135008316395,0.0015329126989406753,0.01303570265186066,0.0003616330731027861,7.376927738902868e-08,0.00014739592086441403,0.00045008828674614605,0.000472893986737261,0.0008326802099424073
contemp,landfill,net,0.0002775451340283246,0.09474231635632593,0.029940777581283936,0.04125435317419252,0.5387991306899995,0.036344778711875136,1.5884001388795626e-05,3.9141141252312415e-05,0.005856940344741421,1.0871135008316395,0.0015329126989406753,0.01303570265186066,0.0003616330731027861,7.376927738902868e-08,0.00014739592086441403,0.00045008828674614605,0.000472893986737261,0.0008326802099424073
contemp,recycling_postcons,c3c4,-0.19689169062689632,-29.621737840568763,-1.0579111665847252,-1.5190486799449066,14.762100126993317,-5.766194354670072,-0.007006538477282741,-0.0006901717406622575,-46.99817298949026,-7.1354885589768715,0.23904925177580175,-0.429358217645699,-0.8874395135532708,-5.9993948643612635e-06,-0.07033297535059983,-0.07302154749574502,-0.0769780523375963,-1.1800968851119291
contemp,recycling_postcons,joint,-0.37899845210285427,-58.284905595782206,-2.8105455159748294,-3.989071751948791,-13.485095578330618,-11.504744054851383,-0.013861815221181437,-0.0013079098947500656,-89.93753013866369,-43.84954567413218,0.42487841440357615,-0.9165786605372735,-1.764772821174254,-1.2994696635148557e-05,-0.13565374141110165,-0.1433312830604641,-0.15115870653117125,-2.2453928366032394
contemp,recycling_postcons,net,-0.19689169062689632,-29.621737840568763,-1.0579111665847252,-1.5190486799449066,14.762100126993317,-5.766194354670072,-0.007006538477282741,-0.0006901717406622575,-46.99817298949026,-7.1354885589768715,0.23904925177580175,-0.429358217645699,-0.8874395135532708,-5.9993948643612635e-06,-0.07033297535059983,-0.07302154749574502,-0.0769780523375963,-1.1800968851119291
contemp,recycling_postcons,staged_total,-0.18210676147595792,-28.66316775521344,-1.7526343493901029,-2.4700230720038876,-28.247195705323954,-5.738549700181306,-0.0068552767438987,-0.0006177381540878081,-42.93935714917352,-36.71405711515528,0.18582916262777416,-0.48722044289157496,-0.8773333076209832,-6.99530177078729e-06,-0.06532076606050179,-0.0703097355647191,-0.07418065419357496,-1.065295951491312
contemp,reuse,c3c4,3.246511632941365e-05,0.010874582732427033,0.0008049614769503705,0.001079566371969733,0.049311425121386865,0.0030462895405417695,2.911210293156467e-05,5.7808558255403194e-05,0.0054981100056278745,0.0477184879029659,4.636330814922915e-06,0.0006051054372366889,0.0001214623465836022,1.509323804894806e-08,1.911048185894402e-05,2.57599146248605e-05,2.744069335412274e-05,0.0014589666505681563
contemp,reuse,joint,-0.20109872842578388,-35.18428456358501,-2.22826723532148,-3.1019289779330297,-42.11162773412101,-7.343171916017933,-0.008892428189707004,-0.001408948985533826,-45.62097915472349,-46.88004629184192,0.018430482900837066,-0.6601352468579147,-0.9345504124104951,-8.655590665688836e-06,-0.07573374107486064,-0.08206262482145413,-0.08663659284763413,-1.1436407474266224
contemp,reuse,net,-0.20109872842578388,-35.18428456358501,-2.22826723532148,-3.1019289779330297,-42.11162773412101,-7.343171916017933,-0.008892428189707004,-0.001408948985533826,-45.62097915472349,-46.88004629184192,0.018430482900837066,-0.6601352468579147,-0.9345504124104951,-8.655590665688836e-06,-0.07573374107486064,-0.08206262482145413,-0.08663659284763413,-1.1436407474266224
contemp,reuse,stageD_extrusion_only,-0.009197428551974373,-4.985244592824172,-0.381860667676289,-0.49969593811819135,-12.389443701332794,-1.2979998933337316,-0.0016963331402971825,-0.000815684465935473,-0.369989163461282,-8.232511769575535,-0.17743119102175572,-0.1472280959328922,-0.00999514382098859,-1.2978955721708206e-06,-0.006907189482346848,-0.007984534044191046,-0.00848037834110097,-0.022317335535611924
