tag,case,method,n,mean,sd,cv_signed,cv_absmean,p2_5,p5,p50,p95,p97_5,min,max
contemp_hydrolysis_uncertainty,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",1000,24.975238286740094,10.216569634520711,0.4090679543163724,0.4090679543163724,9.056732039375014,11.329865886525482,23.450018486556935,42.94740213221212,46.757900034558276,-6.782662960622184,108.98607765808352
contemp_hydrolysis_uncertainty,staged_total,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",1000,-10.983380436757532,0.9921123761582806,-0.09032850877476915,0.09032850877476915,-13.242702340229043,-12.755658548080728,-10.867155512603098,-9.549758104393193,-9.298162691345421,-14.973094838184345,-8.590691841825116
contemp_hydrolysis_uncertainty,joint,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",1000,13.991857849982566,9.993286692187882,0.7142215708116513,0.7142215708116513,-1.526075625745541,0.4665639315760653,12.483972813110753,31.74758336573954,35.346095214224746,-17.398572043721487,97.06978065502278
