iteration,score,activity_key,activity_code,activity_name,activity_location,per_unit_impact,supply,contribution
32,-6.701292904757353,"('ecoinvent_3.10.1.1_consequential_unitprocess', 'bd4b1109355124047a21af49482664f0')",bd4b1109355124047a21af49482664f0,"heat and power co-generation, lignite",RoW,0.9280772256203753,7.341939987989036,6.813887294724156
32,-6.701292904757353,"('ecoinvent_3.10.1.1_consequential_unitprocess', 'c510736aca37050154922e9f13484027')",c510736aca37050154922e9f13484027,"heat and power co-generation, hard coal",RU,0.41067547690006395,7.428541124620931,3.0507196690254386
32,-6.701292904757353,"('ecoinvent_3.10.1.1_consequential_unitprocess', 'f8027e13c3672f267e1d96eaf7b2f395')",f8027e13c3672f267e1d96eaf7b2f395,natural gas venting from petroleum/natural gas production,GLO,25.110135027703738,-0.06798156129262566,-1.707026183451948
32,-6.701292904757353,"('ecoinvent_3.10.1.1_consequential_unitprocess', '27adfe07cc735fbff529974b279bac9b')",27adfe07cc735fbff529974b279bac9b,"heat and power co-generation, hard coal",PL,0.5493612733357397,2.6054519266964005,1.431334388064991
32,-6.701292904757353,"('ecoinvent_3.10.1.1_consequential_unitprocess', '766e4f76c79149785c287c9c444f945c')",766e4f76c79149785c287c9c444f945c,"heat and power co-generation, lignite",RU,0.7723784975085568,1.7642892065973328,1.3626990465622117
32,-6.701292904757353,"('ecoinvent_3.10.1.1_consequential_unitprocess', 'c9f6ade6f2d9519abce2145d41df16a6')",c9f6ade6f2d9519abce2145d41df16a6,hard coal mine operation and hard coal preparation,CN,0.6072820098650451,-2.094723191724101,-1.2720877099811343
32,-6.701292904757353,"('ecoinvent_3.10.1.1_consequential_unitprocess', '96504536239fda2a2cf514d648673c2e')",96504536239fda2a2cf514d648673c2e,"quicklime production, in pieces, loose",RoW,1.2645570136021351,-0.6420058640176735,-0.8118530181172476
32,-6.701292904757353,"('ecoinvent_3.10.1.1_consequential_unitprocess', 'bbe685e0aff42aaf5bcb0387c5ea42fe')",bbe685e0aff42aaf5bcb0387c5ea42fe,"heat and power co-generation, lignite",PL,8.379858526729869,0.095529460503051,0.8005233641503962
32,-6.701292904757353,"('ecoinvent_3.10.1.1_consequential_unitprocess', 'fc7517472a4a0bdbcd1a2c18ca01c4e4')",fc7517472a4a0bdbcd1a2c18ca01c4e4,"electricity production, lignite",RoW,1.022774814992886,-0.7226658971156298,-0.7391244792241062
32,-6.701292904757353,"('ecoinvent_3.10.1.1_consequential_unitprocess', 'db4c7dff88c7525ed002817cc44ca909')",db4c7dff88c7525ed002817cc44ca909,"electricity production, natural gas, combined cycle power plant",RoW,0.37632094092521984,-1.7792583940354798,-0.6695721929925273
32,-6.701292904757353,"('ecoinvent_3.10.1.1_consequential_unitprocess', 'd1877cbaf334affcac80b4d0cde6ce16')",d1877cbaf334affcac80b4d0cde6ce16,"transport, freight, lorry 16-32 metric ton, EURO4",RoW,0.14746633346601862,-4.379938567580562,-0.6458934813675111
32,-6.701292904757353,"('ecoinvent_3.10.1.1_consequential_unitprocess', 'c65938394f240dcf1b7886da269cd16f')",c65938394f240dcf1b7886da269cd16f,"heat and power co-generation, oil",RU,0.446780551066758,1.378631030343638,0.615945531454663
32,-6.701292904757353,"('ecoinvent_3.10.1.1_consequential_unitprocess', '92692f75c93c9f8e99b5d354f072c8df')",92692f75c93c9f8e99b5d354f072c8df,"transport, freight, lorry >32 metric ton, EURO3",RoW,0.05480498536523069,-10.158907976551571,-0.5567588029816343
32,-6.701292904757353,"('ecoinvent_3.10.1.1_consequential_unitprocess', 'b1d9116f292a8266262a95b5d6dc9b79')",b1d9116f292a8266262a95b5d6dc9b79,"transport, freight, lorry 16-32 metric ton, EURO3",RoW,0.10379348535860615,-4.739265035409979,-0.49190483606337965
32,-6.701292904757353,"('ecoinvent_3.10.1.1_consequential_unitprocess', '41f1d9f2223bad3e6360290180d4e606')",41f1d9f2223bad3e6360290180d4e606,"electricity production, natural gas, combined cycle power plant",PL,0.3134422279698228,-1.5089685012497012,-0.4729744489679907
32,-6.701292904757353,"('ecoinvent_3.10.1.1_consequential_unitprocess', '52bf14ba3bee2e0a52887a35aaaf6f58')",52bf14ba3bee2e0a52887a35aaaf6f58,"transport, freight, lorry >32 metric ton, EURO4",RoW,0.05719809359617262,-7.47872495895647,-0.4277688101824244
32,-6.701292904757353,"('ecoinvent_3.10.1.1_consequential_unitprocess', 'f7efc80c0e25d44b2ef38c2f8e540008')",f7efc80c0e25d44b2ef38c2f8e540008,"diesel production, low-sulfur, petroleum refinery operation",RoW,0.404175736545785,-1.057376583891626,-0.427365959600664
32,-6.701292904757353,"('ecoinvent_3.10.1.1_consequential_unitprocess', 'a991a4c6a62023d83bbd974eb6d99e3e')",a991a4c6a62023d83bbd974eb6d99e3e,"electricity production, hard coal",IN-UP,1.6008311950664575,-0.26141965855997396,-0.4184887444264284
32,-6.701292904757353,"('ecoinvent_3.10.1.1_consequential_unitprocess', '9fd10d1c6f87bfc02e726bf681c49674')",9fd10d1c6f87bfc02e726bf681c49674,pig iron production,RoW,0.7857247036769212,-0.5249751049354947,-0.4124859087632022
32,-6.701292904757353,"('ecoinvent_3.10.1.1_consequential_unitprocess', '9ae6719f7ee4cf68b684fbf261d9a917')",9ae6719f7ee4cf68b684fbf261d9a917,"treatment of waste graphical paper, unsanitary landfill, wet infiltration class (500mm)",GLO,2.423771022353004,0.1685239327988472,0.4084634248908108
