mode,scenario,fg_db,route,case,"ReCiPe 2016 v1.03, midpoint (H) | acidification: terrestrial | terrestrial acidification potential (TAP)","ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)","ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)","ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: freshwater | freshwater ecotoxicity potential (FETP)","ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: marine | marine ecotoxicity potential (METP)","ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: terrestrial | terrestrial ecotoxicity potential (TETP)","ReCiPe 2016 v1.03, midpoint (H) | energy resources: non-renewable, fossil | fossil fuel potential (FFP)","ReCiPe 2016 v1.03, midpoint (H) | eutrophication: freshwater | freshwater eutrophication potential (FEP)","ReCiPe 2016 v1.03, midpoint (H) | eutrophication: marine | marine eutrophication potential (MEP)","ReCiPe 2016 v1.03, midpoint (H) | human toxicity: carcinogenic | human toxicity potential (HTPc)","ReCiPe 2016 v1.03, midpoint (H) | human toxicity: non-carcinogenic | human toxicity potential (HTPnc)","ReCiPe 2016 v1.03, midpoint (H) | ionising radiation | ionising radiation potential (IRP)","ReCiPe 2016 v1.03, midpoint (H) | land use | agricultural land occupation (LOP)","ReCiPe 2016 v1.03, midpoint (H) | material resources: metals/minerals | surplus ore potential (SOP)","ReCiPe 2016 v1.03, midpoint (H) | ozone depletion | ozone depletion potential (ODPinfinite)","ReCiPe 2016 v1.03, midpoint (H) | particulate matter formation | particulate matter formation potential (PMFP)","ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: human health | photochemical oxidant formation potential: humans (HOFP)","ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: terrestrial ecosystems | photochemical oxidant formation potential: ecosystems (EOFP)","ReCiPe 2016 v1.03, midpoint (H) | water use | water consumption potential (WCP)"
prospect,SSP1VLLO_2050,mtcw_foreground_prospective,landfill,c3c4,0.000233017583598929,0.07641229840835942,0.08374005716999244,0.029836389805919617,0.04108050806536077,0.5249190721308191,0.03251074082766409,8.043699073524023e-06,3.8648523465217746e-05,0.004915513555271513,1.0734995996351708,-8.653719486576894e-06,0.013051476913212883,0.00038458994331268736,7.042701326392061e-08,0.00011133944560491088,0.0004166767973268492,0.0004387347730220828,0.000804187913702134
prospect,SSP1VLLO_2050,mtcw_foreground_prospective,recycling_postcons,c3c4,0.002879058660776982,2.977230500283015,3.0290276505492106,0.8654525789879135,1.1942586117914404,39.20020865114219,0.9066700405130945,0.0005397466180154749,1.6326993853624072e-05,0.4534341525651859,32.96315385515116,-0.026142202210830377,0.04057202617966676,0.11531779804919254,2.1550449440877773e-06,0.001507159609447738,0.005358499364671469,0.005846562898399859,0.014658550523272154
prospect,SSP1VLLO_2050,mtcw_foreground_prospective,reuse,c3c4,2.391861406743153e-05,0.006663565598934156,0.008747357508193897,0.0008782281641789645,0.0011738575997515548,0.038534606642607376,0.0017200443984400297,3.2434354332409586e-05,6.806762833343874e-05,0.004827394684815344,0.028562724993113554,0.0005422740614939476,0.0005085843070442582,8.116056706316368e-05,1.0025352717661034e-08,1.3680591970582523e-05,1.6180336814266084e-05,1.7307336448820246e-05,0.001426026122918913
prospect,SSP1VLLO_2050,mtcw_foreground_prospective,reuse,joint,-0.18927412901655524,-32.688393566997554,-33.58592266508974,-2.2420449234264233,-3.107975501323759,-27.847174890548125,-6.833670519064249,-0.008058274844149336,-0.0013766150425134824,-45.346090790772685,-44.12994074556724,0.015778808190972014,-0.5717069217010814,-0.9968277408602408,-8.579795091085981e-06,-0.07048871197111617,-0.0747737529564622,-0.07929945035948789,-1.1347174052025062
prospect,SSP1VLLO_2050,mtcw_foreground_prospective,reuse,staged_total,-0.1892980476306225,-32.69505713259644,-33.59467002259788,-2.242923151590604,-3.1091493589235126,-27.885709497190735,-6.83539056346269,-0.008090709198481746,-0.0014446826708469193,-45.350918185457495,-44.158503470560355,0.015236534129478022,-0.5722155060081261,-0.9969089014273046,-8.589820443803634e-06,-0.07050239256308675,-0.07478993329327646,-0.07931675769593671,-1.1361434313254266
