mode,runner,scenario,bg_db,fg_db,route,split_policy,credit_mode,case,method,score
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,recycling_postcons,explicit,external_stageD,stageD_only,"ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: marine | marine ecotoxicity potential (METP)",-4.638851355039112
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,recycling_postcons,explicit,external_stageD,joint,"ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: marine | marine ecotoxicity potential (METP)",-3.44459274324767
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,recycling_postcons,explicit,external_stageD,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: terrestrial | terrestrial ecotoxicity potential (TETP)",39.20020865114219
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,recycling_postcons,explicit,external_stageD,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: terrestrial | terrestrial ecotoxicity potential (TETP)",-82.38291564938056
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,recycling_postcons,explicit,external_stageD,stageD_only,"ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: terrestrial | terrestrial ecotoxicity potential (TETP)",-121.5831243005228
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,recycling_postcons,explicit,external_stageD,joint,"ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: terrestrial | terrestrial ecotoxicity potential (TETP)",-82.38291564938056
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,recycling_postcons,explicit,external_stageD,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | energy resources: non-renewable, fossil | fossil fuel potential (FFP)",0.9066700405130946
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,recycling_postcons,explicit,external_stageD,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | energy resources: non-renewable, fossil | fossil fuel potential (FFP)",-4.900805121602164
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,recycling_postcons,explicit,external_stageD,stageD_only,"ReCiPe 2016 v1.03, midpoint (H) | energy resources: non-renewable, fossil | fossil fuel potential (FFP)",-5.807475162115258
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,recycling_postcons,explicit,external_stageD,joint,"ReCiPe 2016 v1.03, midpoint (H) | energy resources: non-renewable, fossil | fossil fuel potential (FFP)",-4.900805121602164
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,recycling_postcons,explicit,external_stageD,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | eutrophication: freshwater | freshwater eutrophication potential (FEP)",0.000539746618015475
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,recycling_postcons,explicit,external_stageD,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | eutrophication: freshwater | freshwater eutrophication potential (FEP)",-0.0075669155054763244
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,recycling_postcons,explicit,external_stageD,stageD_only,"ReCiPe 2016 v1.03, midpoint (H) | eutrophication: freshwater | freshwater eutrophication potential (FEP)",-0.008106662123491797
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,recycling_postcons,explicit,external_stageD,joint,"ReCiPe 2016 v1.03, midpoint (H) | eutrophication: freshwater | freshwater eutrophication potential (FEP)",-0.0075669155054763244
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,recycling_postcons,explicit,external_stageD,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | eutrophication: marine | marine eutrophication potential (MEP)",1.6326993853624065e-05
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,recycling_postcons,explicit,external_stageD,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | eutrophication: marine | marine eutrophication potential (MEP)",-0.0005102702774664599
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,recycling_postcons,explicit,external_stageD,stageD_only,"ReCiPe 2016 v1.03, midpoint (H) | eutrophication: marine | marine eutrophication potential (MEP)",-0.0005265972713200841
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,recycling_postcons,explicit,external_stageD,joint,"ReCiPe 2016 v1.03, midpoint (H) | eutrophication: marine | marine eutrophication potential (MEP)",-0.0005102702774664599
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,recycling_postcons,explicit,external_stageD,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | human toxicity: carcinogenic | human toxicity potential (HTPc)",0.4534341525651859
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,recycling_postcons,explicit,external_stageD,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | human toxicity: carcinogenic | human toxicity potential (HTPc)",-48.0625505114664
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,recycling_postcons,explicit,external_stageD,stageD_only,"ReCiPe 2016 v1.03, midpoint (H) | human toxicity: carcinogenic | human toxicity potential (HTPc)",-48.5159846640316
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,recycling_postcons,explicit,external_stageD,joint,"ReCiPe 2016 v1.03, midpoint (H) | human toxicity: carcinogenic | human toxicity potential (HTPc)",-48.0625505114664
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,recycling_postcons,explicit,external_stageD,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | human toxicity: non-carcinogenic | human toxicity potential (HTPnc)",32.96315385515117
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,recycling_postcons,explicit,external_stageD,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | human toxicity: non-carcinogenic | human toxicity potential (HTPnc)",-19.373255879056888
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,recycling_postcons,explicit,external_stageD,stageD_only,"ReCiPe 2016 v1.03, midpoint (H) | human toxicity: non-carcinogenic | human toxicity potential (HTPnc)",-52.33640973420806
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,recycling_postcons,explicit,external_stageD,joint,"ReCiPe 2016 v1.03, midpoint (H) | human toxicity: non-carcinogenic | human toxicity potential (HTPnc)",-19.373255879056888
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,recycling_postcons,explicit,external_stageD,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | ionising radiation | ionising radiation potential (IRP)",-0.02614220221083039
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,recycling_postcons,explicit,external_stageD,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | ionising radiation | ionising radiation potential (IRP)",0.23383545472355627
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,recycling_postcons,explicit,external_stageD,stageD_only,"ReCiPe 2016 v1.03, midpoint (H) | ionising radiation | ionising radiation potential (IRP)",0.2599776569343865
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,recycling_postcons,explicit,external_stageD,joint,"ReCiPe 2016 v1.03, midpoint (H) | ionising radiation | ionising radiation potential (IRP)",0.23383545472355627
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,recycling_postcons,explicit,external_stageD,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | land use | agricultural land occupation (LOP)",0.040572026179666744
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,recycling_postcons,explicit,external_stageD,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | land use | agricultural land occupation (LOP)",-0.7791222875656513
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,recycling_postcons,explicit,external_stageD,stageD_only,"ReCiPe 2016 v1.03, midpoint (H) | land use | agricultural land occupation (LOP)",-0.8196943137453184
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,recycling_postcons,explicit,external_stageD,joint,"ReCiPe 2016 v1.03, midpoint (H) | land use | agricultural land occupation (LOP)",-0.7791222875656513
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,recycling_postcons,explicit,external_stageD,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | material resources: metals/minerals | surplus ore potential (SOP)",0.11531779804919254
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,recycling_postcons,explicit,external_stageD,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | material resources: metals/minerals | surplus ore potential (SOP)",-0.5427939726021869
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,recycling_postcons,explicit,external_stageD,stageD_only,"ReCiPe 2016 v1.03, midpoint (H) | material resources: metals/minerals | surplus ore potential (SOP)",-0.6581117706513797
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,recycling_postcons,explicit,external_stageD,joint,"ReCiPe 2016 v1.03, midpoint (H) | material resources: metals/minerals | surplus ore potential (SOP)",-0.5427939726021869
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,recycling_postcons,explicit,external_stageD,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | ozone depletion | ozone depletion potential (ODPinfinite)",2.1550449440877773e-06
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,recycling_postcons,explicit,external_stageD,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | ozone depletion | ozone depletion potential (ODPinfinite)",-3.122771890738642e-06
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,recycling_postcons,explicit,external_stageD,stageD_only,"ReCiPe 2016 v1.03, midpoint (H) | ozone depletion | ozone depletion potential (ODPinfinite)",-5.277816834826415e-06
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,recycling_postcons,explicit,external_stageD,joint,"ReCiPe 2016 v1.03, midpoint (H) | ozone depletion | ozone depletion potential (ODPinfinite)",-3.122771890738642e-06
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,recycling_postcons,explicit,external_stageD,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | particulate matter formation | particulate matter formation potential (PMFP)",0.0015071596094477385
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,recycling_postcons,explicit,external_stageD,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | particulate matter formation | particulate matter formation potential (PMFP)",-0.07611226028117885
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,recycling_postcons,explicit,external_stageD,stageD_only,"ReCiPe 2016 v1.03, midpoint (H) | particulate matter formation | particulate matter formation potential (PMFP)",-0.07761941989062651
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,recycling_postcons,explicit,external_stageD,joint,"ReCiPe 2016 v1.03, midpoint (H) | particulate matter formation | particulate matter formation potential (PMFP)",-0.07611226028117885
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,recycling_postcons,explicit,external_stageD,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: human health | photochemical oxidant formation potential: humans (HOFP)",0.005358499364671469
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,recycling_postcons,explicit,external_stageD,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: human health | photochemical oxidant formation potential: humans (HOFP)",-0.07661166792789012
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,recycling_postcons,explicit,external_stageD,stageD_only,"ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: human health | photochemical oxidant formation potential: humans (HOFP)",-0.0819701672925616
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,recycling_postcons,explicit,external_stageD,joint,"ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: human health | photochemical oxidant formation potential: humans (HOFP)",-0.07661166792789012
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,recycling_postcons,explicit,external_stageD,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: terrestrial ecosystems | photochemical oxidant formation potential: ecosystems (EOFP)",0.005846562898399858
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,recycling_postcons,explicit,external_stageD,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: terrestrial ecosystems | photochemical oxidant formation potential: ecosystems (EOFP)",-0.0805340341720201
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,recycling_postcons,explicit,external_stageD,stageD_only,"ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: terrestrial ecosystems | photochemical oxidant formation potential: ecosystems (EOFP)",-0.08638059707041994
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,recycling_postcons,explicit,external_stageD,joint,"ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: terrestrial ecosystems | photochemical oxidant formation potential: ecosystems (EOFP)",-0.0805340341720201
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,recycling_postcons,explicit,external_stageD,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | water use | water consumption potential (WCP)",0.01465855052327215
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,recycling_postcons,explicit,external_stageD,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | water use | water consumption potential (WCP)",0.07066290668273563
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,recycling_postcons,explicit,external_stageD,stageD_only,"ReCiPe 2016 v1.03, midpoint (H) | water use | water consumption potential (WCP)",0.05600435615946298
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,recycling_postcons,explicit,external_stageD,joint,"ReCiPe 2016 v1.03, midpoint (H) | water use | water consumption potential (WCP)",0.07066290668273563
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,landfill,none,external_stageD,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | acidification: terrestrial | terrestrial acidification potential (TAP)",0.00023301758359892902
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,landfill,none,external_stageD,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | acidification: terrestrial | terrestrial acidification potential (TAP)",0.00023301758359892902
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,landfill,none,external_stageD,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.07641229840835943
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,landfill,none,external_stageD,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.07641229840835943
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,landfill,none,external_stageD,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",0.08374005716999244
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,landfill,none,external_stageD,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",0.08374005716999244
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,landfill,none,external_stageD,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: freshwater | freshwater ecotoxicity potential (FETP)",0.029836389805919617
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,landfill,none,external_stageD,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: freshwater | freshwater ecotoxicity potential (FETP)",0.029836389805919617
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,landfill,none,external_stageD,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: marine | marine ecotoxicity potential (METP)",0.04108050806536077
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,landfill,none,external_stageD,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: marine | marine ecotoxicity potential (METP)",0.04108050806536077
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,landfill,none,external_stageD,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: terrestrial | terrestrial ecotoxicity potential (TETP)",0.5249190721308192
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,landfill,none,external_stageD,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: terrestrial | terrestrial ecotoxicity potential (TETP)",0.5249190721308192
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,landfill,none,external_stageD,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | energy resources: non-renewable, fossil | fossil fuel potential (FFP)",0.032510740827664086
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,landfill,none,external_stageD,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | energy resources: non-renewable, fossil | fossil fuel potential (FFP)",0.032510740827664086
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,landfill,none,external_stageD,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | eutrophication: freshwater | freshwater eutrophication potential (FEP)",8.043699073524021e-06
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,landfill,none,external_stageD,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | eutrophication: freshwater | freshwater eutrophication potential (FEP)",8.043699073524021e-06
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,landfill,none,external_stageD,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | eutrophication: marine | marine eutrophication potential (MEP)",3.8648523465217746e-05
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,landfill,none,external_stageD,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | eutrophication: marine | marine eutrophication potential (MEP)",3.8648523465217746e-05
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,landfill,none,external_stageD,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | human toxicity: carcinogenic | human toxicity potential (HTPc)",0.004915513555271509
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,landfill,none,external_stageD,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | human toxicity: carcinogenic | human toxicity potential (HTPc)",0.004915513555271509
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,landfill,none,external_stageD,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | human toxicity: non-carcinogenic | human toxicity potential (HTPnc)",1.0734995996351708
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,landfill,none,external_stageD,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | human toxicity: non-carcinogenic | human toxicity potential (HTPnc)",1.0734995996351708
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,landfill,none,external_stageD,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | ionising radiation | ionising radiation potential (IRP)",-8.653719486576816e-06
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,landfill,none,external_stageD,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | ionising radiation | ionising radiation potential (IRP)",-8.653719486576816e-06
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,landfill,none,external_stageD,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | land use | agricultural land occupation (LOP)",0.013051476913212883
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,landfill,none,external_stageD,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | land use | agricultural land occupation (LOP)",0.013051476913212883
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,landfill,none,external_stageD,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | material resources: metals/minerals | surplus ore potential (SOP)",0.00038458994331268747
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,landfill,none,external_stageD,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | material resources: metals/minerals | surplus ore potential (SOP)",0.00038458994331268747
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,landfill,none,external_stageD,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | ozone depletion | ozone depletion potential (ODPinfinite)",7.042701326392061e-08
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,landfill,none,external_stageD,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | ozone depletion | ozone depletion potential (ODPinfinite)",7.042701326392061e-08
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,landfill,none,external_stageD,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | particulate matter formation | particulate matter formation potential (PMFP)",0.0001113394456049109
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,landfill,none,external_stageD,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | particulate matter formation | particulate matter formation potential (PMFP)",0.0001113394456049109
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,landfill,none,external_stageD,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: human health | photochemical oxidant formation potential: humans (HOFP)",0.00041667679732684923
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,landfill,none,external_stageD,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: human health | photochemical oxidant formation potential: humans (HOFP)",0.00041667679732684923
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,landfill,none,external_stageD,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: terrestrial ecosystems | photochemical oxidant formation potential: ecosystems (EOFP)",0.00043873477302208285
prospect,al_base_routes,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,landfill,none,external_stageD,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: terrestrial ecosystems | photochemical oxidant formation potential: ecosystems (EOFP)",0.00043873477302208285
