scenario,case,bg_db,"ReCiPe 2016 v1.03, midpoint (H) | acidification: terrestrial | terrestrial acidification potential (TAP)","ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)","ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)","ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: freshwater | freshwater ecotoxicity potential (FETP)","ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: marine | marine ecotoxicity potential (METP)","ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: terrestrial | terrestrial ecotoxicity potential (TETP)","ReCiPe 2016 v1.03, midpoint (H) | energy resources: non-renewable, fossil | fossil fuel potential (FFP)","ReCiPe 2016 v1.03, midpoint (H) | eutrophication: freshwater | freshwater eutrophication potential (FEP)","ReCiPe 2016 v1.03, midpoint (H) | eutrophication: marine | marine eutrophication potential (MEP)","ReCiPe 2016 v1.03, midpoint (H) | human toxicity: carcinogenic | human toxicity potential (HTPc)","ReCiPe 2016 v1.03, midpoint (H) | human toxicity: non-carcinogenic | human toxicity potential (HTPnc)","ReCiPe 2016 v1.03, midpoint (H) | ionising radiation | ionising radiation potential (IRP)","ReCiPe 2016 v1.03, midpoint (H) | land use | agricultural land occupation (LOP)","ReCiPe 2016 v1.03, midpoint (H) | material resources: metals/minerals | surplus ore potential (SOP)","ReCiPe 2016 v1.03, midpoint (H) | ozone depletion | ozone depletion potential (ODPinfinite)","ReCiPe 2016 v1.03, midpoint (H) | particulate matter formation | particulate matter formation potential (PMFP)","ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: human health | photochemical oxidant formation potential: humans (HOFP)","ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: terrestrial ecosystems | photochemical oxidant formation potential: ecosystems (EOFP)","ReCiPe 2016 v1.03, midpoint (H) | water use | water consumption potential (WCP)"
SSP1VLLO_2050,c3c4,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,8.731489525204468e-23,1.6448103906767815e-18,7.196894040466981e-18,1.0409291901381025e-20,1.4218147520594113e-20,2.716779144100813e-23,-2.320697541585453e-42,2.874884943066463e-21,7.176444968701354e-21,9.6081454614993e-21,3.2877029069776606e-19,-2.973135702764898e-38,1.5543307891248894e-21,-1.6891013753387277e-33,7.87013028052004e-25,2.5469562430016407e-23,8.604311183654489e-23,8.5959227565415e-23,1.4616397167257334e-21
SSP1VLLO_2050,joint,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,6.179713560440135e-19,1.1641149023078523e-14,5.093603281160732e-14,7.367178547482775e-17,1.0062896918547286e-16,1.9228010146138955e-19,-1.6424741806629724e-38,2.0347004272433276e-17,5.079130446288369e-17,6.800166985005046e-17,2.326872428620155e-15,-2.104237428571771e-34,1.1000779451115674e-17,-1.188924896782365e-29,5.5700863726234255e-21,1.8026088200036942e-19,6.089703062232765e-19,6.083766151152124e-19,1.0344758190278972e-17
SSP1VLLO_2050,staged_total,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,1.549426200986359e-21,2.921031626956345e-20,3.1158492618466944e-20,1.700313383693793e-22,6.3207958648631456e-21,1.6908911219485676e-17,0.0,5.903287970396478e-26,3.5541235596676694e-23,2.4726660697998033e-21,1.38239598663391e-19,0.0,7.575038764451815e-24,1.599088826610998e-19,1.4614223628566446e-26,4.500234807279763e-22,3.7616229234182325e-23,3.8096012626714546e-23,2.1956542119664246e-22
