eol,contemp,SSP1VLLO_2050,SSP2M_2050,SSP5H_2050
landfill,0.0,0.0,0.0,0.0
reuse,-42.16093915924242,-27.88570949719073,-31.84550142220608,-49.92111134280342
recycling_postcons,-31.26900174190553,-19.292933512476537,-19.96375709935548,-33.0336202968799
hydrolysis,-15.333584894997385,-38.39987999849138,-22.66988832699709,-18.407038527371107
msfsc,-27.5105821766543,-127.74919456100848,-97.72024664653132,-106.07642443038146
