eol,contemp,SSP1VLLO_2050,SSP2M_2050,SSP5H_2050
landfill,0.0058569403447414,0.0049155135552715,0.0049469752268747,0.004971328038876
reuse,-45.620979154723514,-45.34609079077268,-45.347642216662315,-45.4282193046479
recycling_postcons,-46.99817298949023,-44.65928518355914,-44.65315677821383,-44.648244091608404
hydrolysis,-22.987875743596756,-29.397269715168676,-29.121569983496375,-28.98665290009553
msfsc,-32.434897712244926,-37.072193645266736,-37.17154486938689,-37.35644955308236
