eol,contemp,SSP1VLLO_2050,SSP2M_2050,SSP5H_2050
landfill,7.376927738902872e-08,7.042701326392061e-08,7.134504060470298e-08,7.039771001536135e-08
reuse,-8.65559066568884e-06,-8.579795091085973e-06,-8.624832368014226e-06,-8.550250440299525e-06
recycling_postcons,-5.9993948643612635e-06,-5.449938592647144e-06,-5.4938320632713374e-06,-5.3039502293615375e-06
hydrolysis,1.0510972563741163e-05,1.732378629172548e-05,1.8082899225680995e-05,1.8149678572800775e-05
msfsc,-7.372039529206864e-06,-5.551057442173232e-06,-4.874033317480732e-06,-4.887421785100963e-06
