eol,contemp,SSP1VLLO_2050,SSP2M_2050,SSP5H_2050
landfill,0.0,0.0,0.0,0.0
reuse,-2.2290721967984304,-2.242923151590604,-2.2838907304806386,-2.2610609568884468
recycling_postcons,-1.9401262729125888,-1.8830918997289143,-1.9041255866452829,-1.8779139560879805
hydrolysis,-0.940645269328191,-1.37889002032688,-1.1368042999201096,-1.0746031599304622
msfsc,-1.5939560175707004,43.65755260805842,44.04887612082409,44.10722346615241
