eol,contemp,SSP1VLLO_2050,SSP2M_2050,SSP5H_2050
landfill,0.0015329126989406,-8.653719486576894e-06,0.0004538505620425,-0.0001009487270092
reuse,4.636330814922836e-06,0.0005422740614939,0.0001151865332597,9.142100732078438e-05
recycling_postcons,0.0333406047822332,-0.0261422022108303,-0.0180419291951061,-0.0229323327510476
hydrolysis,-2.131068593469408,-0.0320394325578818,-0.0314275530639935,-0.0114241691754398
msfsc,0.9291541667224418,-0.1599784648097778,-0.0002131986853717,-0.0092777850805754
