eol,contemp,SSP1VLLO_2050,SSP2M_2050,SSP5H_2050
landfill,0.0,0.0,0.0,0.0
reuse,-8.670683903737788e-06,-8.589820443803634e-06,-8.634979161131295e-06,-8.560379495936913e-06
recycling_postcons,-7.743639600113515e-06,-7.604983536734921e-06,-7.594852536917992e-06,-7.473823118233826e-06
hydrolysis,-1.473492232190808e-06,-4.101585501130432e-06,-3.3150679814550803e-06,-3.235697145170784e-06
msfsc,-7.2766346085772946e-06,-4.981465568547129e-06,-6.2604934366481e-06,-6.046791281159877e-06
