eol,contemp,SSP1VLLO_2050,SSP2M_2050,SSP5H_2050
landfill,0.0002775451340283,0.0002330175835989,0.0002415951086242,0.0002413514513171
reuse,3.246511632941365e-05,2.391861406743153e-05,2.965171059180556e-05,2.8641407743964337e-05
recycling_postcons,0.0046963431449398,0.0028790586607769,0.0022730754611482,0.0051517401428348
hydrolysis,0.1960876563043781,-0.0315804428715103,-0.031543664021722,-0.0284624260396307
msfsc,-0.0380849343474734,-0.0239989465695473,-0.0068132882161863,-0.0344879420189173
