eol,contemp,SSP1VLLO_2050,SSP2M_2050,SSP5H_2050
landfill,0.0,0.0,0.0,0.0
reuse,-0.0089215402926385,-0.0080907091984817,-0.0080329596140187,-0.0074933352907554
recycling_postcons,-0.0075886350872632,-0.0075341289025461,-0.0074851001478945,-0.0067468419335746
hydrolysis,-0.0034404964884208,-0.002812929176702,-0.0027976974973961,-0.0022999556208987
msfsc,-0.0109128862398345,-0.0086355793633132,-0.0097049332051919,-0.0080994506277351
