eol,contemp,SSP1VLLO_2050,SSP2M_2050,SSP5H_2050
landfill,,0.0,0.0,0.0
reuse,,-33.59467002259788,-33.606037870530365,-32.66616639404571
recycling_postcons,,-30.129512213882776,-29.918220870322937,-28.98628302690853
hydrolysis,,-13.358707436120335,-15.426643827090356,-15.51106718222666
msfsc,,-18.183100945201485,-26.10536981763018,-24.279597224594472
