eol,contemp,SSP1VLLO_2050,SSP2M_2050,SSP5H_2050
landfill,0.0,0.0,0.0,0.0
reuse,-46.92776477974492,-44.15850347056036,-44.5612241101317,-45.34129992817541
recycling_postcons,-40.641624317766734,-37.850381714856766,-37.9375814900791,-38.04706872721607
hydrolysis,-20.87863235277695,-29.26956706007081,-24.05048458930259,-22.703142552457876
msfsc,-38.945124921904586,-68.26807077353928,-67.37321568624125,-64.91388960414302
