eol,contemp,SSP1VLLO_2050,SSP2M_2050,SSP5H_2050
landfill,,0.0837400571699924,0.0873821520737887,0.0820008298280725
reuse,,0.0087473575081938,0.0096274741519284,0.0090696023978233
recycling_postcons,,3.02902765054921,2.7415049584449123,2.975914110408145
hydrolysis,,6.766029337570683,6.614498007088451,7.089353905649101
msfsc,,0.9109584326806768,13.17597187633347,11.333427211382077
