eol,contemp,SSP1VLLO_2050,SSP2M_2050,SSP5H_2050
landfill,0.0,0.0,0.0,0.0
reuse,-0.2011311935421135,-0.1892980476306225,-0.1900562701222415,-0.1940817512509019
recycling_postcons,-0.2015880337718361,-0.1860706647280383,-0.1857848951160103,-0.1880635872766185
hydrolysis,-0.0455864820688742,-0.0258774243793459,-0.0270922327651541,-0.0257736095506995
msfsc,-0.1939481907327729,-0.2155783499116301,-0.2271529398317298,-0.2109374456012819
