tag,unc_layer,scenario_id,case,method,n,mean,sd,cv_signed,cv_absmean,p2_5,p5,p50,p95,p97_5,min,max
prospect_msfsc_fgonly_fgonly_stageDinert,fgonly,SSP5H_2050,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",1400,6.182556358065441,0.8653744949608138,0.13997033667665498,0.13997033667665498,5.167203627160352,5.212487393443413,5.981317534262816,7.925496408924249,8.352833314778328,5.135126968234678,10.3702423295369
prospect_msfsc_fgonly_fgonly_stageDinert,fgonly,SSP5H_2050,staged_total,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",1400,-35.14697575468558,1.5399719847230229,-0.04381520604991806,0.04381520604991806,-36.948728998172925,-36.88018379538845,-35.53847344341859,-32.09661949334314,-31.485962476791567,-37.0185360710381,-28.190200970116944
prospect_msfsc_fgonly_fgonly_stageDinert,fgonly,SSP5H_2050,joint,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",1400,-28.96441939662013,1.7690140395157434,-0.0610754186124708,0.0610754186124708,-31.4597893065184,-31.278087997336353,-29.310488369092845,-25.61952686307577,-24.896015638700483,-31.82771778507734,-20.531721954088116
prospect_msfsc_fgonly_fgonly_stageDinert,fgonly,SSP5H_2050,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",1400,-28.964419398268344,1.7690140477170873,-0.06107541889214768,0.06107541889214768,-31.45979004817243,-31.27808745819689,-29.31048867602002,-25.619525827869598,-24.896016672264395,-31.82771821975861,-20.531722394640013
