scenario_id,n,qrmse,qrmse_rel,denom_abs_median,meets_tol,stable_hits,tol_qrmse_rel
SSP2M_2050,800,inf,inf,31.892869898716118,False,0,0.01
SSP2M_2050,1000,0.02358849189875291,0.0007397323954304153,31.887871944594075,True,1,0.01
SSP2M_2050,1200,0.03147216656822436,0.0009866468090107693,31.89810809785008,True,2,0.01
SSP2M_2050,1400,0.04397396918125189,0.001377287040649608,31.927962642058425,True,3,0.01
