tag,unc_layer,iteration,scenario_id,case,method,score,fu_scrap_kg,scrap_per_billet,fu_billet_kg,f_transition,pass_share
prospect_msfsc_fgonly_fgonly_stageDinert,fgonly,15,SSP1VLLO_2050,joint,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-17.831974164169793,3.67,1.050420168067227,3.4938399999999996,0.2373097717234062,0.8906995114493585
prospect_msfsc_fgonly_fgonly_stageDinert,fgonly,15,SSP1VLLO_2050,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-17.831974047398433,3.67,1.050420168067227,3.4938399999999996,0.2373097717234062,0.8906995114493585
prospect_msfsc_fgonly_fgonly_stageDinert,fgonly,16,SSP1VLLO_2050,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.5213930489088341,3.67,1.050420168067227,3.4938399999999996,0.06789324254725132,0.9119084747425421
prospect_msfsc_fgonly_fgonly_stageDinert,fgonly,16,SSP1VLLO_2050,staged_total,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-18.868946437873316,3.67,1.050420168067227,3.4938399999999996,0.06789324254725132,0.9119084747425421
prospect_msfsc_fgonly_fgonly_stageDinert,fgonly,16,SSP1VLLO_2050,joint,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-18.34755338896449,3.67,1.050420168067227,3.4938399999999996,0.06789324254725132,0.9119084747425421
prospect_msfsc_fgonly_fgonly_stageDinert,fgonly,16,SSP1VLLO_2050,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-18.347552830286638,3.67,1.050420168067227,3.4938399999999996,0.06789324254725132,0.9119084747425421
prospect_msfsc_fgonly_fgonly_stageDinert,fgonly,17,SSP1VLLO_2050,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.624828012088791,3.67,1.050420168067227,3.4938399999999996,0.2962747034921698,0.8945416210374526
prospect_msfsc_fgonly_fgonly_stageDinert,fgonly,17,SSP1VLLO_2050,staged_total,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-18.509596523455386,3.67,1.050420168067227,3.4938399999999996,0.2962747034921698,0.8945416210374526
prospect_msfsc_fgonly_fgonly_stageDinert,fgonly,17,SSP1VLLO_2050,joint,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-17.884768511366612,3.67,1.050420168067227,3.4938399999999996,0.2962747034921698,0.8945416210374526
prospect_msfsc_fgonly_fgonly_stageDinert,fgonly,17,SSP1VLLO_2050,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-17.88476851489944,3.67,1.050420168067227,3.4938399999999996,0.2962747034921698,0.8945416210374526
prospect_msfsc_fgonly_fgonly_stageDinert,fgonly,18,SSP1VLLO_2050,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.5384155847205196,3.67,1.050420168067227,3.4938399999999996,0.10547852052737916,0.9095565613454386
prospect_msfsc_fgonly_fgonly_stageDinert,fgonly,18,SSP1VLLO_2050,staged_total,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-18.82028132602755,3.67,1.050420168067227,3.4938399999999996,0.10547852052737916,0.9095565613454386
prospect_msfsc_fgonly_fgonly_stageDinert,fgonly,18,SSP1VLLO_2050,joint,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-18.281865741307087,3.67,1.050420168067227,3.4938399999999996,0.10547852052737916,0.9095565613454386
prospect_msfsc_fgonly_fgonly_stageDinert,fgonly,18,SSP1VLLO_2050,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-18.281865872150583,3.67,1.050420168067227,3.4938399999999996,0.10547852052737916,0.9095565613454386
prospect_msfsc_fgonly_fgonly_stageDinert,fgonly,19,SSP1VLLO_2050,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.5117610699613919,3.67,1.050420168067227,3.4938399999999996,0.046626110968071226,0.9537469668390481
prospect_msfsc_fgonly_fgonly_stageDinert,fgonly,19,SSP1VLLO_2050,staged_total,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-19.734656416753868,3.67,1.050420168067227,3.4938399999999996,0.046626110968071226,0.9537469668390481
prospect_msfsc_fgonly_fgonly_stageDinert,fgonly,19,SSP1VLLO_2050,joint,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-19.222895346792484,3.67,1.050420168067227,3.4938399999999996,0.046626110968071226,0.9537469668390481
prospect_msfsc_fgonly_fgonly_stageDinert,fgonly,19,SSP1VLLO_2050,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-19.22289550465334,3.67,1.050420168067227,3.4938399999999996,0.046626110968071226,0.9537469668390481
prospect_msfsc_fgonly_fgonly_stageDinert,fgonly,20,SSP1VLLO_2050,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.5816877898730943,3.67,1.050420168067227,3.4938399999999996,0.20102230700767884,0.9952700854090537
prospect_msfsc_fgonly_fgonly_stageDinert,fgonly,20,SSP1VLLO_2050,staged_total,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-20.593840777829243,3.67,1.050420168067227,3.4938399999999996,0.20102230700767884,0.9952700854090537
prospect_msfsc_fgonly_fgonly_stageDinert,fgonly,20,SSP1VLLO_2050,joint,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-20.01215298795616,3.67,1.050420168067227,3.4938399999999996,0.20102230700767884,0.9952700854090537
prospect_msfsc_fgonly_fgonly_stageDinert,fgonly,20,SSP1VLLO_2050,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-20.01215273975486,3.67,1.050420168067227,3.4938399999999996,0.20102230700767884,0.9952700854090537
prospect_msfsc_fgonly_fgonly_stageDinert,fgonly,21,SSP1VLLO_2050,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.5377658168592112,3.67,1.050420168067227,3.4938399999999996,0.10404385080094755,0.9891372347155519
prospect_msfsc_fgonly_fgonly_stageDinert,fgonly,21,SSP1VLLO_2050,staged_total,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-20.466941604883406,3.67,1.050420168067227,3.4938399999999996,0.10404385080094755,0.9891372347155519
prospect_msfsc_fgonly_fgonly_stageDinert,fgonly,21,SSP1VLLO_2050,joint,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-19.929175788024175,3.67,1.050420168067227,3.4938399999999996,0.10404385080094755,0.9891372347155519
prospect_msfsc_fgonly_fgonly_stageDinert,fgonly,21,SSP1VLLO_2050,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-19.929175738117173,3.67,1.050420168067227,3.4938399999999996,0.10404385080094755,0.9891372347155519
prospect_msfsc_fgonly_fgonly_stageDinert,fgonly,22,SSP1VLLO_2050,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.6144954349942126,3.67,1.050420168067227,3.4938399999999996,0.2734606584729214,0.9723978066863279
prospect_msfsc_fgonly_fgonly_stageDinert,fgonly,22,SSP1VLLO_2050,staged_total,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-20.120574201100627,3.67,1.050420168067227,3.4938399999999996,0.2734606584729214,0.9723978066863279
