tag,unc_layer,scenario_id,case,method,n,mean,sd,cv_signed,cv_absmean,p2_5,p5,p50,p95,p97_5,min,max
prospect_msfsc_fgonly_fgonly_stageDinert,fgonly,SSP1VLLO_2050,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",1400,0.5663224671180888,0.06406599662646238,0.1131263552945065,0.1131263552945065,0.4934317099007205,0.495169341954299,0.5495276045231643,0.7006947095651169,0.7239294557595956,0.4906544436632295,0.8354731032879888
prospect_msfsc_fgonly_fgonly_stageDinert,fgonly,SSP1VLLO_2050,staged_total,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",1400,-19.645941194780697,0.8777571338353433,-0.04467880286990452,0.04467880286990452,-20.65258029637516,-20.628111797309895,-19.85396161091323,-17.9548048866581,-17.27769675391143,-20.69075021498677,-15.296267474865656
prospect_msfsc_fgonly_fgonly_stageDinert,fgonly,SSP1VLLO_2050,joint,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",1400,-19.07961872766261,0.8802347929674131,-0.04613482090662554,0.04613482090662554,-20.11120489967958,-20.074566204971344,-19.27387886197187,-17.370089781096286,-16.728372431605234,-20.190762449787993,-14.794072342610868
prospect_msfsc_fgonly_fgonly_stageDinert,fgonly,SSP1VLLO_2050,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",1400,-19.079618717248234,0.8802348136621047,-0.04613482201645678,0.04613482201645678,-20.111204631986094,-20.074566003593134,-19.27387908279571,-17.370089897182165,-16.728372041408683,-20.190762585596993,-14.794072001480874
