tag,scenario_id,route,case,method,activity_key_hint,n,mean,sd,p2_5,p50,p97_5,min,max
prospect_al_base_routes_uncertainty_bgonly_rewire_embedded,SSP2M_2050,reuse,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)","('mtcw_foreground_prospective__bgonly', 'AL_RW_reuse_C3_CA__SSP2M_2050')",1000,,,,,,,
prospect_al_base_routes_uncertainty_bgonly_rewire_embedded,SSP2M_2050,reuse,staged_total,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)","('mtcw_foreground_prospective__bgonly', 'AL_SD_credit_reuse_ingot_plus_extrusion_CA__SSP2M_2050')",1000,,,,,,,
prospect_al_base_routes_uncertainty_bgonly_rewire_embedded,SSP2M_2050,reuse,joint,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)","('mtcw_foreground_prospective__bgonly', 'AL_RW_reuse_C3_CA__SSP2M_2050') + ('mtcw_foreground_prospective__bgonly', 'AL_SD_credit_reuse_ingot_plus_extrusion_CA__SSP2M_2050')",1000,,,,,,,
prospect_al_base_routes_uncertainty_bgonly_rewire_embedded,SSP2M_2050,recycling_postcons,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)","('mtcw_foreground_prospective__bgonly', 'AL_RW_recycling_postcons_refiner_C3C4_CA__SSP2M_2050')",1000,,,,,,,
prospect_al_base_routes_uncertainty_bgonly_rewire_embedded,SSP2M_2050,recycling_postcons,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)","('mtcw_foreground_prospective__bgonly', 'AL_RW_recycling_postcons_NET_CA__SSP2M_2050')",1000,,,,,,,
prospect_al_base_routes_uncertainty_bgonly_rewire_embedded,SSP2M_2050,landfill,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)","('mtcw_foreground_prospective__bgonly', 'AL_RW_landfill_C3C4_CA__SSP2M_2050')",1000,,,,,,,
prospect_al_base_routes_uncertainty_bgonly_rewire_embedded,SSP2M_2050,recycling_postcons,staged_total,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",<<derived from net_wrapper - c3c4>>,1000,,,,,,,
prospect_al_base_routes_uncertainty_bgonly_rewire_embedded,SSP2M_2050,recycling_postcons,joint,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",<<derived from net_wrapper - c3c4>>,1000,,,,,,,
