tag,case,"ReCiPe 2016 v1.03, midpoint (H) | acidification: terrestrial | terrestrial acidification potential (TAP)","ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)","ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: freshwater | freshwater ecotoxicity potential (FETP)","ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: marine | marine ecotoxicity potential (METP)","ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: terrestrial | terrestrial ecotoxicity potential (TETP)","ReCiPe 2016 v1.03, midpoint (H) | energy resources: non-renewable, fossil | fossil fuel potential (FFP)","ReCiPe 2016 v1.03, midpoint (H) | eutrophication: freshwater | freshwater eutrophication potential (FEP)","ReCiPe 2016 v1.03, midpoint (H) | eutrophication: marine | marine eutrophication potential (MEP)","ReCiPe 2016 v1.03, midpoint (H) | human toxicity: carcinogenic | human toxicity potential (HTPc)","ReCiPe 2016 v1.03, midpoint (H) | human toxicity: non-carcinogenic | human toxicity potential (HTPnc)","ReCiPe 2016 v1.03, midpoint (H) | ionising radiation | ionising radiation potential (IRP)","ReCiPe 2016 v1.03, midpoint (H) | land use | agricultural land occupation (LOP)","ReCiPe 2016 v1.03, midpoint (H) | material resources: metals/minerals | surplus ore potential (SOP)","ReCiPe 2016 v1.03, midpoint (H) | ozone depletion | ozone depletion potential (ODPinfinite)","ReCiPe 2016 v1.03, midpoint (H) | particulate matter formation | particulate matter formation potential (PMFP)","ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: human health | photochemical oxidant formation potential: humans (HOFP)","ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: terrestrial ecosystems | photochemical oxidant formation potential: ecosystems (EOFP)","ReCiPe 2016 v1.03, midpoint (H) | water use | water consumption potential (WCP)"
contemp,c3c4,0.19608765630437813,20.885787972833114,1.9824328626888874,2.6687522195590234,78.8158556358832,4.392240649431972,0.04123797651532323,0.0027772690680250255,3.952245727742602,76.5452741454363,-2.131068593469408,7.401069280698612,0.041218260977948146,1.1984464795931973e-05,0.12761951252950776,0.0565834975882675,0.0570725209659368,1.0296853020391366
contemp,joint,0.15050117423550374,10.638387706766057,1.0417875933606981,1.311363654394055,63.48227074088582,1.7077296032619556,0.03779748002690235,0.0026063397152656514,-22.98787574359673,55.66664179265938,-2.072481649737012,7.200133516768284,-0.5214735450877959,1.0510972563741157e-05,0.11010079313279707,0.0306857790357273,0.03022936689201327,0.9804423341099493
contemp,staged_total,-0.04558648206887428,-10.247400266067064,-0.940645269328191,-1.3573885651649695,-15.333584894997383,-2.6845110461700172,-0.003440496488420884,-0.00017092935275937572,-26.940121471339353,-20.87863235277695,0.05858694373239585,-0.20093576393033305,-0.562691806065744,-1.473492232190808e-06,-0.01751871939671075,-0.025897718552540226,-0.02684315407392356,-0.04924296792918682
