case,method,score
staged_total,"ReCiPe 2016 v1.03, endpoint (H) | ecosystem quality | climate change: freshwater ecosystems",-1.5537600458257305e-13
staged_total,"ReCiPe 2016 v1.03, endpoint (H) | ecosystem quality | climate change: terrestrial ecosystems",-5.68895978785626e-09
staged_total,"ReCiPe 2016 v1.03, endpoint (H) | ecosystem quality | ecotoxicity: freshwater",-2.2268253942828553e-10
staged_total,"ReCiPe 2016 v1.03, endpoint (H) | ecosystem quality | ecotoxicity: marine",-4.8727495218658317e-11
staged_total,"ReCiPe 2016 v1.03, endpoint (H) | ecosystem quality | ecotoxicity: terrestrial",-6.269136751748238e-11
staged_total,"ReCiPe 2016 v1.03, endpoint (H) | ecosystem quality | eutrophication: freshwater",-3.4888628475971144e-10
staged_total,"ReCiPe 2016 v1.03, endpoint (H) | ecosystem quality | eutrophication: marine",-2.4313706386638303e-14
staged_total,"ReCiPe 2016 v1.03, endpoint (H) | ecosystem quality | land use",-9.571094547845066e-10
staged_total,"ReCiPe 2016 v1.03, endpoint (H) | ecosystem quality | photochemical oxidant formation: terrestrial ecosystems",-9.454430287460995e-10
staged_total,"ReCiPe 2016 v1.03, endpoint (H) | ecosystem quality | water use: aquatic ecosystems",7.28369327680804e-15
staged_total,"ReCiPe 2016 v1.03, endpoint (H) | ecosystem quality | water use: terrestrial ecosystems",1.6279797350447376e-10
staged_total,"ReCiPe 2016 v1.03, endpoint (H) | human health | climate change: human health",-1.8850735818755074e-06
staged_total,"ReCiPe 2016 v1.03, endpoint (H) | human health | human toxicity: carcinogenic",-3.2175709015441115e-05
staged_total,"ReCiPe 2016 v1.03, endpoint (H) | human health | human toxicity: non-carcinogenic",-1.4954362751222435e-06
staged_total,"ReCiPe 2016 v1.03, endpoint (H) | human health | ionising radiation",2.001910548918179e-11
staged_total,"ReCiPe 2016 v1.03, endpoint (H) | human health | ozone depletion",-1.972100778210189e-10
staged_total,"ReCiPe 2016 v1.03, endpoint (H) | human health | particulate matter formation",-3.012362102890301e-06
staged_total,"ReCiPe 2016 v1.03, endpoint (H) | human health | photochemical oxidant formation: human health",-6.552857298986325e-09
staged_total,"ReCiPe 2016 v1.03, endpoint (H) | human health | water use: human health",2.6771206889174274e-08
staged_total,"ReCiPe 2016 v1.03, endpoint (H) | natural resources | energy resources: non-renewable, fossil",-0.12698186545770468
staged_total,"ReCiPe 2016 v1.03, endpoint (H) | natural resources | material resources: metals/minerals",-0.04630387080392929
staged_total,"ReCiPe 2016 v1.03, endpoint (H) | total: ecosystem quality | ecosystem quality",-1.0783935424186513e-08
staged_total,"ReCiPe 2016 v1.03, endpoint (H) | total: human health | human health",-3.854853294558894e-05
staged_total,"ReCiPe 2016 v1.03, endpoint (H) | total: natural resources | natural resources",-0.17328573609883602
staged_total,"ReCiPe 2016 v1.03, endpoint (I) no LT | ecosystem quality no LT | acidification: terrestrial no LT",-2.50927955301405e-09
staged_total,"ReCiPe 2016 v1.03, endpoint (I) no LT | ecosystem quality no LT | climate change: freshwater ecosystems no LT",-3.389927891974163e-14
staged_total,"ReCiPe 2016 v1.03, endpoint (I) no LT | ecosystem quality no LT | climate change: terrestrial ecosystems no LT",-1.2441554551946398e-09
staged_total,"ReCiPe 2016 v1.03, endpoint (I) no LT | ecosystem quality no LT | ecotoxicity: freshwater no LT",-1.2687524243270851e-12
staged_total,"ReCiPe 2016 v1.03, endpoint (I) no LT | ecosystem quality no LT | ecotoxicity: marine no LT",-1.4171009722930135e-13
staged_total,"ReCiPe 2016 v1.03, endpoint (I) no LT | ecosystem quality no LT | ecotoxicity: terrestrial no LT",-2.2735988569468177e-11
staged_total,"ReCiPe 2016 v1.03, endpoint (I) no LT | ecosystem quality no LT | eutrophication: freshwater no LT",-1.5173708317877457e-11
staged_total,"ReCiPe 2016 v1.03, endpoint (I) no LT | ecosystem quality no LT | eutrophication: marine no LT",-1.4805771445975703e-14
staged_total,"ReCiPe 2016 v1.03, endpoint (I) no LT | ecosystem quality no LT | land use no LT",-9.571094547845066e-10
staged_total,"ReCiPe 2016 v1.03, endpoint (I) no LT | ecosystem quality no LT | photochemical oxidant formation: terrestrial ecosystems no LT",-9.459159141602401e-10
staged_total,"ReCiPe 2016 v1.03, endpoint (I) no LT | ecosystem quality no LT | water use: aquatic ecosystems no LT",7.28369327680804e-15
staged_total,"ReCiPe 2016 v1.03, endpoint (I) no LT | human health no LT | climate change: human health no LT",-1.8996679188350836e-07
staged_total,"ReCiPe 2016 v1.03, endpoint (I) no LT | human health no LT | human toxicity: carcinogenic no LT",-1.1176643918556589e-09
staged_total,"ReCiPe 2016 v1.03, endpoint (I) no LT | human health no LT | human toxicity: non-carcinogenic no LT",-8.286856768439957e-09
staged_total,"ReCiPe 2016 v1.03, endpoint (I) no LT | human health no LT | ionising radiation no LT",5.193213332662048e-13
staged_total,"ReCiPe 2016 v1.03, endpoint (I) no LT | human health no LT | ozone depletion no LT",-5.802275322584041e-11
staged_total,"ReCiPe 2016 v1.03, endpoint (I) no LT | human health no LT | particulate matter formation no LT",-9.210011926208877e-07
staged_total,"ReCiPe 2016 v1.03, endpoint (I) no LT | human health no LT | photochemical oxidant formation: human health no LT",-6.5549025321899496e-09
staged_total,"ReCiPe 2016 v1.03, endpoint (I) no LT | human health no LT | water use: human health no LT",3.7383180829529676e-08
staged_total,"ReCiPe 2016 v1.03, endpoint (I) no LT | natural resources no LT | energy resources: non-renewable, fossil no LT",-0.12698186545770468
staged_total,"ReCiPe 2016 v1.03, endpoint (I) no LT | natural resources no LT | material resources: metals/minerals no LT",-0.021206544266823047
staged_total,"ReCiPe 2016 v1.03, endpoint (I) no LT | total: ecosystem quality no LT | ecosystem quality no LT",-5.695648623528015e-09
staged_total,"ReCiPe 2016 v1.03, endpoint (I) no LT | total: human health no LT | human health no LT",-1.0895159937652136e-06
staged_total,"ReCiPe 2016 v1.03, endpoint (I) no LT | total: natural resources no LT | natural resources no LT",-0.14818840972452774
staged_total,"ReCiPe 2016 v1.03, endpoint (I) | ecosystem quality | acidification: terrestrial",-2.5092847162927897e-09
staged_total,"ReCiPe 2016 v1.03, endpoint (I) | ecosystem quality | climate change: freshwater ecosystems",-3.389928096801345e-14
staged_total,"ReCiPe 2016 v1.03, endpoint (I) | ecosystem quality | climate change: terrestrial ecosystems",-1.244155530066191e-09
staged_total,"ReCiPe 2016 v1.03, endpoint (I) | ecosystem quality | ecotoxicity: freshwater",-2.1608531604866349e-10
staged_total,"ReCiPe 2016 v1.03, endpoint (I) | ecosystem quality | ecotoxicity: marine",-1.3916573466853335e-11
staged_total,"ReCiPe 2016 v1.03, endpoint (I) | ecosystem quality | ecotoxicity: terrestrial",-2.2744049467887817e-11
staged_total,"ReCiPe 2016 v1.03, endpoint (I) | ecosystem quality | eutrophication: freshwater",-3.4888628475971144e-10
staged_total,"ReCiPe 2016 v1.03, endpoint (I) | ecosystem quality | eutrophication: marine",-2.4313706386638303e-14
staged_total,"ReCiPe 2016 v1.03, endpoint (I) | ecosystem quality | land use",-9.571094547845066e-10
staged_total,"ReCiPe 2016 v1.03, endpoint (I) | ecosystem quality | photochemical oxidant formation: terrestrial ecosystems",-9.459240170296408e-10
staged_total,"ReCiPe 2016 v1.03, endpoint (I) | ecosystem quality | water use: aquatic ecosystems",7.28369327680804e-15
staged_total,"ReCiPe 2016 v1.03, endpoint (I) | human health | climate change: human health",-1.8996680332815957e-07
staged_total,"ReCiPe 2016 v1.03, endpoint (I) | human health | human toxicity: carcinogenic",-3.824748488464583e-09
staged_total,"ReCiPe 2016 v1.03, endpoint (I) | human health | human toxicity: non-carcinogenic",-5.662022200379506e-08
staged_total,"ReCiPe 2016 v1.03, endpoint (I) | human health | ionising radiation",1.5776372314878293e-11
staged_total,"ReCiPe 2016 v1.03, endpoint (I) | human health | ozone depletion",-5.802364098851001e-11
staged_total,"ReCiPe 2016 v1.03, endpoint (I) | human health | particulate matter formation",-9.221484635414232e-07
staged_total,"ReCiPe 2016 v1.03, endpoint (I) | human health | photochemical oxidant formation: human health",-6.554959634189424e-09
staged_total,"ReCiPe 2016 v1.03, endpoint (I) | human health | water use: human health",3.7383180829529676e-08
staged_total,"ReCiPe 2016 v1.03, endpoint (I) | natural resources | energy resources: non-renewable, fossil",-0.12698186545770468
staged_total,"ReCiPe 2016 v1.03, endpoint (I) | natural resources | material resources: metals/minerals",-0.021206544266823047
staged_total,"ReCiPe 2016 v1.03, endpoint (I) | total: ecosystem quality | ecosystem quality",-6.257983531768183e-09
staged_total,"ReCiPe 2016 v1.03, endpoint (I) | total: human health | human health",-1.141688526422947e-06
staged_total,"ReCiPe 2016 v1.03, endpoint (I) | total: natural resources | natural resources",-0.14818840972452774
joint,"ReCiPe 2016 v1.03, endpoint (H) no LT | ecosystem quality no LT | climate change: freshwater ecosystems no LT",-1.2372849947012225e-14
joint,"ReCiPe 2016 v1.03, endpoint (E) no LT | ecosystem quality no LT | acidification: terrestrial no LT",-2.4774423193372683e-09
joint,"ReCiPe 2016 v1.03, endpoint (E) no LT | ecosystem quality no LT | climate change: freshwater ecosystems no LT",-1.0021961048808964e-13
joint,"ReCiPe 2016 v1.03, endpoint (E) no LT | ecosystem quality no LT | climate change: terrestrial ecosystems no LT",-3.6731142501019145e-09
joint,"ReCiPe 2016 v1.03, endpoint (E) no LT | ecosystem quality no LT | ecotoxicity: freshwater no LT",-1.0119949574203697e-12
joint,"ReCiPe 2016 v1.03, endpoint (E) no LT | ecosystem quality no LT | ecotoxicity: marine no LT",-1.143560498052433e-09
joint,"ReCiPe 2016 v1.03, endpoint (E) no LT | ecosystem quality no LT | ecotoxicity: terrestrial no LT",-2.019107838874123e-11
joint,"ReCiPe 2016 v1.03, endpoint (E) no LT | ecosystem quality no LT | eutrophication: freshwater no LT",-4.0576461567601174e-11
joint,"ReCiPe 2016 v1.03, endpoint (E) no LT | ecosystem quality no LT | eutrophication: marine no LT",5.434283642495126e-14
joint,"ReCiPe 2016 v1.03, endpoint (E) no LT | ecosystem quality no LT | land use no LT",-1.6351562073950708e-09
joint,"ReCiPe 2016 v1.03, endpoint (E) no LT | ecosystem quality no LT | photochemical oxidant formation: terrestrial ecosystems no LT",-7.360267428335054e-10
joint,"ReCiPe 2016 v1.03, endpoint (E) no LT | ecosystem quality no LT | water use: aquatic ecosystems no LT",9.492615704827928e-15
joint,"ReCiPe 2016 v1.03, endpoint (E) no LT | ecosystem quality no LT | water use: terrestrial ecosystems no LT",2.1216910786120305e-10
joint,"ReCiPe 2016 v1.03, endpoint (E) no LT | human health no LT | climate change: human health no LT",-1.836087691378924e-06
joint,"ReCiPe 2016 v1.03, endpoint (E) no LT | human health no LT | human toxicity: carcinogenic no LT",-4.132157786310943e-06
joint,"ReCiPe 2016 v1.03, endpoint (E) no LT | human health no LT | human toxicity: non-carcinogenic no LT",1.412063041323321e-06
joint,"ReCiPe 2016 v1.03, endpoint (E) no LT | human health no LT | ionising radiation no LT",-4.643307635651761e-11
joint,"ReCiPe 2016 v1.03, endpoint (E) no LT | human health no LT | ozone depletion no LT",1.1861868311659329e-08
joint,"ReCiPe 2016 v1.03, endpoint (E) no LT | human health no LT | particulate matter formation no LT",-3.0420589528817548e-06
joint,"ReCiPe 2016 v1.03, endpoint (E) no LT | human health no LT | photochemical oxidant formation: human health no LT",-5.143978619514176e-09
joint,"ReCiPe 2016 v1.03, endpoint (E) no LT | human health no LT | water use: human health no LT",3.4889960291745924e-08
joint,"ReCiPe 2016 v1.03, endpoint (E) no LT | natural resources no LT | energy resources: non-renewable, fossil no LT",-0.08617930209675362
joint,"ReCiPe 2016 v1.03, endpoint (E) no LT | natural resources no LT | material resources: metals/minerals no LT",-0.046967236983338934
joint,"ReCiPe 2016 v1.03, endpoint (E) no LT | total: ecosystem quality no LT | ecosystem quality no LT",-9.727414284942004e-09
joint,"ReCiPe 2016 v1.03, endpoint (E) no LT | total: human health no LT | human health no LT",-7.556829349220962e-06
joint,"ReCiPe 2016 v1.03, endpoint (E) no LT | total: natural resources no LT | natural resources no LT",-0.13314653886792346
joint,"ReCiPe 2016 v1.03, endpoint (E) | ecosystem quality | acidification: terrestrial",-2.477441987471523e-09
joint,"ReCiPe 2016 v1.03, endpoint (E) | ecosystem quality | climate change: freshwater ecosystems",-1.0021961851335918e-13
joint,"ReCiPe 2016 v1.03, endpoint (E) | ecosystem quality | climate change: terrestrial ecosystems",-3.6731145439640318e-09
joint,"ReCiPe 2016 v1.03, endpoint (E) | ecosystem quality | ecotoxicity: freshwater",-9.125654887221031e-11
joint,"ReCiPe 2016 v1.03, endpoint (E) | ecosystem quality | ecotoxicity: marine",-4.351967012426914e-09
joint,"ReCiPe 2016 v1.03, endpoint (E) | ecosystem quality | ecotoxicity: terrestrial",-2.021300930225771e-11
joint,"ReCiPe 2016 v1.03, endpoint (E) | ecosystem quality | eutrophication: freshwater",6.481488903037117e-10
joint,"ReCiPe 2016 v1.03, endpoint (E) | ecosystem quality | eutrophication: marine",1.1767913707985022e-13
joint,"ReCiPe 2016 v1.03, endpoint (E) | ecosystem quality | land use",-1.6351562073950708e-09
joint,"ReCiPe 2016 v1.03, endpoint (E) | ecosystem quality | photochemical oxidant formation: terrestrial ecosystems",-7.360260443740272e-10
joint,"ReCiPe 2016 v1.03, endpoint (E) | ecosystem quality | water use: aquatic ecosystems",9.492615704827928e-15
joint,"ReCiPe 2016 v1.03, endpoint (E) | ecosystem quality | water use: terrestrial ecosystems",2.1216910786120305e-10
joint,"ReCiPe 2016 v1.03, endpoint (E) | human health | climate change: human health",-1.8360878383099838e-06
joint,"ReCiPe 2016 v1.03, endpoint (E) | human health | human toxicity: carcinogenic",-0.0023605112337330854
joint,"ReCiPe 2016 v1.03, endpoint (E) | human health | human toxicity: non-carcinogenic",0.0001725278528335539
joint,"ReCiPe 2016 v1.03, endpoint (E) | human health | ionising radiation",-1.0686758121338735e-10
joint,"ReCiPe 2016 v1.03, endpoint (E) | human health | ozone depletion",1.186186491061556e-08
joint,"ReCiPe 2016 v1.03, endpoint (E) | human health | particulate matter formation",-3.0420627379647446e-06
joint,"ReCiPe 2016 v1.03, endpoint (E) | human health | photochemical oxidant formation: human health",-5.143973697415027e-09
joint,"ReCiPe 2016 v1.03, endpoint (E) | human health | water use: human health",3.4889960291745924e-08
joint,"ReCiPe 2016 v1.03, endpoint (E) | natural resources | energy resources: non-renewable, fossil",-0.08617930209675362
joint,"ReCiPe 2016 v1.03, endpoint (E) | natural resources | material resources: metals/minerals",-0.046967236983338934
joint,"ReCiPe 2016 v1.03, endpoint (E) | total: ecosystem quality | ecosystem quality",-1.2337309895608522e-08
joint,"ReCiPe 2016 v1.03, endpoint (E) | total: human health | human health",-0.0021928200542853785
joint,"ReCiPe 2016 v1.03, endpoint (E) | total: natural resources | natural resources",-0.13314653886792346
joint,"ReCiPe 2016 v1.03, endpoint (H) no LT | ecosystem quality no LT | acidification: terrestrial no LT",-2.4774423193372683e-09
joint,"ReCiPe 2016 v1.03, endpoint (H) no LT | ecosystem quality no LT | climate change: terrestrial ecosystems no LT",-4.5480246257693615e-10
joint,"ReCiPe 2016 v1.03, endpoint (H) no LT | ecosystem quality no LT | ecotoxicity: freshwater no LT",-7.726785056195644e-13
joint,"ReCiPe 2016 v1.03, endpoint (H) no LT | ecosystem quality no LT | ecotoxicity: marine no LT",-2.6786967479638206e-13
joint,"ReCiPe 2016 v1.03, endpoint (H) no LT | ecosystem quality no LT | ecotoxicity: terrestrial no LT",-1.874937905147572e-11
joint,"ReCiPe 2016 v1.03, endpoint (H) no LT | ecosystem quality no LT | eutrophication: freshwater no LT",-4.0576461567601174e-11
joint,"ReCiPe 2016 v1.03, endpoint (H) no LT | ecosystem quality no LT | eutrophication: marine no LT",5.434283642495126e-14
joint,"ReCiPe 2016 v1.03, endpoint (H) no LT | ecosystem quality no LT | land use no LT",-1.6351562073950708e-09
joint,"ReCiPe 2016 v1.03, endpoint (H) no LT | ecosystem quality no LT | photochemical oxidant formation: terrestrial ecosystems no LT",-7.360267428335054e-10
joint,"ReCiPe 2016 v1.03, endpoint (H) no LT | ecosystem quality no LT | water use: aquatic ecosystems no LT",9.492615704827928e-15
joint,"ReCiPe 2016 v1.03, endpoint (H) no LT | ecosystem quality no LT | water use: terrestrial ecosystems no LT",2.1216910786120305e-10
joint,"ReCiPe 2016 v1.03, endpoint (H) no LT | human health no LT | climate change: human health no LT",-1.4998174015797502e-07
joint,"ReCiPe 2016 v1.03, endpoint (H) no LT | human health no LT | human toxicity: carcinogenic no LT",-5.681606860695297e-08
joint,"ReCiPe 2016 v1.03, endpoint (H) no LT | human health no LT | human toxicity: non-carcinogenic no LT",3.8987017161902366e-08
joint,"ReCiPe 2016 v1.03, endpoint (H) no LT | human health no LT | ionising radiation no LT",-5.8177428701574495e-12
joint,"ReCiPe 2016 v1.03, endpoint (H) no LT | human health no LT | ozone depletion no LT",3.036799729605379e-09
joint,"ReCiPe 2016 v1.03, endpoint (H) no LT | human health no LT | particulate matter formation no LT",-3.0420589528817548e-06
joint,"ReCiPe 2016 v1.03, endpoint (H) no LT | human health no LT | photochemical oxidant formation: human health no LT",-5.143978619514176e-09
joint,"ReCiPe 2016 v1.03, endpoint (H) no LT | human health no LT | water use: human health no LT",3.4889960291745924e-08
joint,"ReCiPe 2016 v1.03, endpoint (H) no LT | natural resources no LT | energy resources: non-renewable, fossil no LT",-0.0837134661896442
joint,"ReCiPe 2016 v1.03, endpoint (H) no LT | natural resources no LT | material resources: metals/minerals no LT",-0.046967236983338934
joint,"ReCiPe 2016 v1.03, endpoint (H) no LT | total: ecosystem quality no LT | ecosystem quality no LT",-5.363775247604527e-09
joint,"ReCiPe 2016 v1.03, endpoint (H) no LT | total: human health no LT | human health no LT",-3.1771040687831116e-06
joint,"ReCiPe 2016 v1.03, endpoint (H) no LT | total: natural resources no LT | natural resources no LT",-0.13068070296081402
joint,"ReCiPe 2016 v1.03, endpoint (H) | ecosystem quality | acidification: terrestrial",-2.477441987471523e-09
joint,"ReCiPe 2016 v1.03, endpoint (H) | ecosystem quality | climate change: freshwater ecosystems",-1.2372853348055834e-14
joint,"ReCiPe 2016 v1.03, endpoint (H) | ecosystem quality | climate change: terrestrial ecosystems",-4.5480258698353145e-10
joint,"ReCiPe 2016 v1.03, endpoint (H) | ecosystem quality | ecotoxicity: freshwater",-9.101721774856461e-11
joint,"ReCiPe 2016 v1.03, endpoint (H) | ecosystem quality | ecotoxicity: marine",-2.2412263285535798e-11
joint,"ReCiPe 2016 v1.03, endpoint (H) | ecosystem quality | ecotoxicity: terrestrial",-1.8769826442119333e-11
joint,"ReCiPe 2016 v1.03, endpoint (H) | ecosystem quality | eutrophication: freshwater",6.481488903037117e-10
joint,"ReCiPe 2016 v1.03, endpoint (H) | ecosystem quality | eutrophication: marine",1.1767913707985022e-13
joint,"ReCiPe 2016 v1.03, endpoint (H) | ecosystem quality | land use",-1.6351562073950708e-09
joint,"ReCiPe 2016 v1.03, endpoint (H) | ecosystem quality | photochemical oxidant formation: terrestrial ecosystems",-7.360260443740272e-10
joint,"ReCiPe 2016 v1.03, endpoint (H) | ecosystem quality | water use: aquatic ecosystems",9.492615704827928e-15
joint,"ReCiPe 2016 v1.03, endpoint (H) | ecosystem quality | water use: terrestrial ecosystems",2.1216910786120305e-10
joint,"ReCiPe 2016 v1.03, endpoint (H) | human health | climate change: human health",-1.49981781477674e-07
joint,"ReCiPe 2016 v1.03, endpoint (H) | human health | human toxicity: carcinogenic",-3.20563711196542e-05
joint,"ReCiPe 2016 v1.03, endpoint (H) | human health | human toxicity: non-carcinogenic",-5.229081922874128e-07
joint,"ReCiPe 2016 v1.03, endpoint (H) | human health | ionising radiation",-4.24356962131215e-11
joint,"ReCiPe 2016 v1.03, endpoint (H) | human health | ozone depletion",3.0367988584608526e-09
joint,"ReCiPe 2016 v1.03, endpoint (H) | human health | particulate matter formation",-3.0420627379647446e-06
joint,"ReCiPe 2016 v1.03, endpoint (H) | human health | photochemical oxidant formation: human health",-5.143973697415027e-09
joint,"ReCiPe 2016 v1.03, endpoint (H) | human health | water use: human health",3.4889960291745924e-08
joint,"ReCiPe 2016 v1.03, endpoint (H) | natural resources | energy resources: non-renewable, fossil",-0.0837134661896442
joint,"ReCiPe 2016 v1.03, endpoint (H) | natural resources | material resources: metals/minerals",-0.046967236983338934
joint,"ReCiPe 2016 v1.03, endpoint (H) | total: ecosystem quality | ecosystem quality",-4.787395034547201e-09
joint,"ReCiPe 2016 v1.03, endpoint (H) | total: human health | human health",-3.573859476937421e-05
joint,"ReCiPe 2016 v1.03, endpoint (H) | total: natural resources | natural resources",-0.13068070296081402
joint,"ReCiPe 2016 v1.03, endpoint (I) no LT | ecosystem quality no LT | acidification: terrestrial no LT",-2.477442320103606e-09
joint,"ReCiPe 2016 v1.03, endpoint (I) no LT | ecosystem quality no LT | climate change: freshwater ecosystems no LT",-5.302920614068512e-15
joint,"ReCiPe 2016 v1.03, endpoint (I) no LT | ecosystem quality no LT | climate change: terrestrial ecosystems no LT",-1.9529274792630484e-10
joint,"ReCiPe 2016 v1.03, endpoint (I) no LT | ecosystem quality no LT | ecotoxicity: freshwater no LT",-7.233701595046424e-13
joint,"ReCiPe 2016 v1.03, endpoint (I) no LT | ecosystem quality no LT | ecotoxicity: marine no LT",-6.525255706353539e-14
joint,"ReCiPe 2016 v1.03, endpoint (I) no LT | ecosystem quality no LT | ecotoxicity: terrestrial no LT",-7.016122979348827e-12
joint,"ReCiPe 2016 v1.03, endpoint (I) no LT | ecosystem quality no LT | eutrophication: freshwater no LT",-4.0576461567601174e-11
joint,"ReCiPe 2016 v1.03, endpoint (I) no LT | ecosystem quality no LT | eutrophication: marine no LT",5.434283642495126e-14
joint,"ReCiPe 2016 v1.03, endpoint (I) no LT | ecosystem quality no LT | land use no LT",-1.6351562073950708e-09
joint,"ReCiPe 2016 v1.03, endpoint (I) no LT | ecosystem quality no LT | photochemical oxidant formation: terrestrial ecosystems no LT",-7.364203816132144e-10
joint,"ReCiPe 2016 v1.03, endpoint (I) no LT | ecosystem quality no LT | water use: aquatic ecosystems no LT",9.492615704827928e-15
joint,"ReCiPe 2016 v1.03, endpoint (I) no LT | human health no LT | climate change: human health no LT",-2.982121121178608e-08
joint,"ReCiPe 2016 v1.03, endpoint (I) no LT | human health no LT | human toxicity: carcinogenic no LT",-7.330468780216213e-10
joint,"ReCiPe 2016 v1.03, endpoint (I) no LT | human health no LT | human toxicity: non-carcinogenic no LT",9.40964081434155e-12
joint,"ReCiPe 2016 v1.03, endpoint (I) no LT | human health no LT | ionising radiation no LT",-3.2159643573140728e-12
joint,"ReCiPe 2016 v1.03, endpoint (I) no LT | human health no LT | ozone depletion no LT",8.626490724481384e-10
joint,"ReCiPe 2016 v1.03, endpoint (I) no LT | human health no LT | particulate matter formation no LT",-9.311157742050722e-07
joint,"ReCiPe 2016 v1.03, endpoint (I) no LT | human health no LT | photochemical oxidant formation: human health no LT",-5.145699166332008e-09
joint,"ReCiPe 2016 v1.03, endpoint (I) no LT | human health no LT | water use: human health no LT",4.8720248669175346e-08
joint,"ReCiPe 2016 v1.03, endpoint (I) no LT | natural resources no LT | energy resources: non-renewable, fossil no LT",-0.0837134661896442
joint,"ReCiPe 2016 v1.03, endpoint (I) no LT | natural resources no LT | material resources: metals/minerals no LT",-0.021602705169460504
joint,"ReCiPe 2016 v1.03, endpoint (I) no LT | total: ecosystem quality no LT | ecosystem quality no LT",-5.0925890133761145e-09
joint,"ReCiPe 2016 v1.03, endpoint (I) no LT | total: human health no LT | human health no LT",-9.17201836845004e-07
joint,"ReCiPe 2016 v1.03, endpoint (I) no LT | total: natural resources no LT | natural resources no LT",-0.1053161713591047
joint,"ReCiPe 2016 v1.03, endpoint (I) | ecosystem quality | acidification: terrestrial",-2.477441988237861e-09
joint,"ReCiPe 2016 v1.03, endpoint (I) | ecosystem quality | climate change: freshwater ecosystems",-5.3029211853841946e-15
joint,"ReCiPe 2016 v1.03, endpoint (I) | ecosystem quality | climate change: terrestrial ecosystems",-1.9529276880990582e-10
joint,"ReCiPe 2016 v1.03, endpoint (I) | ecosystem quality | ecotoxicity: freshwater",-9.164583938190904e-11
joint,"ReCiPe 2016 v1.03, endpoint (I) | ecosystem quality | ecotoxicity: marine",-8.494672601299038e-12
joint,"ReCiPe 2016 v1.03, endpoint (I) | ecosystem quality | ecotoxicity: terrestrial",-7.025049104782446e-12
joint,"ReCiPe 2016 v1.03, endpoint (I) | ecosystem quality | eutrophication: freshwater",6.481488903037117e-10
joint,"ReCiPe 2016 v1.03, endpoint (I) | ecosystem quality | eutrophication: marine",1.1767913707985022e-13
joint,"ReCiPe 2016 v1.03, endpoint (I) | ecosystem quality | land use",-1.6351562073950708e-09
joint,"ReCiPe 2016 v1.03, endpoint (I) | ecosystem quality | photochemical oxidant formation: terrestrial ecosystems",-7.364196831537361e-10
joint,"ReCiPe 2016 v1.03, endpoint (I) | ecosystem quality | water use: aquatic ecosystems",9.492615704827928e-15
joint,"ReCiPe 2016 v1.03, endpoint (I) | human health | climate change: human health",-2.98212144039936e-08
joint,"ReCiPe 2016 v1.03, endpoint (I) | human health | human toxicity: carcinogenic",-2.962014303348603e-09
joint,"ReCiPe 2016 v1.03, endpoint (I) | human health | human toxicity: non-carcinogenic",-4.475240526599869e-08
joint,"ReCiPe 2016 v1.03, endpoint (I) | human health | ionising radiation",-3.256986730658131e-11
joint,"ReCiPe 2016 v1.03, endpoint (I) | human health | ozone depletion",8.626488248283008e-10
joint,"ReCiPe 2016 v1.03, endpoint (I) | human health | particulate matter formation",-9.311198957274146e-07
joint,"ReCiPe 2016 v1.03, endpoint (I) | human health | photochemical oxidant formation: human health",-5.145694244232859e-09
joint,"ReCiPe 2016 v1.03, endpoint (I) | human health | water use: human health",4.8720248669175346e-08
joint,"ReCiPe 2016 v1.03, endpoint (I) | natural resources | energy resources: non-renewable, fossil",-0.0837134661896442
joint,"ReCiPe 2016 v1.03, endpoint (I) | natural resources | material resources: metals/minerals",-0.021602705169460504
joint,"ReCiPe 2016 v1.03, endpoint (I) | total: ecosystem quality | ecosystem quality",-4.50316013022881e-09
joint,"ReCiPe 2016 v1.03, endpoint (I) | total: human health | human health",-9.642260931275283e-07
joint,"ReCiPe 2016 v1.03, endpoint (I) | total: natural resources | natural resources",-0.1053161713591047
