tag,unc_layer,scenario_id,case,method,n,mean,sd,cv_signed,cv_absmean,p2_5,p5,p50,p95,p97_5,min,max
prospect_msfsc_fgonly_fgonly_stageDinert,fgonly,SSP1VLLO_2050,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",1000,0.5636799457679751,0.06318902249118903,0.11210088804046123,0.11210088804046123,0.49293588675219885,0.4956106335369788,0.5465429588624366,0.6830448713026191,0.7230326844622685,0.4907466177686898,0.82521025481069
prospect_msfsc_fgonly_fgonly_stageDinert,fgonly,SSP1VLLO_2050,staged_total,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",1000,-19.651577032478553,0.8882396809174937,-0.04519940966821555,0.04519940966821555,-20.67047619354522,-20.642354300544497,-19.877827640395303,-17.81960180245592,-17.428444247555557,-20.69019062685255,-15.782658871939393
prospect_msfsc_fgonly_fgonly_stageDinert,fgonly,SSP1VLLO_2050,joint,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",1000,-19.087897086710573,0.8903484596627588,-0.046644659472867736,0.046644659472867736,-20.127928983388042,-20.100988993780717,-19.327814952454748,-17.296647364202414,-16.880784300037874,-20.182925053042634,-15.287114680627532
prospect_msfsc_fgonly_fgonly_stageDinert,fgonly,SSP1VLLO_2050,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",1000,-19.087897078058,0.8903484461406768,-0.046644658785600535,0.046644658785600535,-20.12792898999814,-20.100989042941112,-19.32781489358671,-17.296647433701036,-16.880783973767883,-20.182925477257065,-15.287114334642943
