tag,unc_layer,scenario_id,case,method,n,mean,sd,cv_signed,cv_absmean,p2_5,p5,p50,p95,p97_5,min,max
prospect_msfsc_fgonly_fgonly_stageDinert,fgonly,SSP5H_2050,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",1000,6.136172015610502,0.8665992189713039,0.1412279865633923,0.1412279865633923,5.1659600409201065,5.20264257505742,5.9011486067591985,7.773189762724954,8.321598430660188,5.135935541150535,9.722901998422655
prospect_msfsc_fgonly_fgonly_stageDinert,fgonly,SSP5H_2050,staged_total,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",1000,-35.158416542927334,1.5891396726095435,-0.045199409668215666,0.045199409668215666,-36.98131762922768,-36.9310050651796,-35.56319897352215,-31.880850161002297,-31.181034557075424,-37.01658850122859,-28.236578359970277
prospect_msfsc_fgonly_fgonly_stageDinert,fgonly,SSP5H_2050,joint,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",1000,-29.022244527316822,1.8084292438252467,-0.06231183264006633,0.06231183264006633,-31.535885421046174,-31.38935731100782,-29.361099916181033,-25.64782247818559,-24.616695016402222,-31.798958472433473,-20.083251806414285
