from_key,from_code,from_name,to_key,to_db,to_code,to_name,amount,unit,comment
"('mtcw_foreground_prospective__fgonly', 'MSFSC_gateA_DIVERT_PREP_CA_SSP2M_2050')",MSFSC_gateA_DIVERT_PREP_CA_SSP2M_2050,MSFSC Gate A diverted prepared scrap (CA; SSP2M_2050),"('prospective_conseq_IMAGE_SSP2M_2050_PERF', '3aaea25155ea4c5a9bd8142789479afc')",prospective_conseq_IMAGE_SSP2M_2050_PERF,3aaea25155ea4c5a9bd8142789479afc,"market for hazardous waste, for underground deposit",-0.006600000197067857,,
"('mtcw_foreground_prospective__fgonly', 'MSFSC_gateA_DIVERT_PREP_CA_SSP2M_2050')",MSFSC_gateA_DIVERT_PREP_CA_SSP2M_2050,MSFSC Gate A diverted prepared scrap (CA; SSP2M_2050),"('prospective_conseq_IMAGE_SSP2M_2050_PERF', '03111086233047d982c1220bc4783942')",prospective_conseq_IMAGE_SSP2M_2050_PERF,03111086233047d982c1220bc4783942,"market for inert waste, for final disposal",-0.016039999900385737,,
"('mtcw_foreground_prospective__fgonly', 'MSFSC_gateA_DIVERT_PREP_CA_SSP2M_2050')",MSFSC_gateA_DIVERT_PREP_CA_SSP2M_2050,MSFSC Gate A diverted prepared scrap (CA; SSP2M_2050),"('prospective_conseq_IMAGE_SSP2M_2050_PERF', 'a71857e2d7b445fe8dc6314f856bb248')",prospective_conseq_IMAGE_SSP2M_2050_PERF,a71857e2d7b445fe8dc6314f856bb248,"market for iron scrap, unsorted",-0.034000000450760126,,
"('mtcw_foreground_prospective__fgonly', 'MSFSC_gateA_DIVERT_PREP_CA_SSP2M_2050')",MSFSC_gateA_DIVERT_PREP_CA_SSP2M_2050,MSFSC Gate A diverted prepared scrap (CA; SSP2M_2050),"('prospective_conseq_IMAGE_SSP2M_2050_PERF', '2a7380b4296747fbbddda5c695dcbeff')",prospective_conseq_IMAGE_SSP2M_2050_PERF,2a7380b4296747fbbddda5c695dcbeff,market for municipal solid waste,-3.361492062481375e-07,,
"('mtcw_foreground_prospective__fgonly', 'MSFSC_gateA_DIVERT_PREP_CA_SSP2M_2050')",MSFSC_gateA_DIVERT_PREP_CA_SSP2M_2050,MSFSC Gate A diverted prepared scrap (CA; SSP2M_2050),"('prospective_conseq_IMAGE_SSP2M_2050_PERF', '62c1d1c403a54b04980c6d6f28cf539b')",prospective_conseq_IMAGE_SSP2M_2050_PERF,62c1d1c403a54b04980c6d6f28cf539b,market for municipal solid waste,-7.104495693965873e-06,,
"('mtcw_foreground_prospective__fgonly', 'MSFSC_gateA_DIVERT_PREP_CA_SSP2M_2050')",MSFSC_gateA_DIVERT_PREP_CA_SSP2M_2050,MSFSC Gate A diverted prepared scrap (CA; SSP2M_2050),"('prospective_conseq_IMAGE_SSP2M_2050_PERF', '8c169a7f3af7406d97f91da5d5cba2e9')",prospective_conseq_IMAGE_SSP2M_2050_PERF,8c169a7f3af7406d97f91da5d5cba2e9,market for municipal solid waste,-0.0015971550601534545,,
"('mtcw_foreground_prospective__fgonly', 'MSFSC_gateA_DIVERT_PREP_CA_SSP2M_2050')",MSFSC_gateA_DIVERT_PREP_CA_SSP2M_2050,MSFSC Gate A diverted prepared scrap (CA; SSP2M_2050),"('prospective_conseq_IMAGE_SSP2M_2050_PERF', '23d22780ac4046f594a13cc6ec5f7ce3')",prospective_conseq_IMAGE_SSP2M_2050_PERF,23d22780ac4046f594a13cc6ec5f7ce3,market for municipal solid waste,-7.55027151910781e-08,,
"('mtcw_foreground_prospective__fgonly', 'MSFSC_gateA_DIVERT_PREP_CA_SSP2M_2050')",MSFSC_gateA_DIVERT_PREP_CA_SSP2M_2050,MSFSC Gate A diverted prepared scrap (CA; SSP2M_2050),"('prospective_conseq_IMAGE_SSP2M_2050_PERF', '7a571e8b0f7f4066a5b0e21097e285c3')",prospective_conseq_IMAGE_SSP2M_2050_PERF,7a571e8b0f7f4066a5b0e21097e285c3,market for municipal solid waste,-2.3522405356857234e-07,,
"('mtcw_foreground_prospective__fgonly', 'MSFSC_gateA_DIVERT_PREP_CA_SSP2M_2050')",MSFSC_gateA_DIVERT_PREP_CA_SSP2M_2050,MSFSC Gate A diverted prepared scrap (CA; SSP2M_2050),"('prospective_conseq_IMAGE_SSP2M_2050_PERF', 'b7f89591bbbc45f99be89c65171023d1')",prospective_conseq_IMAGE_SSP2M_2050_PERF,b7f89591bbbc45f99be89c65171023d1,market for municipal solid waste,-1.706568220072313e-07,,
"('mtcw_foreground_prospective__fgonly', 'MSFSC_gateA_DIVERT_PREP_CA_SSP2M_2050')",MSFSC_gateA_DIVERT_PREP_CA_SSP2M_2050,MSFSC Gate A diverted prepared scrap (CA; SSP2M_2050),"('prospective_conseq_IMAGE_SSP2M_2050_PERF', '0715e3d2acd54fe58c6bc9ce958f50d6')",prospective_conseq_IMAGE_SSP2M_2050_PERF,0715e3d2acd54fe58c6bc9ce958f50d6,market for municipal solid waste,-2.092108815077154e-06,,
