tag,unc_layer,scenario_id,case,method,n,mean,sd,cv_signed,cv_absmean,p2_5,p5,p50,p95,p97_5,min,max
prospect_msfsc_fgonly_fgonly_stageDinert,fgonly,SSP1VLLO_2050,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",100,0.5640899491051413,0.06569231817276841,0.11645716835937446,0.11645716835937446,0.4928357480669161,0.4943835151541678,0.5466125609396877,0.686918101626993,0.7537203663559717,0.4907466177686898,0.7652914254653584
prospect_msfsc_fgonly_fgonly_stageDinert,fgonly,SSP1VLLO_2050,staged_total,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",100,-19.52553678241487,0.9694479630490035,-0.04965025924009985,0.04965025924009985,-20.653123365925133,-20.636181339608346,-19.750858023894132,-17.443524113475892,-17.19456994838688,-20.656338111560117,-16.54594743188436
prospect_msfsc_fgonly_fgonly_stageDinert,fgonly,SSP1VLLO_2050,joint,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",100,-18.96144683330973,0.979997201613557,-0.05168367214953175,0.05168367214953175,-20.125729734167365,-20.11222092739513,-19.21942838736705,-16.906815369870447,-16.543607048886187,-20.15582313549401,-15.910374032009756
prospect_msfsc_fgonly_fgonly_stageDinert,fgonly,SSP1VLLO_2050,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",100,-18.96144682892843,0.9799972276898403,-0.05168367353670041,0.05168367353670041,-20.12572978329539,-20.112220761808175,-19.21942836532103,-16.906814938534676,-16.543606958823105,-20.155823537955037,-15.910374590014612
