tag,iteration,route,case,method,score
contemp_al_base_routes_uncertainty_rewire_embedded,532,landfill,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.14802953997005724
contemp_al_base_routes_uncertainty_rewire_embedded,532,landfill,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.14802953997005724
contemp_al_base_routes_uncertainty_rewire_embedded,533,reuse,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.013242397293694587
contemp_al_base_routes_uncertainty_rewire_embedded,533,reuse,staged_total,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-48.818810229548305
contemp_al_base_routes_uncertainty_rewire_embedded,533,reuse,joint,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-48.80556783225454
contemp_al_base_routes_uncertainty_rewire_embedded,533,reuse,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-48.80556783225454
contemp_al_base_routes_uncertainty_rewire_embedded,533,recycling_postcons,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",2.3709861186468437
contemp_al_base_routes_uncertainty_rewire_embedded,533,recycling_postcons,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-41.95836481588841
contemp_al_base_routes_uncertainty_rewire_embedded,533,landfill,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.11378574759910251
contemp_al_base_routes_uncertainty_rewire_embedded,533,landfill,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.11378574759910251
contemp_al_base_routes_uncertainty_rewire_embedded,534,reuse,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.014124782825065078
contemp_al_base_routes_uncertainty_rewire_embedded,534,reuse,staged_total,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-51.25480295131988
contemp_al_base_routes_uncertainty_rewire_embedded,534,reuse,joint,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-51.24067816849481
contemp_al_base_routes_uncertainty_rewire_embedded,534,reuse,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-51.24067816849481
contemp_al_base_routes_uncertainty_rewire_embedded,534,recycling_postcons,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",2.388483840314154
contemp_al_base_routes_uncertainty_rewire_embedded,534,recycling_postcons,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-46.88214809548338
contemp_al_base_routes_uncertainty_rewire_embedded,534,landfill,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.1120804319173507
contemp_al_base_routes_uncertainty_rewire_embedded,534,landfill,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.1120804319173507
contemp_al_base_routes_uncertainty_rewire_embedded,535,reuse,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.012466806179835985
contemp_al_base_routes_uncertainty_rewire_embedded,535,reuse,staged_total,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-53.34831365021122
contemp_al_base_routes_uncertainty_rewire_embedded,535,reuse,joint,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-53.33584684403137
contemp_al_base_routes_uncertainty_rewire_embedded,535,reuse,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-53.33584684403137
contemp_al_base_routes_uncertainty_rewire_embedded,535,recycling_postcons,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",2.090560259048044
contemp_al_base_routes_uncertainty_rewire_embedded,535,recycling_postcons,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-46.350250022246925
contemp_al_base_routes_uncertainty_rewire_embedded,535,landfill,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.10263258341202214
contemp_al_base_routes_uncertainty_rewire_embedded,535,landfill,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.10263258341202214
contemp_al_base_routes_uncertainty_rewire_embedded,536,reuse,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.011820044672225794
contemp_al_base_routes_uncertainty_rewire_embedded,536,reuse,staged_total,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-52.1639248952847
contemp_al_base_routes_uncertainty_rewire_embedded,536,reuse,joint,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-52.152104850612446
contemp_al_base_routes_uncertainty_rewire_embedded,536,reuse,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-52.152104850612446
contemp_al_base_routes_uncertainty_rewire_embedded,536,recycling_postcons,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",2.6604941889175815
contemp_al_base_routes_uncertainty_rewire_embedded,536,recycling_postcons,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-44.17828907160958
contemp_al_base_routes_uncertainty_rewire_embedded,536,landfill,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.11496024677592602
contemp_al_base_routes_uncertainty_rewire_embedded,536,landfill,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.11496024677592602
contemp_al_base_routes_uncertainty_rewire_embedded,537,reuse,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.012960831044003078
contemp_al_base_routes_uncertainty_rewire_embedded,537,reuse,staged_total,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-49.6606123494262
contemp_al_base_routes_uncertainty_rewire_embedded,537,reuse,joint,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-49.64765151838221
contemp_al_base_routes_uncertainty_rewire_embedded,537,reuse,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-49.64765151838221
contemp_al_base_routes_uncertainty_rewire_embedded,537,recycling_postcons,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",2.6968030127375564
contemp_al_base_routes_uncertainty_rewire_embedded,537,recycling_postcons,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-42.79373320939568
contemp_al_base_routes_uncertainty_rewire_embedded,537,landfill,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.15536423374549335
contemp_al_base_routes_uncertainty_rewire_embedded,537,landfill,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.15536423374549335
contemp_al_base_routes_uncertainty_rewire_embedded,538,reuse,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.01287866817042884
contemp_al_base_routes_uncertainty_rewire_embedded,538,reuse,staged_total,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-57.72480301863134
contemp_al_base_routes_uncertainty_rewire_embedded,538,reuse,joint,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-57.711924350461
contemp_al_base_routes_uncertainty_rewire_embedded,538,reuse,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-57.711924350461
contemp_al_base_routes_uncertainty_rewire_embedded,538,recycling_postcons,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",2.883583483721802
contemp_al_base_routes_uncertainty_rewire_embedded,538,recycling_postcons,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-49.874716868863096
contemp_al_base_routes_uncertainty_rewire_embedded,538,landfill,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.13922654716935
contemp_al_base_routes_uncertainty_rewire_embedded,538,landfill,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.13922654716935
contemp_al_base_routes_uncertainty_rewire_embedded,539,reuse,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.011879700107644046
contemp_al_base_routes_uncertainty_rewire_embedded,539,reuse,staged_total,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-39.58109666271075
contemp_al_base_routes_uncertainty_rewire_embedded,539,reuse,joint,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-39.56921696260307
contemp_al_base_routes_uncertainty_rewire_embedded,539,reuse,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-39.56921696260307
contemp_al_base_routes_uncertainty_rewire_embedded,539,recycling_postcons,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",2.101297244867365
contemp_al_base_routes_uncertainty_rewire_embedded,539,recycling_postcons,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-31.757929177423197
contemp_al_base_routes_uncertainty_rewire_embedded,539,landfill,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.10049432534570314
contemp_al_base_routes_uncertainty_rewire_embedded,539,landfill,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.10049432534570314
contemp_al_base_routes_uncertainty_rewire_embedded,540,reuse,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.01296903172417568
contemp_al_base_routes_uncertainty_rewire_embedded,540,reuse,staged_total,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-53.037787550008076
contemp_al_base_routes_uncertainty_rewire_embedded,540,reuse,joint,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-53.024818518283894
contemp_al_base_routes_uncertainty_rewire_embedded,540,reuse,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-53.024818518283894
contemp_al_base_routes_uncertainty_rewire_embedded,540,recycling_postcons,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",2.559174496146068
contemp_al_base_routes_uncertainty_rewire_embedded,540,recycling_postcons,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-51.115387204483234
contemp_al_base_routes_uncertainty_rewire_embedded,540,landfill,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.09969894318370426
contemp_al_base_routes_uncertainty_rewire_embedded,540,landfill,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.09969894318370426
contemp_al_base_routes_uncertainty_rewire_embedded,541,reuse,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.013323910697921784
contemp_al_base_routes_uncertainty_rewire_embedded,541,reuse,staged_total,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-57.57340318093769
contemp_al_base_routes_uncertainty_rewire_embedded,541,reuse,joint,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-57.56007927023977
contemp_al_base_routes_uncertainty_rewire_embedded,541,reuse,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-57.56007927023977
contemp_al_base_routes_uncertainty_rewire_embedded,541,recycling_postcons,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",2.023332089558169
contemp_al_base_routes_uncertainty_rewire_embedded,541,recycling_postcons,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-52.04936213400905
contemp_al_base_routes_uncertainty_rewire_embedded,541,landfill,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.13323197247214352
contemp_al_base_routes_uncertainty_rewire_embedded,541,landfill,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.13323197247214352
contemp_al_base_routes_uncertainty_rewire_embedded,542,reuse,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.010777311771257616
contemp_al_base_routes_uncertainty_rewire_embedded,542,reuse,staged_total,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-55.141549165158146
contemp_al_base_routes_uncertainty_rewire_embedded,542,reuse,joint,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-55.13077185338679
contemp_al_base_routes_uncertainty_rewire_embedded,542,reuse,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-55.13077185338679
contemp_al_base_routes_uncertainty_rewire_embedded,542,recycling_postcons,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",2.293668795159173
contemp_al_base_routes_uncertainty_rewire_embedded,542,recycling_postcons,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-48.432164186351834
contemp_al_base_routes_uncertainty_rewire_embedded,542,landfill,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.1785897979286222
contemp_al_base_routes_uncertainty_rewire_embedded,542,landfill,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.1785897979286222
contemp_al_base_routes_uncertainty_rewire_embedded,543,reuse,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.012342879171909047
contemp_al_base_routes_uncertainty_rewire_embedded,543,reuse,staged_total,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-49.114956834627634
contemp_al_base_routes_uncertainty_rewire_embedded,543,reuse,joint,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-49.10261395545573
contemp_al_base_routes_uncertainty_rewire_embedded,543,reuse,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-49.10261395545573
contemp_al_base_routes_uncertainty_rewire_embedded,543,recycling_postcons,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",2.1619366282749946
contemp_al_base_routes_uncertainty_rewire_embedded,543,recycling_postcons,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-47.402404035851525
contemp_al_base_routes_uncertainty_rewire_embedded,543,landfill,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.12044517583722168
contemp_al_base_routes_uncertainty_rewire_embedded,543,landfill,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.12044517583722168
contemp_al_base_routes_uncertainty_rewire_embedded,544,reuse,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.013090135172979096
contemp_al_base_routes_uncertainty_rewire_embedded,544,reuse,staged_total,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-46.7742798611768
contemp_al_base_routes_uncertainty_rewire_embedded,544,reuse,joint,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-46.76118972600382
contemp_al_base_routes_uncertainty_rewire_embedded,544,reuse,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-46.76118972600382
contemp_al_base_routes_uncertainty_rewire_embedded,544,recycling_postcons,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",2.8355478423545546
contemp_al_base_routes_uncertainty_rewire_embedded,544,recycling_postcons,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-37.94291030691006
contemp_al_base_routes_uncertainty_rewire_embedded,544,landfill,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.10669372011043063
contemp_al_base_routes_uncertainty_rewire_embedded,544,landfill,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.10669372011043063
contemp_al_base_routes_uncertainty_rewire_embedded,545,reuse,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.013415279284350769
contemp_al_base_routes_uncertainty_rewire_embedded,545,reuse,staged_total,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-54.91777871064928
contemp_al_base_routes_uncertainty_rewire_embedded,545,reuse,joint,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-54.904363431364985
contemp_al_base_routes_uncertainty_rewire_embedded,545,reuse,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-54.904363431364985
contemp_al_base_routes_uncertainty_rewire_embedded,545,recycling_postcons,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",2.389313384599864
contemp_al_base_routes_uncertainty_rewire_embedded,545,recycling_postcons,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-49.582428496300984
contemp_al_base_routes_uncertainty_rewire_embedded,545,landfill,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.10919400550499428
contemp_al_base_routes_uncertainty_rewire_embedded,545,landfill,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.10919400550499428
contemp_al_base_routes_uncertainty_rewire_embedded,546,reuse,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.010147040426441205
contemp_al_base_routes_uncertainty_rewire_embedded,546,reuse,staged_total,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-53.24415577781264
contemp_al_base_routes_uncertainty_rewire_embedded,546,reuse,joint,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-53.23400873738623
contemp_al_base_routes_uncertainty_rewire_embedded,546,reuse,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-53.23400873738623
contemp_al_base_routes_uncertainty_rewire_embedded,546,recycling_postcons,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",1.8278636377717727
contemp_al_base_routes_uncertainty_rewire_embedded,546,recycling_postcons,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-50.88410538265001
contemp_al_base_routes_uncertainty_rewire_embedded,546,landfill,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.13705359370275808
contemp_al_base_routes_uncertainty_rewire_embedded,546,landfill,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.13705359370275808
contemp_al_base_routes_uncertainty_rewire_embedded,547,reuse,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.01130146175056164
contemp_al_base_routes_uncertainty_rewire_embedded,547,reuse,staged_total,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-53.9922701126262
contemp_al_base_routes_uncertainty_rewire_embedded,547,reuse,joint,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-53.980968650875674
contemp_al_base_routes_uncertainty_rewire_embedded,547,reuse,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-53.980968650875674
contemp_al_base_routes_uncertainty_rewire_embedded,547,recycling_postcons,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",2.023445436308049
contemp_al_base_routes_uncertainty_rewire_embedded,547,recycling_postcons,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-48.73610660164866
contemp_al_base_routes_uncertainty_rewire_embedded,547,landfill,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.10140426427067863
contemp_al_base_routes_uncertainty_rewire_embedded,547,landfill,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.10140426427067863
contemp_al_base_routes_uncertainty_rewire_embedded,548,reuse,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.014382548563680833
contemp_al_base_routes_uncertainty_rewire_embedded,548,reuse,staged_total,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-46.4977891458005
contemp_al_base_routes_uncertainty_rewire_embedded,548,reuse,joint,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-46.48340659723681
contemp_al_base_routes_uncertainty_rewire_embedded,548,reuse,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-46.48340659723681
contemp_al_base_routes_uncertainty_rewire_embedded,548,recycling_postcons,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",2.621303132020996
contemp_al_base_routes_uncertainty_rewire_embedded,548,recycling_postcons,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-39.816702184367905
contemp_al_base_routes_uncertainty_rewire_embedded,548,landfill,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.10039968615273671
contemp_al_base_routes_uncertainty_rewire_embedded,548,landfill,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.10039968615273671
contemp_al_base_routes_uncertainty_rewire_embedded,549,reuse,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.013585872686378975
contemp_al_base_routes_uncertainty_rewire_embedded,549,reuse,staged_total,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-48.84253937186748
contemp_al_base_routes_uncertainty_rewire_embedded,549,reuse,joint,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-48.82895349918114
contemp_al_base_routes_uncertainty_rewire_embedded,549,reuse,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-48.82895349918114
contemp_al_base_routes_uncertainty_rewire_embedded,549,recycling_postcons,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",2.5685953894064135
contemp_al_base_routes_uncertainty_rewire_embedded,549,recycling_postcons,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-40.23213019392651
contemp_al_base_routes_uncertainty_rewire_embedded,549,landfill,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.16440466471001758
contemp_al_base_routes_uncertainty_rewire_embedded,549,landfill,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.16440466471001758
contemp_al_base_routes_uncertainty_rewire_embedded,550,reuse,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.01148984926991883
contemp_al_base_routes_uncertainty_rewire_embedded,550,reuse,staged_total,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-52.827842217133934
contemp_al_base_routes_uncertainty_rewire_embedded,550,reuse,joint,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-52.81635236786399
contemp_al_base_routes_uncertainty_rewire_embedded,550,reuse,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-52.81635236786399
contemp_al_base_routes_uncertainty_rewire_embedded,550,recycling_postcons,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",2.092022450098476
contemp_al_base_routes_uncertainty_rewire_embedded,550,recycling_postcons,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-44.401578551274774
contemp_al_base_routes_uncertainty_rewire_embedded,550,landfill,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.13195727302407192
contemp_al_base_routes_uncertainty_rewire_embedded,550,landfill,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.13195727302407192
contemp_al_base_routes_uncertainty_rewire_embedded,551,reuse,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.010627809934237297
contemp_al_base_routes_uncertainty_rewire_embedded,551,reuse,staged_total,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-56.03572878747851
contemp_al_base_routes_uncertainty_rewire_embedded,551,reuse,joint,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-56.02510097754428
contemp_al_base_routes_uncertainty_rewire_embedded,551,reuse,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-56.02510097754428
contemp_al_base_routes_uncertainty_rewire_embedded,551,recycling_postcons,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",2.0287708213264377
contemp_al_base_routes_uncertainty_rewire_embedded,551,recycling_postcons,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-47.38662639025726
contemp_al_base_routes_uncertainty_rewire_embedded,551,landfill,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.08366883092586219
contemp_al_base_routes_uncertainty_rewire_embedded,551,landfill,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.08366883092586219
contemp_al_base_routes_uncertainty_rewire_embedded,552,reuse,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.012330176967284195
contemp_al_base_routes_uncertainty_rewire_embedded,552,reuse,staged_total,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-47.8729076177777
contemp_al_base_routes_uncertainty_rewire_embedded,552,reuse,joint,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-47.86057744081035
contemp_al_base_routes_uncertainty_rewire_embedded,552,reuse,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-47.86057744081035
contemp_al_base_routes_uncertainty_rewire_embedded,552,recycling_postcons,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",2.051038858746808
contemp_al_base_routes_uncertainty_rewire_embedded,552,recycling_postcons,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-40.92047733322188
contemp_al_base_routes_uncertainty_rewire_embedded,552,landfill,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",0.09176629810817814
