tag,adaptive,iterations_max,iterations_run,stop_reason,min_iter,check_every,stable_checks,q_probs,qrmse_rel_tol,seed,run_all_methods_mc
contemp_al_base_routes_uncertainty_rewire_embedded,True,12000,1800,converged_qrmse,1200,200,3,"0.05,0.1,0.25,0.5,0.75,0.9,0.95",0.01,123,False
