tag,n,qrmse,qrmse_rel,denom_abs_median,meets_tol,stable_hits,tol_qrmse_rel,q_probs,n_keys
contemp_al_base_routes_uncertainty_rewire_embedded,800,inf,inf,48.76892989469019,False,0,0.01,"0.05,0.1,0.25,0.5,0.75,0.9,0.95",10
contemp_al_base_routes_uncertainty_rewire_embedded,1000,0.13382918590826728,0.0027468198269712234,48.721501350102685,True,1,0.01,"0.05,0.1,0.25,0.5,0.75,0.9,0.95",10
contemp_al_base_routes_uncertainty_rewire_embedded,1200,0.09936829829391783,0.0020400138543832224,48.709619339306315,True,2,0.01,"0.05,0.1,0.25,0.5,0.75,0.9,0.95",10
contemp_al_base_routes_uncertainty_rewire_embedded,1400,0.1122727989331032,0.002309435249506281,48.614828650036955,True,3,0.01,"0.05,0.1,0.25,0.5,0.75,0.9,0.95",10
