tag,route,case,method,n,mean,sd,p2_5,p50,p97_5,min,max
contemp_al_base_routes_uncertainty_rewire_embedded,reuse,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",1000,0.012701520218484365,0.0016211477831107276,0.009922716358721459,0.012569521436815091,0.01643520491777559,0.008300004374189915,0.020121657707639386
contemp_al_base_routes_uncertainty_rewire_embedded,reuse,staged_total,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",1000,-51.49040737731817,4.786706502260775,-61.12046127774227,-51.25986391441165,-42.569975818845485,-67.44073441431189,-35.870186560027626
contemp_al_base_routes_uncertainty_rewire_embedded,reuse,joint,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",1000,-51.477705857099686,4.786622415255193,-61.10699381994646,-51.24742078621855,-42.55971293115514,-67.42932457837436,-35.85848485520871
contemp_al_base_routes_uncertainty_rewire_embedded,recycling_postcons,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",1000,2.2709333628775084,0.2705500889014113,1.805964666352913,2.253210774490661,2.8791234829504537,1.6472337172915064,3.290421824373492
contemp_al_base_routes_uncertainty_rewire_embedded,recycling_postcons,net_wrapper,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",1000,-45.883684001363804,4.986839547617587,-56.24573348318719,-45.58126792349924,-36.56587971724591,-63.295367574650086,-31.666863751950586
contemp_al_base_routes_uncertainty_rewire_embedded,landfill,c3c4,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",1000,0.1118940353351913,0.020723384337865115,0.08002420916670369,0.10986327592228987,0.15840246060470164,0.06593994523775325,0.25157232567583315
contemp_al_base_routes_uncertainty_rewire_embedded,recycling_postcons,staged_total,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",1000,-48.15461736424132,4.987526132325045,-58.4453845364048,-47.847267598139055,-38.85655362830611,-65.50226721094835,-33.77508713729144
contemp_al_base_routes_uncertainty_rewire_embedded,recycling_postcons,joint,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",1000,-45.883684001363804,4.986839547617587,-56.24573348318719,-45.58126792349924,-36.56587971724591,-63.295367574650086,-31.666863751950586
