scenario,case,bg_db,method_0,method_1,method_2,method,score,solver,tech_shape,n_activities,n_products,error
SSP1VLLO_2050,gateA_only,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,"ReCiPe 2016 v1.03, midpoint (H)",climate change,global warming potential (GWP100),"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-1.6693909841465699e-18,least_squares,"(107022, 107025)",107025,107022,
SSP1VLLO_2050,gateA_only,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,"ReCiPe 2016 v1.03, midpoint (H)",ozone depletion,ozone depletion potential (ODPinfinite),"ReCiPe 2016 v1.03, midpoint (H) | ozone depletion | ozone depletion potential (ODPinfinite)",2.111532873825658e-38,least_squares,"(107022, 107025)",107025,107022,
SSP1VLLO_2050,gateA_only,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,"ReCiPe 2016 v1.03, midpoint (H)",particulate matter formation,particulate matter formation potential (PMFP),"ReCiPe 2016 v1.03, midpoint (H) | particulate matter formation | particulate matter formation potential (PMFP)",3.4371294929181783e-20,least_squares,"(107022, 107025)",107025,107022,
SSP1VLLO_2050,gateA_only,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,"ReCiPe 2016 v1.03, midpoint (H)",photochemical oxidant formation: human health,photochemical oxidant formation potential: humans (HOFP),"ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: human health | photochemical oxidant formation potential: humans (HOFP)",7.487070224405847e-20,least_squares,"(107022, 107025)",107025,107022,
SSP1VLLO_2050,gateA_only,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,"ReCiPe 2016 v1.03, midpoint (H)",photochemical oxidant formation: terrestrial ecosystems,photochemical oxidant formation potential: ecosystems (EOFP),"ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: terrestrial ecosystems | photochemical oxidant formation potential: ecosystems (EOFP)",7.028899886778452e-20,least_squares,"(107022, 107025)",107025,107022,
SSP1VLLO_2050,gateA_only,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,"ReCiPe 2016 v1.03, midpoint (H)",water use,water consumption potential (WCP),"ReCiPe 2016 v1.03, midpoint (H) | water use | water consumption potential (WCP)",5.6848956500655e-19,least_squares,"(107022, 107025)",107025,107022,
SSP1VLLO_2050,degrease_only,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,"ReCiPe 2016 v1.03, midpoint (H)",climate change,global warming potential (GWP100),"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-7.990571706150599e-19,least_squares,"(107022, 107025)",107025,107022,
SSP1VLLO_2050,degrease_only,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,"ReCiPe 2016 v1.03, midpoint (H)",acidification: terrestrial,terrestrial acidification potential (TAP),"ReCiPe 2016 v1.03, midpoint (H) | acidification: terrestrial | terrestrial acidification potential (TAP)",5.689670029712995e-20,least_squares,"(107022, 107025)",107025,107022,
SSP1VLLO_2050,degrease_only,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,"ReCiPe 2016 v1.03, midpoint (H)",climate change,global warming potential (GWP1000),"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",-9.513931727449114e-19,least_squares,"(107022, 107025)",107025,107022,
SSP1VLLO_2050,degrease_only,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,"ReCiPe 2016 v1.03, midpoint (H)",ecotoxicity: freshwater,freshwater ecotoxicity potential (FETP),"ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: freshwater | freshwater ecotoxicity potential (FETP)",3.5228494172830457e-20,least_squares,"(107022, 107025)",107025,107022,
SSP1VLLO_2050,degrease_only,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,"ReCiPe 2016 v1.03, midpoint (H)",ecotoxicity: marine,marine ecotoxicity potential (METP),"ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: marine | marine ecotoxicity potential (METP)",5.66195998756084e-20,least_squares,"(107022, 107025)",107025,107022,
SSP1VLLO_2050,degrease_only,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,"ReCiPe 2016 v1.03, midpoint (H)",ecotoxicity: terrestrial,terrestrial ecotoxicity potential (TETP),"ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: terrestrial | terrestrial ecotoxicity potential (TETP)",4.566308129731704e-17,least_squares,"(107022, 107025)",107025,107022,
SSP1VLLO_2050,degrease_only,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,"ReCiPe 2016 v1.03, midpoint (H)","energy resources: non-renewable, fossil",fossil fuel potential (FFP),"ReCiPe 2016 v1.03, midpoint (H) | energy resources: non-renewable, fossil | fossil fuel potential (FFP)",-2.149357319920714e-37,least_squares,"(107022, 107025)",107025,107022,
SSP1VLLO_2050,degrease_only,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,"ReCiPe 2016 v1.03, midpoint (H)",eutrophication: freshwater,freshwater eutrophication potential (FEP),"ReCiPe 2016 v1.03, midpoint (H) | eutrophication: freshwater | freshwater eutrophication potential (FEP)",3.128944514220508e-32,least_squares,"(107022, 107025)",107025,107022,
SSP1VLLO_2050,degrease_only,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,"ReCiPe 2016 v1.03, midpoint (H)",eutrophication: marine,marine eutrophication potential (MEP),"ReCiPe 2016 v1.03, midpoint (H) | eutrophication: marine | marine eutrophication potential (MEP)",6.189724932939452e-30,least_squares,"(107022, 107025)",107025,107022,
SSP1VLLO_2050,degrease_only,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,"ReCiPe 2016 v1.03, midpoint (H)",human toxicity: carcinogenic,human toxicity potential (HTPc),"ReCiPe 2016 v1.03, midpoint (H) | human toxicity: carcinogenic | human toxicity potential (HTPc)",1.654239694304886e-20,least_squares,"(107022, 107025)",107025,107022,
SSP1VLLO_2050,degrease_only,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,"ReCiPe 2016 v1.03, midpoint (H)",human toxicity: non-carcinogenic,human toxicity potential (HTPnc),"ReCiPe 2016 v1.03, midpoint (H) | human toxicity: non-carcinogenic | human toxicity potential (HTPnc)",4.350900354360223e-18,least_squares,"(107022, 107025)",107025,107022,
SSP1VLLO_2050,degrease_only,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,"ReCiPe 2016 v1.03, midpoint (H)",ionising radiation,ionising radiation potential (IRP),"ReCiPe 2016 v1.03, midpoint (H) | ionising radiation | ionising radiation potential (IRP)",9.821453273570812e-30,least_squares,"(107022, 107025)",107025,107022,
SSP1VLLO_2050,degrease_only,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,"ReCiPe 2016 v1.03, midpoint (H)",land use,agricultural land occupation (LOP),"ReCiPe 2016 v1.03, midpoint (H) | land use | agricultural land occupation (LOP)",-1.760980172945865e-18,least_squares,"(107022, 107025)",107025,107022,
SSP1VLLO_2050,degrease_only,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,"ReCiPe 2016 v1.03, midpoint (H)",material resources: metals/minerals,surplus ore potential (SOP),"ReCiPe 2016 v1.03, midpoint (H) | material resources: metals/minerals | surplus ore potential (SOP)",8.160128448831417e-18,least_squares,"(107022, 107025)",107025,107022,
SSP1VLLO_2050,degrease_only,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,"ReCiPe 2016 v1.03, midpoint (H)",ozone depletion,ozone depletion potential (ODPinfinite),"ReCiPe 2016 v1.03, midpoint (H) | ozone depletion | ozone depletion potential (ODPinfinite)",1.0106892706673984e-38,least_squares,"(107022, 107025)",107025,107022,
SSP1VLLO_2050,degrease_only,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,"ReCiPe 2016 v1.03, midpoint (H)",particulate matter formation,particulate matter formation potential (PMFP),"ReCiPe 2016 v1.03, midpoint (H) | particulate matter formation | particulate matter formation potential (PMFP)",1.645188571794067e-20,least_squares,"(107022, 107025)",107025,107022,
SSP1VLLO_2050,degrease_only,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,"ReCiPe 2016 v1.03, midpoint (H)",photochemical oxidant formation: human health,photochemical oxidant formation potential: humans (HOFP),"ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: human health | photochemical oxidant formation potential: humans (HOFP)",3.58370040922857e-20,least_squares,"(107022, 107025)",107025,107022,
SSP1VLLO_2050,degrease_only,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,"ReCiPe 2016 v1.03, midpoint (H)",photochemical oxidant formation: terrestrial ecosystems,photochemical oxidant formation potential: ecosystems (EOFP),"ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: terrestrial ecosystems | photochemical oxidant formation potential: ecosystems (EOFP)",3.364396305436305e-20,least_squares,"(107022, 107025)",107025,107022,
SSP1VLLO_2050,degrease_only,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,"ReCiPe 2016 v1.03, midpoint (H)",water use,water consumption potential (WCP),"ReCiPe 2016 v1.03, midpoint (H) | water use | water consumption potential (WCP)",2.721086119887462e-19,least_squares,"(107022, 107025)",107025,107022,
SSP1VLLO_2050,c3c4_only,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,"ReCiPe 2016 v1.03, midpoint (H)",climate change,global warming potential (GWP100),"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",-1.8191649439826075e-19,least_squares,"(107022, 107025)",107025,107022,
SSP1VLLO_2050,c3c4_only,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,"ReCiPe 2016 v1.03, midpoint (H)",acidification: terrestrial,terrestrial acidification potential (TAP),"ReCiPe 2016 v1.03, midpoint (H) | acidification: terrestrial | terrestrial acidification potential (TAP)",1.2953326296909403e-20,least_squares,"(107022, 107025)",107025,107022,
SSP1VLLO_2050,c3c4_only,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,"ReCiPe 2016 v1.03, midpoint (H)",climate change,global warming potential (GWP1000),"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",-2.1659790706460778e-19,least_squares,"(107022, 107025)",107025,107022,
SSP1VLLO_2050,c3c4_only,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,"ReCiPe 2016 v1.03, midpoint (H)",ecotoxicity: freshwater,freshwater ecotoxicity potential (FETP),"ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: freshwater | freshwater ecotoxicity potential (FETP)",8.020257371454024e-21,least_squares,"(107022, 107025)",107025,107022,
SSP1VLLO_2050,c3c4_only,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,"ReCiPe 2016 v1.03, midpoint (H)",ecotoxicity: marine,marine ecotoxicity potential (METP),"ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: marine | marine ecotoxicity potential (METP)",1.2890240526413066e-20,least_squares,"(107022, 107025)",107025,107022,
SSP1VLLO_2050,c3c4_only,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,"ReCiPe 2016 v1.03, midpoint (H)",ecotoxicity: terrestrial,terrestrial ecotoxicity potential (TETP),"ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: terrestrial | terrestrial ecotoxicity potential (TETP)",1.0395836466395474e-17,least_squares,"(107022, 107025)",107025,107022,
SSP1VLLO_2050,c3c4_only,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,"ReCiPe 2016 v1.03, midpoint (H)","energy resources: non-renewable, fossil",fossil fuel potential (FFP),"ReCiPe 2016 v1.03, midpoint (H) | energy resources: non-renewable, fossil | fossil fuel potential (FFP)",-4.893311307727742e-38,least_squares,"(107022, 107025)",107025,107022,
SSP1VLLO_2050,c3c4_only,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,"ReCiPe 2016 v1.03, midpoint (H)",eutrophication: freshwater,freshwater eutrophication potential (FEP),"ReCiPe 2016 v1.03, midpoint (H) | eutrophication: freshwater | freshwater eutrophication potential (FEP)",7.123477995378414e-33,least_squares,"(107022, 107025)",107025,107022,
SSP1VLLO_2050,c3c4_only,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,"ReCiPe 2016 v1.03, midpoint (H)",eutrophication: marine,marine eutrophication potential (MEP),"ReCiPe 2016 v1.03, midpoint (H) | eutrophication: marine | marine eutrophication potential (MEP)",1.409177093324838e-30,least_squares,"(107022, 107025)",107025,107022,
SSP1VLLO_2050,c3c4_only,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,"ReCiPe 2016 v1.03, midpoint (H)",human toxicity: carcinogenic,human toxicity potential (HTPc),"ReCiPe 2016 v1.03, midpoint (H) | human toxicity: carcinogenic | human toxicity potential (HTPc)",3.7661070715401046e-21,least_squares,"(107022, 107025)",107025,107022,
SSP1VLLO_2050,c3c4_only,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,"ReCiPe 2016 v1.03, midpoint (H)",human toxicity: non-carcinogenic,human toxicity potential (HTPnc),"ReCiPe 2016 v1.03, midpoint (H) | human toxicity: non-carcinogenic | human toxicity potential (HTPnc)",9.905430663122723e-19,least_squares,"(107022, 107025)",107025,107022,
SSP1VLLO_2050,c3c4_only,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,"ReCiPe 2016 v1.03, midpoint (H)",ionising radiation,ionising radiation potential (IRP),"ReCiPe 2016 v1.03, midpoint (H) | ionising radiation | ionising radiation potential (IRP)",2.2359906338687173e-30,least_squares,"(107022, 107025)",107025,107022,
SSP1VLLO_2050,c3c4_only,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,"ReCiPe 2016 v1.03, midpoint (H)",land use,agricultural land occupation (LOP),"ReCiPe 2016 v1.03, midpoint (H) | land use | agricultural land occupation (LOP)",-4.009116638306665e-19,least_squares,"(107022, 107025)",107025,107022,
SSP1VLLO_2050,c3c4_only,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,"ReCiPe 2016 v1.03, midpoint (H)",material resources: metals/minerals,surplus ore potential (SOP),"ReCiPe 2016 v1.03, midpoint (H) | material resources: metals/minerals | surplus ore potential (SOP)",1.857766898087473e-18,least_squares,"(107022, 107025)",107025,107022,
SSP1VLLO_2050,c3c4_only,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,"ReCiPe 2016 v1.03, midpoint (H)",ozone depletion,ozone depletion potential (ODPinfinite),"ReCiPe 2016 v1.03, midpoint (H) | ozone depletion | ozone depletion potential (ODPinfinite)",2.3009748960981436e-39,least_squares,"(107022, 107025)",107025,107022,
SSP1VLLO_2050,c3c4_only,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,"ReCiPe 2016 v1.03, midpoint (H)",particulate matter formation,particulate matter formation potential (PMFP),"ReCiPe 2016 v1.03, midpoint (H) | particulate matter formation | particulate matter formation potential (PMFP)",3.745500930476492e-21,least_squares,"(107022, 107025)",107025,107022,
SSP1VLLO_2050,c3c4_only,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,"ReCiPe 2016 v1.03, midpoint (H)",photochemical oxidant formation: human health,photochemical oxidant formation potential: humans (HOFP),"ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: human health | photochemical oxidant formation potential: humans (HOFP)",8.158793130123063e-21,least_squares,"(107022, 107025)",107025,107022,
SSP1VLLO_2050,c3c4_only,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,"ReCiPe 2016 v1.03, midpoint (H)",photochemical oxidant formation: terrestrial ecosystems,photochemical oxidant formation potential: ecosystems (EOFP),"ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: terrestrial ecosystems | photochemical oxidant formation potential: ecosystems (EOFP)",7.659516792507236e-21,least_squares,"(107022, 107025)",107025,107022,
SSP1VLLO_2050,c3c4_only,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,"ReCiPe 2016 v1.03, midpoint (H)",water use,water consumption potential (WCP),"ReCiPe 2016 v1.03, midpoint (H) | water use | water consumption potential (WCP)",6.194931552940799e-20,least_squares,"(107022, 107025)",107025,107022,
SSP1VLLO_2050,stageD_only,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,"ReCiPe 2016 v1.03, midpoint (H)",climate change,global warming potential (GWP100),"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)",5.590609818446613e-22,least_squares,"(107022, 107025)",107025,107022,
SSP1VLLO_2050,stageD_only,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,"ReCiPe 2016 v1.03, midpoint (H)",acidification: terrestrial,terrestrial acidification potential (TAP),"ReCiPe 2016 v1.03, midpoint (H) | acidification: terrestrial | terrestrial acidification potential (TAP)",4.983543930661902e-22,least_squares,"(107022, 107025)",107025,107022,
SSP1VLLO_2050,stageD_only,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,"ReCiPe 2016 v1.03, midpoint (H)",climate change,global warming potential (GWP1000),"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",5.590609820486562e-22,least_squares,"(107022, 107025)",107025,107022,
SSP1VLLO_2050,stageD_only,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,"ReCiPe 2016 v1.03, midpoint (H)",ecotoxicity: freshwater,freshwater ecotoxicity potential (FETP),"ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: freshwater | freshwater ecotoxicity potential (FETP)",3.0024533312881958e-22,least_squares,"(107022, 107025)",107025,107022,
SSP1VLLO_2050,stageD_only,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,"ReCiPe 2016 v1.03, midpoint (H)",ecotoxicity: marine,marine ecotoxicity potential (METP),"ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: marine | marine ecotoxicity potential (METP)",4.825587291701417e-22,least_squares,"(107022, 107025)",107025,107022,
SSP1VLLO_2050,stageD_only,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,"ReCiPe 2016 v1.03, midpoint (H)",ecotoxicity: terrestrial,terrestrial ecotoxicity potential (TETP),"ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: terrestrial | terrestrial ecotoxicity potential (TETP)",3.8917720874612814e-19,least_squares,"(107022, 107025)",107025,107022,
SSP1VLLO_2050,stageD_only,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,"ReCiPe 2016 v1.03, midpoint (H)","energy resources: non-renewable, fossil",fossil fuel potential (FFP),"ReCiPe 2016 v1.03, midpoint (H) | energy resources: non-renewable, fossil | fossil fuel potential (FFP)",0.0,least_squares,"(107022, 107025)",107025,107022,
SSP1VLLO_2050,stageD_only,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,"ReCiPe 2016 v1.03, midpoint (H)",eutrophication: freshwater,freshwater eutrophication potential (FEP),"ReCiPe 2016 v1.03, midpoint (H) | eutrophication: freshwater | freshwater eutrophication potential (FEP)",2.684646604813876e-34,least_squares,"(107022, 107025)",107025,107022,
SSP1VLLO_2050,stageD_only,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,"ReCiPe 2016 v1.03, midpoint (H)",eutrophication: marine,marine eutrophication potential (MEP),"ReCiPe 2016 v1.03, midpoint (H) | eutrophication: marine | marine eutrophication potential (MEP)",5.287463401436879e-32,least_squares,"(107022, 107025)",107025,107022,
SSP1VLLO_2050,stageD_only,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,"ReCiPe 2016 v1.03, midpoint (H)",human toxicity: carcinogenic,human toxicity potential (HTPc),"ReCiPe 2016 v1.03, midpoint (H) | human toxicity: carcinogenic | human toxicity potential (HTPc)",1.4098750424664756e-22,least_squares,"(107022, 107025)",107025,107022,
SSP1VLLO_2050,stageD_only,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,"ReCiPe 2016 v1.03, midpoint (H)",human toxicity: non-carcinogenic,human toxicity potential (HTPnc),"ReCiPe 2016 v1.03, midpoint (H) | human toxicity: non-carcinogenic | human toxicity potential (HTPnc)",3.7081845281730034e-20,least_squares,"(107022, 107025)",107025,107022,
SSP1VLLO_2050,stageD_only,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,"ReCiPe 2016 v1.03, midpoint (H)",ionising radiation,ionising radiation potential (IRP),"ReCiPe 2016 v1.03, midpoint (H) | ionising radiation | ionising radiation potential (IRP)",8.370630347573549e-32,least_squares,"(107022, 107025)",107025,107022,
SSP1VLLO_2050,stageD_only,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,"ReCiPe 2016 v1.03, midpoint (H)",land use,agricultural land occupation (LOP),"ReCiPe 2016 v1.03, midpoint (H) | land use | agricultural land occupation (LOP)",2.0194261646471184e-24,least_squares,"(107022, 107025)",107025,107022,
SSP1VLLO_2050,stageD_only,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,"ReCiPe 2016 v1.03, midpoint (H)",material resources: metals/minerals,surplus ore potential (SOP),"ReCiPe 2016 v1.03, midpoint (H) | material resources: metals/minerals | surplus ore potential (SOP)",6.954712477150354e-20,least_squares,"(107022, 107025)",107025,107022,
SSP1VLLO_2050,stageD_only,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,"ReCiPe 2016 v1.03, midpoint (H)",ozone depletion,ozone depletion potential (ODPinfinite),"ReCiPe 2016 v1.03, midpoint (H) | ozone depletion | ozone depletion potential (ODPinfinite)",8.633756586978167e-39,least_squares,"(107022, 107025)",107025,107022,
SSP1VLLO_2050,stageD_only,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,"ReCiPe 2016 v1.03, midpoint (H)",particulate matter formation,particulate matter formation potential (PMFP),"ReCiPe 2016 v1.03, midpoint (H) | particulate matter formation | particulate matter formation potential (PMFP)",1.4663540266236203e-22,least_squares,"(107022, 107025)",107025,107022,
SSP1VLLO_2050,stageD_only,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,"ReCiPe 2016 v1.03, midpoint (H)",photochemical oxidant formation: human health,photochemical oxidant formation potential: humans (HOFP),"ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: human health | photochemical oxidant formation potential: humans (HOFP)",3.733368995694714e-22,least_squares,"(107022, 107025)",107025,107022,
SSP1VLLO_2050,stageD_only,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,"ReCiPe 2016 v1.03, midpoint (H)",photochemical oxidant formation: terrestrial ecosystems,photochemical oxidant formation potential: ecosystems (EOFP),"ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: terrestrial ecosystems | photochemical oxidant formation potential: ecosystems (EOFP)",3.733368996780904e-22,least_squares,"(107022, 107025)",107025,107022,
