mode,runner,scenario,bg_db,fg_db,route,case,solver,tech_shape,n_activities,n_products,"ReCiPe 2016 v1.03, midpoint (H) | acidification: terrestrial | terrestrial acidification potential (TAP)","ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)","ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)","ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: freshwater | freshwater ecotoxicity potential (FETP)","ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: marine | marine ecotoxicity potential (METP)","ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: terrestrial | terrestrial ecotoxicity potential (TETP)","ReCiPe 2016 v1.03, midpoint (H) | energy resources: non-renewable, fossil | fossil fuel potential (FFP)","ReCiPe 2016 v1.03, midpoint (H) | eutrophication: freshwater | freshwater eutrophication potential (FEP)","ReCiPe 2016 v1.03, midpoint (H) | eutrophication: marine | marine eutrophication potential (MEP)","ReCiPe 2016 v1.03, midpoint (H) | human toxicity: carcinogenic | human toxicity potential (HTPc)","ReCiPe 2016 v1.03, midpoint (H) | human toxicity: non-carcinogenic | human toxicity potential (HTPnc)","ReCiPe 2016 v1.03, midpoint (H) | ionising radiation | ionising radiation potential (IRP)","ReCiPe 2016 v1.03, midpoint (H) | land use | agricultural land occupation (LOP)","ReCiPe 2016 v1.03, midpoint (H) | material resources: metals/minerals | surplus ore potential (SOP)","ReCiPe 2016 v1.03, midpoint (H) | ozone depletion | ozone depletion potential (ODPinfinite)","ReCiPe 2016 v1.03, midpoint (H) | particulate matter formation | particulate matter formation potential (PMFP)","ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: human health | photochemical oxidant formation potential: humans (HOFP)","ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: terrestrial ecosystems | photochemical oxidant formation potential: ecosystems (EOFP)","ReCiPe 2016 v1.03, midpoint (H) | water use | water consumption potential (WCP)"
prospect,msfsc,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,msfsc,c3c4,standard,"(107292, 107292)",107292,107292,-0.03963557456676314,0.03102055668142029,-0.03426414356029368,45.85684960053513,54.57038717350409,-74.0934932714499,-0.10505223877100509,-0.0020102434421181686,0.00017845064084221293,2.5531805181331526,-29.206511890910942,-0.02711962661988667,-0.2744413239075464,0.12251180745925754,-1.0438556990323727e-06,-0.010201665638273278,-0.00832113804447414,-0.008562712665615783,0.002159825179261314
prospect,msfsc,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,msfsc,degrease_only,standard,"(107292, 107292)",107292,107292,6.045345881242635e-05,0.016736677554323252,0.024677647076029933,0.0017215051951967079,0.002300684647714796,0.10195978565149214,0.004481449451350527,6.424242475644527e-05,0.00013239938028274212,0.010619771578853134,0.10441747066259902,-2.761135447735858e-05,0.0030003100135789435,0.00025759715021205913,3.241701804726856e-08,3.337706777410222e-05,4.629956248678572e-05,4.923360875136351e-05,0.003294024628942166
prospect,msfsc,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,msfsc,gateA_only,standard,"(107292, 107292)",107292,107292,-0.03969602660593497,0.014283878616265979,-0.0589417885284007,45.85512645543273,54.568084537349584,-74.19545040366528,-0.10953368430512575,-0.0020744857926852196,4.6051258912549464e-05,2.5425606556252505,-29.310928313333058,-0.027092014296523373,-0.27744162399903954,0.12225420593689412,-1.0762726785891279e-06,-0.010235042340013744,-0.008367437307718042,-0.00861194596637995,-0.0011341994091187255
prospect,msfsc,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,msfsc,joint,standard,"(107292, 107292)",107292,107292,-0.2308125001707324,-18.17273743379493,-19.088209951320863,42.76036259019353,50.423815192231764,-183.80500442047554,-4.112861925935885,-0.008816518351019698,-0.00023657312854800038,-41.209695110315266,-75.51783867001242,0.2083268241495598,-1.0388304412567015,-0.46181769219336627,-5.446460751737174e-06,-0.07722536493347759,-0.07485446624726289,-0.07680349072769146,0.05958973171200547
prospect,msfsc,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,msfsc,stageD_only,standard,"(107292, 107292)",107292,107292,-0.19117692560396943,-18.20375799047636,-19.05394580776058,-3.096487010341539,-4.1465719812723325,-109.71151114902558,-4.00780968716488,-0.0068062749089015245,-0.000415023769390213,-43.76287562844843,-46.31132677910146,0.23544645076944645,-0.7643891173491543,-0.5843294996526234,-4.402605052704808e-06,-0.06702369929520431,-0.06653332820278864,-0.06824077806207558,0.05742990653274451
prospect,msfsc,SSP1VLLO_2050,prospective_conseq_IMAGE_SSP1VLLO_2050_PERF,mtcw_foreground_prospective,msfsc,staged_total,standard,"(107292, 107292)",107292,107292,-0.2308125001707324,-18.17273743379493,-19.088209951320863,42.76036259019353,50.423815192231764,-183.80500442047554,-4.112861925935885,-0.008816518351019697,-0.00023657312854800038,-41.209695110315266,-75.51783867001244,0.20832682414955975,-1.038830441256701,-0.46181769219336616,-5.446460751737174e-06,-0.07722536493347759,-0.07485446624726287,-0.07680349072769146,0.059589731712005475
