route,scenario,project,fg_db,stage,scaling_note,method,total_score,flow_key,flow_name,flow_categories,flow_unit,contribution,percent_of_total_abs
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",-2.7138961999828464,255536747525513356,Tetrafluoromethane,air,kilogram,0.05662243122055355,2.0863889790962324
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",-2.7138961999828464,255536748129493056,"Carbon dioxide, from soil or biomass stock",air / non-urban air or from high stacks,kilogram,0.026096173355555863,0.9615759569478305
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",-2.7138961999828464,255536747361935375,"Methane, fossil",air / urban air close to ground,kilogram,-0.01901673131905779,-0.700716973596042
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",-2.7138961999828464,255536747487764501,"Carbon dioxide, non-fossil",air,kilogram,-0.0183872332941049,-0.6775216124412244
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",-2.7138961999828464,255536747840086030,Sulfur hexafluoride,air,kilogram,0.011062399356476764,0.40762057725519074
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",-2.7138961999828464,255536747504541743,Hexafluoroethane,air,kilogram,0.008289409134078246,0.3054431165838487
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",-2.7138961999828464,255536748305653794,Dinitrogen monoxide,air / non-urban air or from high stacks,kilogram,0.005748574339155408,0.2118199781993041
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",-2.7138961999828464,255536748305653796,Dinitrogen monoxide,air,kilogram,0.0029399807040403595,0.10833062458538179
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",-2.7138961999828464,255536747840086028,Sulfur hexafluoride,air / non-urban air or from high stacks,kilogram,-0.0027029447756647712,-0.09959646856360445
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",-2.7138961999828464,255536747361935377,"Methane, non-fossil",air / urban air close to ground,kilogram,0.002394423862083666,0.08822827719419779
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",-2.7138961999828464,255536747525513347,"Methane, fossil",air,kilogram,-0.000859411232455828,-0.03166706348095628
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",-2.7138961999828464,255536747525513360,Trifluoromethane,air / non-urban air or from high stacks,kilogram,-0.0007766397194600285,-0.028617149007575803
