route,scenario,project,fg_db,stage,scaling_note,method,total_score,flow_key,flow_name,flow_categories,flow_unit,contribution,percent_of_total_abs
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,stageD,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",-11.243129999066364,255536747487764501,"Carbon dioxide, non-fossil",air,kilogram,-0.048845341121125575,-0.4344461117605304
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,stageD,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",-11.243129999066364,255536748305653793,Dinitrogen monoxide,air / urban air close to ground,kilogram,-0.027856995767900787,-0.2477690444761739
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,stageD,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",-11.243129999066364,255536748129493056,"Carbon dioxide, from soil or biomass stock",air / non-urban air or from high stacks,kilogram,0.0263400362157656,0.23427672025452784
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,stageD,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",-11.243129999066364,255536747361935375,"Methane, fossil",air / urban air close to ground,kilogram,-0.025114764853487938,-0.2233787642371251
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,stageD,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",-11.243129999066364,255536747840086030,Sulfur hexafluoride,air,kilogram,0.012539549487883897,0.11153077024747725
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,stageD,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",-11.243129999066364,255536748305653794,Dinitrogen monoxide,air / non-urban air or from high stacks,kilogram,-0.012028419044402855,-0.10698461234017309
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,stageD,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",-11.243129999066364,255536747504541743,Hexafluoroethane,air,kilogram,0.009793160874021888,0.08710351009758953
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,stageD,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",-11.243129999066364,255536747525513312,"Methane, non-fossil",air / non-urban air or from high stacks,kilogram,-0.007939471577542375,-0.07061620365682575
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,stageD,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",-11.243129999066364,255536747840086028,Sulfur hexafluoride,air / non-urban air or from high stacks,kilogram,-0.0024175436717539757,-0.02150240788779219
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,stageD,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",-11.243129999066364,255536747487764499,"Carbon dioxide, non-fossil",air / non-urban air or from high stacks,kilogram,-0.0016818360430270094,-0.01495878855057862
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,stageD,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",-11.243129999066364,255536748305653796,Dinitrogen monoxide,air,kilogram,0.0015084166614376497,0.01341634101502793
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,stageD,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",-11.243129999066364,255536747525513347,"Methane, fossil",air,kilogram,-0.0012657220307962219,-0.01125773722176412
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,stageD,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",-11.243129999066364,255536747525513360,Trifluoromethane,air / non-urban air or from high stacks,kilogram,-0.0010679012622291457,-0.00949825593333729
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,stageD,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",-11.243129999066364,255536748129493049,"Carbon dioxide, from soil or biomass stock",air,kilogram,-0.0007463798093536578,-0.0066385411305894156
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",-4.843766199373443,255536747198357612,"Carbon dioxide, non-fossil",air / urban air close to ground,kilogram,4.907653850899739,101.31896645908634
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",-4.843766199373443,255536747198357610,"Carbon dioxide, fossil",air / urban air close to ground,kilogram,-3.9808770954202255,-82.18557485155178
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",-4.843766199373443,255536747487764502,"Carbon dioxide, fossil",air / non-urban air or from high stacks,kilogram,-3.2386793128962106,-66.86283316719837
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",-4.843766199373443,255536747487764505,"Carbon dioxide, fossil",air,kilogram,-2.6208777928113847,-54.108263795853816
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",-4.843766199373443,255536747525513345,"Methane, fossil",air / non-urban air or from high stacks,kilogram,-1.068243400754979,-22.053983548858323
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",-4.843766199373443,255536748305653793,Dinitrogen monoxide,air / urban air close to ground,kilogram,0.5627270442040263,11.617551736432219
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",-4.843766199373443,255536747487764499,"Carbon dioxide, non-fossil",air / non-urban air or from high stacks,kilogram,0.3692502475585409,7.623205422390219
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",-4.843766199373443,255536747525513312,"Methane, non-fossil",air / non-urban air or from high stacks,kilogram,0.1856160253985631,3.832059966531274
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",-4.843766199373443,255536747525513356,Tetrafluoromethane,air,kilogram,0.055954402984471276,1.1551838111366557
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",-4.843766199373443,255536747487764501,"Carbon dioxide, non-fossil",air,kilogram,-0.03847578030269129,-0.7943360335531524
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",-4.843766199373443,255536748129493056,"Carbon dioxide, from soil or biomass stock",air / non-urban air or from high stacks,kilogram,0.02499488756201986,0.5160217593750299
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",-4.843766199373443,255536747361935375,"Methane, fossil",air / urban air close to ground,kilogram,-0.018529157667492736,-0.38253616927029926
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",-4.843766199373443,255536747840086030,Sulfur hexafluoride,air,kilogram,0.008873780138388934,0.18320000952021148
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",-4.843766199373443,255536747504541743,Hexafluoroethane,air,kilogram,0.008175930229777771,0.1687928337836652
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",-4.843766199373443,255536747361935377,"Methane, non-fossil",air / urban air close to ground,kilogram,0.0023921294025882537,0.049385732178767905
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",-4.843766199373443,255536747840086028,Sulfur hexafluoride,air / non-urban air or from high stacks,kilogram,-0.002114519609822083,-0.043654452398953596
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",-4.843766199373443,255536748305653796,Dinitrogen monoxide,air,kilogram,0.001825449351856406,0.037686570257923144
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",-4.843766199373443,255536748305653794,Dinitrogen monoxide,air / non-urban air or from high stacks,kilogram,-0.0016570727544748566,-0.03421041987305672
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",-4.843766199373443,255536747525513347,"Methane, fossil",air,kilogram,-0.0008822468952179264,-0.018214068534770485
Hydrolysis,SSP2M_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",-4.843766199373443,255536747525513360,Trifluoromethane,air / non-urban air or from high stacks,kilogram,-0.0008104666075446359,-0.016732157874372065
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,c3c4,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",7.015863834958455,255536747198357612,"Carbon dioxide, non-fossil",air / urban air close to ground,kilogram,5.421029305303342,77.2681658713441
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,c3c4,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",7.015863834958455,255536748305653793,Dinitrogen monoxide,air / urban air close to ground,kilogram,0.5900038999530256,8.409568854702828
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,c3c4,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",7.015863834958455,255536747487764502,"Carbon dioxide, fossil",air / non-urban air or from high stacks,kilogram,-0.3844868889267401,-5.480250158375784
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,c3c4,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",7.015863834958455,255536747198357610,"Carbon dioxide, fossil",air / urban air close to ground,kilogram,0.3793878463941446,5.407571402736484
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,c3c4,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",7.015863834958455,255536747487764505,"Carbon dioxide, fossil",air,kilogram,0.3735742604877189,5.32470796577156
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,c3c4,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",7.015863834958455,255536747487764499,"Carbon dioxide, non-fossil",air / non-urban air or from high stacks,kilogram,0.37094908439392255,5.2872902485017965
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,c3c4,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",7.015863834958455,255536747525513312,"Methane, non-fossil",air / non-urban air or from high stacks,kilogram,0.19363221575692843,2.759919809049074
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,c3c4,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",7.015863834958455,255536747525513345,"Methane, fossil",air / non-urban air or from high stacks,kilogram,0.06815213128325504,0.9714004274665147
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,c3c4,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",7.015863834958455,255536748305653794,Dinitrogen monoxide,air / non-urban air or from high stacks,kilogram,0.010725688960469784,0.15287766713809517
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,c3c4,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",7.015863834958455,255536747525513356,Tetrafluoromethane,air,kilogram,-0.010154513209424076,-0.1447364636529353
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,c3c4,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",7.015863834958455,255536747361935375,"Methane, fossil",air / urban air close to ground,kilogram,0.006570950795313699,0.09365847100070765
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,c3c4,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",7.015863834958455,255536747487764501,"Carbon dioxide, non-fossil",air,kilogram,-0.0033561950469897517,-0.047837231821213445
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,c3c4,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",7.015863834958455,255536747361935377,"Methane, non-fossil",air / urban air close to ground,kilogram,0.002726892967232653,0.03886752980645328
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,c3c4,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",7.015863834958455,255536747840086030,Sulfur hexafluoride,air,kilogram,-0.0025420275725544094,-0.03623256711294857
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,c3c4,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",7.015863834958455,255536747504541743,Hexafluoroethane,air,kilogram,-0.0015575999582200092,-0.022201114429542413
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,c3c4,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",7.015863834958455,255536748129493056,"Carbon dioxide, from soil or biomass stock",air / non-urban air or from high stacks,kilogram,-0.0010285917628992764,-0.014660942502533152
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,c3c4,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",7.015863834958455,255536748305653796,Dinitrogen monoxide,air,kilogram,0.0007714500610427422,0.01099579580206192
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,c3c4,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",7.015863834958455,255536748129493049,"Carbon dioxide, from soil or biomass stock",air,kilogram,0.000673511237513767,0.009599833368455836
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,c3c4,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",7.015863834958455,255536747525513347,"Methane, fossil",air,kilogram,0.00038423601484361444,0.005476674346629331
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,c3c4,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",7.015863834958455,255536747525513360,Trifluoromethane,air / non-urban air or from high stacks,kilogram,0.0002651637807273794,0.0037794886982573488
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,stageD,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",-9.729806091292025,255536747198357610,"Carbon dioxide, fossil",air / urban air close to ground,kilogram,-4.348297338783201,-44.690483016664
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,stageD,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",-9.729806091292025,255536747487764505,"Carbon dioxide, fossil",air,kilogram,-2.9761176322740863,-30.587635604964937
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,stageD,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",-9.729806091292025,255536747525513345,"Methane, fossil",air / non-urban air or from high stacks,kilogram,-1.0501650114612149,-10.793277909218467
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,stageD,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",-9.729806091292025,255536747487764502,"Carbon dioxide, fossil",air / non-urban air or from high stacks,kilogram,-0.8799094800192075,-9.043443124798841
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,stageD,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",-9.729806091292025,255536747198357612,"Carbon dioxide, non-fossil",air / urban air close to ground,kilogram,-0.5056907081959788,-5.197335933020922
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,stageD,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",-9.729806091292025,255536747525513356,Tetrafluoromethane,air,kilogram,0.0667769907151474,0.6863136848627582
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,stageD,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",-9.729806091292025,255536748305653793,Dinitrogen monoxide,air / urban air close to ground,kilogram,-0.02774569888624179,-0.28516188941394854
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,stageD,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",-9.729806091292025,255536748129493056,"Carbon dioxide, from soil or biomass stock",air / non-urban air or from high stacks,kilogram,0.02712476627974922,0.2787801321552063
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,stageD,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",-9.729806091292025,255536747361935375,"Methane, fossil",air / urban air close to ground,kilogram,-0.025587663751108748,-0.26298225793018815
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,stageD,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",-9.729806091292025,255536747487764501,"Carbon dioxide, non-fossil",air,kilogram,-0.01503102513401972,-0.15448432366470466
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,stageD,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",-9.729806091292025,255536747840086030,Sulfur hexafluoride,air,kilogram,0.013604465624124158,0.13982257710459278
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,stageD,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",-9.729806091292025,255536747504541743,Hexafluoroethane,air,kilogram,0.009847016567063842,0.1012046537687603
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,stageD,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",-9.729806091292025,255536747525513312,"Methane, non-fossil",air / non-urban air or from high stacks,kilogram,-0.007708306940890735,-0.07922364401269529
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,stageD,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",-9.729806091292025,255536748305653794,Dinitrogen monoxide,air / non-urban air or from high stacks,kilogram,-0.004977365553584419,-0.05115585559345379
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,stageD,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",-9.729806091292025,255536747840086028,Sulfur hexafluoride,air / non-urban air or from high stacks,kilogram,-0.0026569116873621304,-0.027306933585655026
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,stageD,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",-9.729806091292025,255536748305653796,Dinitrogen monoxide,air,kilogram,0.002168541076593419,0.022287608368004565
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,stageD,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",-9.729806091292025,255536747487764499,"Carbon dioxide, non-fossil",air / non-urban air or from high stacks,kilogram,-0.0016394858797007265,-0.016850139296897524
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,stageD,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",-9.729806091292025,255536747525513347,"Methane, fossil",air,kilogram,-0.001243648724287649,-0.012781844906453878
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,stageD,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",-9.729806091292025,255536747525513360,Trifluoromethane,air / non-urban air or from high stacks,kilogram,-0.0010418031439455762,-0.010707337167571801
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,stageD,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",-9.729806091292025,255536748129493049,"Carbon dioxide, from soil or biomass stock",air,kilogram,-0.0007490681239249934,-0.0076986952966657165
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",-2.7138961999828464,255536747198357612,"Carbon dioxide, non-fossil",air / urban air close to ground,kilogram,4.915337525684678,181.1173738227625
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",-2.7138961999828464,255536747198357610,"Carbon dioxide, fossil",air / urban air close to ground,kilogram,-3.9689130392832146,-146.24409877239597
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",-2.7138961999828464,255536747487764505,"Carbon dioxide, fossil",air,kilogram,-2.602542920743896,-95.89692195155975
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",-2.7138961999828464,255536747487764502,"Carbon dioxide, fossil",air / non-urban air or from high stacks,kilogram,-1.2643616694652606,-46.588431402544145
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",-2.7138961999828464,255536747525513345,"Methane, fossil",air / non-urban air or from high stacks,kilogram,-0.9820085608755417,-36.18445542912616
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",-2.7138961999828464,255536748305653793,Dinitrogen monoxide,air / urban air close to ground,kilogram,0.5622582132828289,20.717749385049537
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",-2.7138961999828464,255536747487764499,"Carbon dioxide, non-fossil",air / non-urban air or from high stacks,kilogram,0.3693194576379861,13.608459219638558
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",-2.7138961999828464,255536747525513312,"Methane, non-fossil",air / non-urban air or from high stacks,kilogram,0.18592502918432446,6.850852629717365
