rank,contribution,share_percent_of_total,activity_key,activity_name,activity_location,activity_db,activity_code
1,-14.969875438046229,31.389574150018916,"('prospective_conseq_IMAGE_SSP5H_2050_PERF', 'eee326cac2824d19beaf4b42a0e7fee6')","electricity production, natural gas, combined cycle power plant",RoW,prospective_conseq_IMAGE_SSP5H_2050_PERF,eee326cac2824d19beaf4b42a0e7fee6
2,-9.417332214295632,19.74672728970784,"('prospective_conseq_IMAGE_SSP5H_2050_PERF', '75d7a42bf3664f8496cbc4757c6e381b')","heat production, at hard coal industrial furnace 1-10MW",RoW,prospective_conseq_IMAGE_SSP5H_2050_PERF,75d7a42bf3664f8496cbc4757c6e381b
3,-6.921622322179409,14.513599529912518,"('mtcw_foreground_prospective', 'AL_primary_liquid_INERT_CA__SSP5H_2050')","Primary aluminium, liquid (INERT anode heuristic) [CA; SSP5H_2050]",CA,mtcw_foreground_prospective,AL_primary_liquid_INERT_CA__SSP5H_2050
4,-3.1134938604332683,6.528527695648881,"('prospective_conseq_IMAGE_SSP5H_2050_PERF', '052d7b6f4d1a41729f59feda4aa3b9ac')",natural gas venting from petroleum/natural gas production,GLO,prospective_conseq_IMAGE_SSP5H_2050_PERF,052d7b6f4d1a41729f59feda4aa3b9ac
5,-1.7804882282484678,3.733415651662585,"('prospective_conseq_IMAGE_SSP5H_2050_PERF', '8832f4cc0889437487717de844346b41')",hard coal mine operation and hard coal preparation,CN,prospective_conseq_IMAGE_SSP5H_2050_PERF,8832f4cc0889437487717de844346b41
6,-0.9996373032664249,2.0960888675304616,"('prospective_conseq_IMAGE_SSP5H_2050_PERF', '8e3a5f2e2a4a4e80b8ac799b044ecddc')","heat and power co-generation, natural gas, 200kW electrical, lean burn",RoW,prospective_conseq_IMAGE_SSP5H_2050_PERF,8e3a5f2e2a4a4e80b8ac799b044ecddc
7,-0.7172486944438553,1.5039624859555984,"('prospective_conseq_IMAGE_SSP5H_2050_PERF', 'd9d227caff0048f88a7fcc9f6d791542')","heat production, heavy fuel oil, at industrial furnace 1MW",RoW,prospective_conseq_IMAGE_SSP5H_2050_PERF,d9d227caff0048f88a7fcc9f6d791542
8,-0.7107096322678158,1.4902510574339751,"('prospective_conseq_IMAGE_SSP5H_2050_PERF', 'e8a273d859ed4a64949de492cdb39eda')","sweet gas, burned in gas turbine",GLO,prospective_conseq_IMAGE_SSP5H_2050_PERF,e8a273d859ed4a64949de492cdb39eda
9,-0.6238006187196864,1.3080159455678704,"('prospective_conseq_IMAGE_SSP5H_2050_PERF', '13ee174ce9254597ae31bb3830d9f393')","transport, freight, sea, container ship",GLO,prospective_conseq_IMAGE_SSP5H_2050_PERF,13ee174ce9254597ae31bb3830d9f393
10,-0.47090650675457413,0.9874200204720127,"('prospective_conseq_IMAGE_SSP5H_2050_PERF', 'bdb4d6a4dca2465b98a088a6d34efd68')","treatment of waste natural gas, sweet, burned in production flare",GLO,prospective_conseq_IMAGE_SSP5H_2050_PERF,bdb4d6a4dca2465b98a088a6d34efd68
11,-0.4227385211852624,0.8864190094120113,"('prospective_conseq_IMAGE_SSP5H_2050_PERF', '7cab7a0c1a314abfa8a998bfb9f90e91')","coke production, wet quenching",CN,prospective_conseq_IMAGE_SSP5H_2050_PERF,7cab7a0c1a314abfa8a998bfb9f90e91
12,-0.37219037233680785,0.780427154436908,"('prospective_conseq_IMAGE_SSP5H_2050_PERF', '964a0a8e043e4b9b8b25bf00390dd2cb')","heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical",RU,prospective_conseq_IMAGE_SSP5H_2050_PERF,964a0a8e043e4b9b8b25bf00390dd2cb
13,-0.3548664658413117,0.7441015317048499,"('prospective_conseq_IMAGE_SSP5H_2050_PERF', 'cb8c84ed080747ff9e2b20d550d57032')","heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical",RoW,prospective_conseq_IMAGE_SSP5H_2050_PERF,cb8c84ed080747ff9e2b20d550d57032
14,-0.325642428465281,0.6828231268193672,"('prospective_conseq_IMAGE_SSP5H_2050_PERF', '9a2f855639b3402a89e2805dc22c9e70')","transport, freight, sea, bulk carrier for dry goods",GLO,prospective_conseq_IMAGE_SSP5H_2050_PERF,9a2f855639b3402a89e2805dc22c9e70
15,-0.3122434897756858,0.6547275704288525,"('prospective_conseq_IMAGE_SSP5H_2050_PERF', 'c995df411f3f4c6bb42a3d11f23c25d7')","heat and power co-generation, lignite",RoW,prospective_conseq_IMAGE_SSP5H_2050_PERF,c995df411f3f4c6bb42a3d11f23c25d7
16,-0.2887592700569095,0.6054846986849529,"('prospective_conseq_IMAGE_SSP5H_2050_PERF', '793f1061efd94b76b167e55d61c2ac96')","quicklime production, in pieces, loose",RoW,prospective_conseq_IMAGE_SSP5H_2050_PERF,793f1061efd94b76b167e55d61c2ac96
17,-0.2476591826357802,0.5193040055310909,"('prospective_conseq_IMAGE_SSP5H_2050_PERF', '4b5ea3291a424776b8d0d6e36a2efe04')",coke production,RoW,prospective_conseq_IMAGE_SSP5H_2050_PERF,4b5ea3291a424776b8d0d6e36a2efe04
18,-0.23855381084199673,0.5002114122582,"('prospective_conseq_IMAGE_SSP5H_2050_PERF', '839ceb1910ca46648a650780efa6005a')","heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical",US-SERC,prospective_conseq_IMAGE_SSP5H_2050_PERF,839ceb1910ca46648a650780efa6005a
19,-0.23791957952192375,0.49888152470288344,"('prospective_conseq_IMAGE_SSP5H_2050_PERF', 'ceb425c91df54e868bffc56e200105b2')","electricity production, hard coal, at coal mine power plant",CN,prospective_conseq_IMAGE_SSP5H_2050_PERF,ceb425c91df54e868bffc56e200105b2
20,-0.22712378874901382,0.47624437742822495,"('prospective_conseq_IMAGE_SSP5H_2050_PERF', '68edc8bb86e44892a9ab27ef514915f8')","heat production, light fuel oil, at industrial furnace 1MW",RoW,prospective_conseq_IMAGE_SSP5H_2050_PERF,68edc8bb86e44892a9ab27ef514915f8
