scenario,route,case,bg_db,solver,tech_shape,n_activities,n_products,"ReCiPe 2016 v1.03, midpoint (H) | acidification: terrestrial | terrestrial acidification potential (TAP)","ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)","ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)","ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: freshwater | freshwater ecotoxicity potential (FETP)","ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: marine | marine ecotoxicity potential (METP)","ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: terrestrial | terrestrial ecotoxicity potential (TETP)","ReCiPe 2016 v1.03, midpoint (H) | energy resources: non-renewable, fossil | fossil fuel potential (FFP)","ReCiPe 2016 v1.03, midpoint (H) | eutrophication: freshwater | freshwater eutrophication potential (FEP)","ReCiPe 2016 v1.03, midpoint (H) | eutrophication: marine | marine eutrophication potential (MEP)","ReCiPe 2016 v1.03, midpoint (H) | human toxicity: carcinogenic | human toxicity potential (HTPc)","ReCiPe 2016 v1.03, midpoint (H) | human toxicity: non-carcinogenic | human toxicity potential (HTPnc)","ReCiPe 2016 v1.03, midpoint (H) | ionising radiation | ionising radiation potential (IRP)","ReCiPe 2016 v1.03, midpoint (H) | land use | agricultural land occupation (LOP)","ReCiPe 2016 v1.03, midpoint (H) | material resources: metals/minerals | surplus ore potential (SOP)","ReCiPe 2016 v1.03, midpoint (H) | ozone depletion | ozone depletion potential (ODPinfinite)","ReCiPe 2016 v1.03, midpoint (H) | particulate matter formation | particulate matter formation potential (PMFP)","ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: human health | photochemical oxidant formation potential: humans (HOFP)","ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: terrestrial ecosystems | photochemical oxidant formation potential: ecosystems (EOFP)","ReCiPe 2016 v1.03, midpoint (H) | water use | water consumption potential (WCP)"
SSP5H_2050,landfill,c3c4_only,prospective_conseq_IMAGE_SSP5H_2050_PERF,standard,"(107085, 107085)",107085,107085,-0.00023741961779017394,-0.07672324088370339,-0.08194731669313995,-0.029907785095114717,-0.041179511139848725,-0.5834785303287573,-0.03158913696149456,-3.184931334919983e-06,-3.8211380428905e-05,-0.004885394244481841,-1.073549501906329,9.300225501666602e-05,-0.014256621743158894,-0.00011560665655171876,-7.04420288624962e-08,-0.00010692986632267541,-0.0004166137155533242,-0.00043866519754848937,-0.0006489790314653154
SSP5H_2050,landfill,net,prospective_conseq_IMAGE_SSP5H_2050_PERF,standard,"(107085, 107085)",107085,107085,-0.00023741961779017394,-0.07672324088370339,-0.08194731669313995,-0.029907785095114717,-0.041179511139848725,-0.5834785303287573,-0.03158913696149456,-3.184931334919983e-06,-3.8211380428905e-05,-0.004885394244481841,-1.073549501906329,9.300225501666602e-05,-0.014256621743158894,-0.00011560665655171876,-7.04420288624962e-08,-0.00010692986632267541,-0.0004166137155533242,-0.00043866519754848937,-0.0006489790314653154
SSP5H_2050,recycling_postcons,c3c4_only,prospective_conseq_IMAGE_SSP5H_2050_PERF,standard,"(107085, 107085)",107085,107085,-0.005522548512024218,-2.207673313946139,-2.3240360987126545,-0.8851841685758202,-1.2212428637105754,-47.31734654238358,-0.5912786859979128,-0.0009830900130493923,-1.2200759567888176e-05,-0.5542779000264374,-34.01859259769102,0.02236078659368759,-0.09449846604461612,-0.07732344114364964,-1.5350716771034509e-06,-0.0016379979317441714,-0.004916236416409857,-0.005228685155233633,0.007043884203296717
SSP5H_2050,recycling_postcons,joint,prospective_conseq_IMAGE_SSP5H_2050_PERF,standard,"(107085, 107085)",107085,107085,-0.16431304388698975,-29.829490172415486,-30.51951433867633,-2.171474638874524,-3.0347739001655656,-59.90730502523725,-5.938748267975681,-0.008129082921925462,-0.0007694893357127308,-42.84564306866972,-45.08709519870029,-0.4857020287611627,-0.6652338494868707,-0.8367595914731042,-5.236753337705959e-06,-0.059103023287522524,-0.07305591488446754,-0.07732431645962616,-0.20529131092546987
SSP5H_2050,recycling_postcons,net,prospective_conseq_IMAGE_SSP5H_2050_PERF,standard,"(107085, 107085)",107085,107085,-0.18135289131799562,-36.835154418881736,-37.90713473154225,-2.831353262128437,-3.9365423122742147,-84.04983118558748,-10.790757584289285,-0.007208795473412928,-0.0006670056855659623,-43.16809352479659,-71.27251723742218,0.0421192457693865,-0.7418755780014263,-0.946043223263256,-8.751287481611018e-06,-0.06620175078502301,-0.08003303327887375,-0.08498287260559485,-0.188760691868706
SSP5H_2050,recycling_postcons,stageD_only,prospective_conseq_IMAGE_SSP5H_2050_PERF,standard,"(107085, 107085)",107085,107085,-0.15879049537496553,-27.621816858469327,-28.195478239963652,-1.2862904702987028,-1.8135310364549881,-12.589958482853687,-5.347469581977768,-0.007145992908876072,-0.0007572885761448425,-42.29136516864325,-11.068502601009286,-0.5080628153548503,-0.5707353834422549,-0.7594361503294547,-3.7016816606025115e-06,-0.05746502535577835,-0.06813967846805764,-0.07209563130439249,-0.21233519512876647
SSP5H_2050,reuse,c3c4_only,prospective_conseq_IMAGE_SSP5H_2050_PERF,standard,"(107085, 107085)",107085,107085,2.8317860847952465e-05,0.006413487823338335,0.00957519299069209,0.0007374003950168605,0.0009907136714291357,0.06397938085183309,0.0016898183702720377,2.662361707538495e-05,5.75890260169615e-05,0.004703052185582628,0.04537721728295057,-6.501539296381848e-05,0.0006028343643320945,1.2759739360595848e-05,1.3888005890775873e-08,1.4574260901322834e-05,1.9467551442776884e-05,2.07379876121079e-05,0.001381153666442116
SSP5H_2050,reuse,joint,prospective_conseq_IMAGE_SSP5H_2050_PERF,standard,"(107085, 107085)",107085,107085,-0.18529033489391167,-36.48966588192934,-37.4936895691807,-2.0504525631490598,-2.860834086322457,-38.650695559668485,-10.748182234815337,-0.006535038778337623,-0.0006325510531447454,-44.90867636968481,-39.21887611856316,0.020759666948644492,-0.6817086045918621,-0.9155856351376038,-7.591735514701761e-06,-0.06803322400088174,-0.07915084726257118,-0.08403721432020508,-0.20498959930946586
SSP5H_2050,reuse,net,prospective_conseq_IMAGE_SSP5H_2050_PERF,standard,"(107085, 107085)",107085,107085,-0.19130849886819504,-39.972093813330176,-41.17357293631791,-2.4335995639495267,-3.3591105973861586,-55.53818660559202,-11.65061269216039,-0.007281532135518516,-0.00136415482087647,-45.180005603433486,-46.51310731952252,0.03615041418297025,-0.836344563413327,-0.8970159969651836,-8.678291892404853e-06,-0.07086313202509671,-0.08418970962217343,-0.08949775186501559,-0.20518558144454796
SSP5H_2050,reuse,stageD_only,prospective_conseq_IMAGE_SSP5H_2050_PERF,standard,"(107085, 107085)",107085,107085,-0.1853186527547597,-36.49607936975271,-37.503264762171426,-2.0511899635440787,-2.861824799993888,-38.71467494052032,-10.74987205318561,-0.0065616623954130125,-0.000690140079161707,-44.91337942187041,-39.26425333584613,0.020824682341608305,-0.6823114389561955,-0.9155983948769646,-7.60562352059254e-06,-0.06804779826178307,-0.07917031481401406,-0.08405795230781729,-0.20637075297590804
