scenario,route,case,"ReCiPe 2016 v1.03, midpoint (H) | acidification: terrestrial | terrestrial acidification potential (TAP)","ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)","ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)","ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: freshwater | freshwater ecotoxicity potential (FETP)","ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: marine | marine ecotoxicity potential (METP)","ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: terrestrial | terrestrial ecotoxicity potential (TETP)","ReCiPe 2016 v1.03, midpoint (H) | energy resources: non-renewable, fossil | fossil fuel potential (FFP)","ReCiPe 2016 v1.03, midpoint (H) | eutrophication: freshwater | freshwater eutrophication potential (FEP)","ReCiPe 2016 v1.03, midpoint (H) | eutrophication: marine | marine eutrophication potential (MEP)","ReCiPe 2016 v1.03, midpoint (H) | human toxicity: carcinogenic | human toxicity potential (HTPc)","ReCiPe 2016 v1.03, midpoint (H) | human toxicity: non-carcinogenic | human toxicity potential (HTPnc)","ReCiPe 2016 v1.03, midpoint (H) | ionising radiation | ionising radiation potential (IRP)","ReCiPe 2016 v1.03, midpoint (H) | land use | agricultural land occupation (LOP)","ReCiPe 2016 v1.03, midpoint (H) | material resources: metals/minerals | surplus ore potential (SOP)","ReCiPe 2016 v1.03, midpoint (H) | ozone depletion | ozone depletion potential (ODPinfinite)","ReCiPe 2016 v1.03, midpoint (H) | particulate matter formation | particulate matter formation potential (PMFP)","ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: human health | photochemical oxidant formation potential: humans (HOFP)","ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: terrestrial ecosystems | photochemical oxidant formation potential: ecosystems (EOFP)","ReCiPe 2016 v1.03, midpoint (H) | water use | water consumption potential (WCP)"
SSP5H_2050,landfill,c3c4,0.00023741961779017394,0.07672324088370339,0.08194731669313997,0.029907785095114717,0.041179511139848725,0.5834785303287573,0.03158913696149456,3.1849313349199842e-06,3.8211380428905e-05,0.004885394244481842,1.073549501906329,-9.300225501666599e-05,0.014256621743158896,0.00011560665655171881,7.04420288624962e-08,0.00010692986632267541,0.0004166137155533242,0.00043866519754848937,0.0006489790314653155
SSP5H_2050,landfill,net,0.00023741961779017394,0.07672324088370339,0.08194731669313997,0.029907785095114717,0.041179511139848725,0.5834785303287573,0.03158913696149456,3.1849313349199842e-06,3.8211380428905e-05,0.004885394244481842,1.073549501906329,-9.300225501666599e-05,0.014256621743158896,0.00011560665655171881,7.04420288624962e-08,0.00010692986632267541,0.0004166137155533242,0.00043866519754848937,0.0006489790314653155
SSP5H_2050,recycling_postcons,c3c4,0.006043039408403993,2.0425625574811335,2.2753046704477016,0.865413913196479,1.1918714394356351,46.72176918704056,0.6184226796407504,0.0010770505110040812,1.6326676244625438e-05,0.35201894743956247,34.01348913692069,-0.022272951899952497,0.14637971796765475,0.07842121845772017,1.5798660588427396e-06,0.001984539449121586,0.005197323804660592,0.005515328112513163,-0.006001111174724625
SSP5H_2050,recycling_postcons,joint,-0.18859714196873406,-36.28926968114198,-37.11437438794595,-1.2889509098174334,-1.8139031540022916,6.059746015785423,-10.672167960374226,-0.00581466351666512,-0.0007085274503468869,-46.82050355358287,-7.225756224098149,-0.0004007879928693703,-0.5702519877995831,-0.8832317776025576,-6.408320340792838e-06,-0.06948606320799908,-0.07795525801060425,-0.08277073937274787,-0.22275231345830412
SSP5H_2050,recycling_postcons,net,-0.18859714196873406,-36.28926968114198,-37.11437438794595,-1.2889509098174334,-1.8139031540022916,6.059746015785423,-10.672167960374226,-0.00581466351666512,-0.0007085274503468869,-46.82050355358287,-7.225756224098149,-0.0004007879928693703,-0.5702519877995831,-0.8832317776025576,-6.408320340792838e-06,-0.06948606320799908,-0.07795525801060425,-0.08277073937274787,-0.22275231345830412
SSP5H_2050,recycling_postcons,staged_total,-0.19464018137713807,-38.33183223862312,-39.38967905839366,-2.154364823013914,-3.0057745934379265,-40.66202317125513,-11.290590640014981,-0.006891714027669196,-0.0007248541265915122,-47.17252250102248,-41.23924536101884,0.021872163907083124,-0.7166317057672379,-0.9616529960602778,-7.988186399635588e-06,-0.07147060265712066,-0.0831525818152649,-0.08828606748526108,-0.216751202283579
SSP5H_2050,reuse,c3c4,2.8317860847952462e-05,0.006413487823338335,0.00957519299069209,0.0007374003950168603,0.0009907136714291354,0.06397938085183309,0.0016898183702720377,2.662361707538495e-05,5.75890260169615e-05,0.004703052185582629,0.04537721728295056,-6.501539296381843e-05,0.0006028343643320943,1.275973936059582e-05,1.3888005890775871e-08,1.4574260901322834e-05,1.946755144277688e-05,2.0737987612107897e-05,0.001381153666442116
SSP5H_2050,reuse,joint,-0.19130849886819504,-39.97209381333018,-41.17357293631791,-2.4335995639495267,-3.3591105973861586,-55.538186605592,-11.65061269216039,-0.007281532135518515,-0.00136415482087647,-45.180005603433486,-46.51310731952252,0.03615041418297025,-0.8363445634133267,-0.8970159969651836,-8.678291892404853e-06,-0.07086313202509671,-0.0841897096221734,-0.08949775186501559,-0.205185581444548
SSP5H_2050,reuse,net,-0.19130849886819504,-39.97209381333018,-41.17357293631791,-2.4335995639495267,-3.3591105973861586,-55.538186605592,-11.65061269216039,-0.007281532135518515,-0.00136415482087647,-45.180005603433486,-46.51310731952252,0.03615041418297025,-0.8363445634133267,-0.8970159969651836,-8.678291892404853e-06,-0.07086313202509671,-0.0841897096221734,-0.08949775186501559,-0.205185581444548
SSP5H_2050,reuse,staged_total,-0.191336816729043,-39.978507301153606,-41.18314812930869,-2.434336964344544,-3.3601013110575884,-55.602165986443886,-11.652302510530667,-0.007308155752593909,-0.0014217438468934322,-45.184708655619055,-46.55848453680547,0.03621542957593406,-0.836947397777659,-0.8970287567045442,-8.692179898295634e-06,-0.07087770628599807,-0.08420917717361616,-0.08951848985262766,-0.20656673511098983
