scenario,route,case,bg_db,solver,tech_shape,n_activities,n_products,"ReCiPe 2016 v1.03, midpoint (H) | acidification: terrestrial | terrestrial acidification potential (TAP)","ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)","ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)","ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: freshwater | freshwater ecotoxicity potential (FETP)","ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: marine | marine ecotoxicity potential (METP)","ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: terrestrial | terrestrial ecotoxicity potential (TETP)","ReCiPe 2016 v1.03, midpoint (H) | energy resources: non-renewable, fossil | fossil fuel potential (FFP)","ReCiPe 2016 v1.03, midpoint (H) | eutrophication: freshwater | freshwater eutrophication potential (FEP)","ReCiPe 2016 v1.03, midpoint (H) | eutrophication: marine | marine eutrophication potential (MEP)","ReCiPe 2016 v1.03, midpoint (H) | human toxicity: carcinogenic | human toxicity potential (HTPc)","ReCiPe 2016 v1.03, midpoint (H) | human toxicity: non-carcinogenic | human toxicity potential (HTPnc)","ReCiPe 2016 v1.03, midpoint (H) | ionising radiation | ionising radiation potential (IRP)","ReCiPe 2016 v1.03, midpoint (H) | land use | agricultural land occupation (LOP)","ReCiPe 2016 v1.03, midpoint (H) | material resources: metals/minerals | surplus ore potential (SOP)","ReCiPe 2016 v1.03, midpoint (H) | ozone depletion | ozone depletion potential (ODPinfinite)","ReCiPe 2016 v1.03, midpoint (H) | particulate matter formation | particulate matter formation potential (PMFP)","ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: human health | photochemical oxidant formation potential: humans (HOFP)","ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: terrestrial ecosystems | photochemical oxidant formation potential: ecosystems (EOFP)","ReCiPe 2016 v1.03, midpoint (H) | water use | water consumption potential (WCP)"
SSP5H_2050,landfill,c3c4_only,prospective_conseq_IMAGE_SSP5H_2050_PERF,standard,"(107090, 107090)",107090,107090,0.00023741961779017394,0.07672324088370339,0.08194731669313997,0.029907785095114717,0.041179511139848725,0.5834785303287573,0.03158913696149456,3.184931334919981e-06,3.8211380428905e-05,0.004885394244481842,1.073549501906329,-9.300225501666606e-05,0.014256621743158896,0.0001156066565517189,7.04420288624962e-08,0.00010692986632267544,0.00041661371555332425,0.0004386651975484895,0.0006489790314653154
SSP5H_2050,landfill,net,prospective_conseq_IMAGE_SSP5H_2050_PERF,standard,"(107090, 107090)",107090,107090,0.00023741961779017394,0.07672324088370339,0.08194731669313997,0.029907785095114717,0.041179511139848725,0.5834785303287573,0.03158913696149456,3.184931334919981e-06,3.8211380428905e-05,0.004885394244481842,1.073549501906329,-9.300225501666606e-05,0.014256621743158896,0.0001156066565517189,7.04420288624962e-08,0.00010692986632267544,0.00041661371555332425,0.0004386651975484895,0.0006489790314653154
SSP5H_2050,recycling_postcons,c3c4_only,prospective_conseq_IMAGE_SSP5H_2050_PERF,standard,"(107090, 107090)",107090,107090,0.005522548512024217,2.207673313946139,2.3240360987126554,0.8851841685758202,1.2212428637105754,47.31734654238358,0.5912786859979128,0.0009830900130493926,1.2200759567888196e-05,0.5542779000264375,34.01859259769102,-0.02236078659368759,0.09449846604461612,0.07732344114364963,1.5350716771034509e-06,0.0016379979317441714,0.004916236416409857,0.005228685155233632,-0.007043884203296717
SSP5H_2050,recycling_postcons,joint,prospective_conseq_IMAGE_SSP5H_2050_PERF,standard,"(107090, 107090)",107090,107090,-0.18911763286511374,-36.124158924676976,-37.065642959681,-1.2691806544380924,-1.784531729727349,6.655323371128439,-10.699311954017059,-0.005908624014619804,-0.0007126533670236241,-46.618244600996036,-7.220652763327842,-0.0004886226866044711,-0.6221332397226218,-0.8843295549166282,-6.453114722532128e-06,-0.06983260472537653,-0.07823634539885514,-0.08305738233002755,-0.22379508648687585
SSP5H_2050,recycling_postcons,net,prospective_conseq_IMAGE_SSP5H_2050_PERF,standard,"(107090, 107090)",107090,107090,-0.18911763286511374,-36.124158924676976,-37.065642959681,-1.2691806544380924,-1.784531729727349,6.655323371128439,-10.699311954017059,-0.005908624014619804,-0.0007126533670236241,-46.618244600996036,-7.220652763327842,-0.0004886226866044711,-0.6221332397226218,-0.8843295549166282,-6.453114722532128e-06,-0.06983260472537653,-0.07823634539885514,-0.08305738233002755,-0.22379508648687585
SSP5H_2050,recycling_postcons,stageD_only,prospective_conseq_IMAGE_SSP5H_2050_PERF,standard,"(107090, 107090)",107090,107090,-0.19464018137713807,-38.33183223862312,-39.38967905839366,-2.154364823013914,-3.005774593437926,-40.66202317125513,-11.29059064001498,-0.006891714027669198,-0.0007248541265915122,-47.17252250102248,-41.23924536101884,0.021872163907083117,-0.7166317057672379,-0.9616529960602778,-7.988186399635588e-06,-0.07147060265712066,-0.08315258181526491,-0.08828606748526109,-0.216751202283579
SSP5H_2050,reuse,c3c4_only,prospective_conseq_IMAGE_SSP5H_2050_PERF,standard,"(107090, 107090)",107090,107090,2.8317860847952465e-05,0.006413487823338335,0.00957519299069209,0.0007374003950168606,0.0009907136714291357,0.0639793808518331,0.001689818370272038,2.662361707538495e-05,5.75890260169615e-05,0.004703052185582629,0.04537721728295057,-6.501539296381845e-05,0.0006028343643320943,1.275973936059582e-05,1.3888005890775873e-08,1.4574260901322834e-05,1.946755144277688e-05,2.0737987612107897e-05,0.001381153666442116
SSP5H_2050,reuse,joint,prospective_conseq_IMAGE_SSP5H_2050_PERF,standard,"(107090, 107090)",107090,107090,-0.19130849886819504,-39.972093813330176,-41.17357293631792,-2.4335995639495267,-3.3591105973861586,-55.53818660559202,-11.65061269216039,-0.007281532135518516,-0.00136415482087647,-45.18000560343348,-46.513107319522526,0.036150414182970256,-0.8363445634133269,-0.8970159969651835,-8.678291892404853e-06,-0.0708631320250967,-0.0841897096221734,-0.08949775186501559,-0.205185581444548
SSP5H_2050,reuse,net,prospective_conseq_IMAGE_SSP5H_2050_PERF,standard,"(107090, 107090)",107090,107090,-0.19130849886819504,-39.972093813330176,-41.17357293631792,-2.4335995639495267,-3.3591105973861586,-55.53818660559202,-11.65061269216039,-0.007281532135518516,-0.00136415482087647,-45.18000560343348,-46.513107319522526,0.036150414182970256,-0.8363445634133269,-0.8970159969651835,-8.678291892404853e-06,-0.0708631320250967,-0.0841897096221734,-0.08949775186501559,-0.205185581444548
SSP5H_2050,reuse,stageD_only,prospective_conseq_IMAGE_SSP5H_2050_PERF,standard,"(107090, 107090)",107090,107090,-0.191336816729043,-39.978507301153606,-41.18314812930869,-2.434336964344544,-3.360101311057588,-55.60216598644389,-11.652302510530669,-0.007308155752593911,-0.0014217438468934326,-45.184708655619055,-46.55848453680548,0.036215429575934044,-0.8369473977776589,-0.8970287567045443,-8.692179898295634e-06,-0.07087770628599807,-0.08420917717361616,-0.08951848985262766,-0.20656673511098983
