mode,scenario,fg_db,route,case,"ReCiPe 2016 v1.03, midpoint (H) | acidification: terrestrial | terrestrial acidification potential (TAP)","ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)","ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)","ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: freshwater | freshwater ecotoxicity potential (FETP)","ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: marine | marine ecotoxicity potential (METP)","ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: terrestrial | terrestrial ecotoxicity potential (TETP)","ReCiPe 2016 v1.03, midpoint (H) | energy resources: non-renewable, fossil | fossil fuel potential (FFP)","ReCiPe 2016 v1.03, midpoint (H) | eutrophication: freshwater | freshwater eutrophication potential (FEP)","ReCiPe 2016 v1.03, midpoint (H) | eutrophication: marine | marine eutrophication potential (MEP)","ReCiPe 2016 v1.03, midpoint (H) | human toxicity: carcinogenic | human toxicity potential (HTPc)","ReCiPe 2016 v1.03, midpoint (H) | human toxicity: non-carcinogenic | human toxicity potential (HTPnc)","ReCiPe 2016 v1.03, midpoint (H) | ionising radiation | ionising radiation potential (IRP)","ReCiPe 2016 v1.03, midpoint (H) | land use | agricultural land occupation (LOP)","ReCiPe 2016 v1.03, midpoint (H) | material resources: metals/minerals | surplus ore potential (SOP)","ReCiPe 2016 v1.03, midpoint (H) | ozone depletion | ozone depletion potential (ODPinfinite)","ReCiPe 2016 v1.03, midpoint (H) | particulate matter formation | particulate matter formation potential (PMFP)","ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: human health | photochemical oxidant formation potential: humans (HOFP)","ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: terrestrial ecosystems | photochemical oxidant formation potential: ecosystems (EOFP)","ReCiPe 2016 v1.03, midpoint (H) | water use | water consumption potential (WCP)"
prospect,SSP5H_2050,mtcw_foreground_prospective,landfill,c3c4,0.00024135145131711546,0.07731912274251818,0.08200082982807252,0.0299413006456296,0.04122532363041252,0.5840801923253034,0.03170427395509218,4.349014075165694e-06,3.8279042478218856e-05,0.004971328038876027,1.0748213129779733,-0.00010094872700927557,0.014006641714326732,0.00011057131963445733,7.039771001536135e-08,0.00011217103383427817,0.0004176617205421013,0.0004396969139639422,0.000655746663640878
prospect,SSP5H_2050,mtcw_foreground_prospective,landfill,net_wrapper,0.00024135145131711546,0.07731912274251818,0.08200082982807252,0.0299413006456296,0.04122532363041252,0.5840801923253034,0.03170427395509218,4.349014075165694e-06,3.8279042478218856e-05,0.004971328038876027,1.0748213129779733,-0.00010094872700927557,0.014006641714326732,0.00011057131963445733,7.039771001536135e-08,0.00011217103383427817,0.0004176617205421013,0.0004396969139639422,0.000655746663640878
prospect,SSP5H_2050,mtcw_foreground_prospective,recycling_postcons,c3c4,0.005151740142834866,2.944425581149856,2.975914110408145,0.8716218393998373,1.205071082515703,43.8648817569052,0.8402585633481681,0.0010128845401773774,2.897874348086601e-05,0.5134985099644392,33.80224362212343,-0.022932332751047606,0.036972005455521026,0.09243030590618277,2.169872888872288e-06,0.0020788069544799255,0.005828327554648726,0.0062531375700389785,0.0020420691256248717
prospect,SSP5H_2050,mtcw_foreground_prospective,recycling_postcons,joint,-0.18291184713378372,-25.487222094694523,-26.010368916500344,-1.0062921166881447,-1.4359221715129429,10.831261460025269,-4.795407084402319,-0.005733957393397225,-0.0005832960816644179,-44.64824409160847,-4.2448251050926125,-0.0017570106229879568,-0.48369079934933806,-0.8155225633897333,-5.303950229361534e-06,-0.0663260548281549,-0.06462478050805191,-0.06822243592441833,-1.0740356043290047
prospect,SSP5H_2050,mtcw_foreground_prospective,recycling_postcons,net_wrapper,-0.18291184713378372,-25.487222094694523,-26.010368916500347,-1.0062921166881444,-1.4359221715129427,10.831261460025267,-4.795407084402319,-0.005733957393397225,-0.0005832960816644179,-44.64824409160847,-4.244825105092605,-0.0017570106229879599,-0.483690799349338,-0.8155225633897333,-5.303950229361534e-06,-0.0663260548281549,-0.0646247805080519,-0.06822243592441832,-1.0740356043290045
prospect,SSP5H_2050,mtcw_foreground_prospective,recycling_postcons,staged_total,-0.18806358727661854,-28.431647675844417,-28.98628302690853,-1.8779139560879805,-2.6409932540286447,-33.0336202968799,-5.635665647750487,-0.006746841933574603,-0.0006122748251452838,-45.161742601572854,-38.04706872721607,0.021175322128059667,-0.5206628048048592,-0.9079528692959156,-7.473823118233826e-06,-0.06840486178263484,-0.07045310806270065,-0.07447557349445733,-1.0760776734546311
prospect,SSP5H_2050,mtcw_foreground_prospective,reuse,c3c4,2.8641407743964337e-05,0.007076858307337002,0.009069602397823357,0.000885711250388591,0.0011855158302475663,0.04390887674801638,0.0017892629955136223,3.215242178366919e-05,6.803289758186482e-05,0.004852530673721066,0.02889874374099446,9.14210073207844e-05,0.0005381343155748101,5.5704509364933296e-05,1.0129055637386964e-08,1.5291047904013353e-05,1.801289582042361e-05,1.916577508923513e-05,0.0014064395852321056
prospect,SSP5H_2050,mtcw_foreground_prospective,reuse,joint,-0.19405310984315804,-31.9069987489379,-32.65709679164789,-2.26017524563806,-3.1380842492621004,-49.877202466055465,-6.536306842100023,-0.007461182868971831,-0.0012758456952951447,-45.42821930464786,-45.31240118443446,0.03665749036970621,-0.6747606293107482,-0.8893275266141308,-8.550250440299522e-06,-0.07121947875894585,-0.07547395752648228,-0.07991694526417842,-1.074867216004482
prospect,SSP5H_2050,mtcw_foreground_prospective,reuse,net_wrapper,-0.19405310984315804,-31.9069987489379,-32.65709679164789,-2.26017524563806,-3.1380842492621004,-49.877202466055465,-6.536306842100023,-0.007461182868971831,-0.0012758456952951447,-45.42821930464786,-45.31240118443446,0.03665749036970621,-0.6747606293107482,-0.8893275266141308,-8.550250440299522e-06,-0.07121947875894585,-0.07547395752648228,-0.07991694526417842,-1.074867216004482
prospect,SSP5H_2050,mtcw_foreground_prospective,reuse,staged_total,-0.19408175125090196,-31.91407560724523,-32.66616639404571,-2.2610609568884463,-3.1392697650923442,-49.92111134280343,-6.538096105095538,-0.007493335290755492,-0.0013438785928770094,-45.43307183532162,-45.34129992817541,0.03656606936238541,-0.6752987636263225,-0.8893832311234952,-8.560379495936913e-06,-0.07123476980684978,-0.07549197042230264,-0.0799361110392676,-1.0762736555897139
