scenario,route,case,bg_db,solver,tech_shape,n_activities,n_products,"ReCiPe 2016 v1.03, midpoint (H) | acidification: terrestrial | terrestrial acidification potential (TAP)","ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)","ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)","ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: freshwater | freshwater ecotoxicity potential (FETP)","ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: marine | marine ecotoxicity potential (METP)","ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: terrestrial | terrestrial ecotoxicity potential (TETP)","ReCiPe 2016 v1.03, midpoint (H) | energy resources: non-renewable, fossil | fossil fuel potential (FFP)","ReCiPe 2016 v1.03, midpoint (H) | eutrophication: freshwater | freshwater eutrophication potential (FEP)","ReCiPe 2016 v1.03, midpoint (H) | eutrophication: marine | marine eutrophication potential (MEP)","ReCiPe 2016 v1.03, midpoint (H) | human toxicity: carcinogenic | human toxicity potential (HTPc)","ReCiPe 2016 v1.03, midpoint (H) | human toxicity: non-carcinogenic | human toxicity potential (HTPnc)","ReCiPe 2016 v1.03, midpoint (H) | ionising radiation | ionising radiation potential (IRP)","ReCiPe 2016 v1.03, midpoint (H) | land use | agricultural land occupation (LOP)","ReCiPe 2016 v1.03, midpoint (H) | material resources: metals/minerals | surplus ore potential (SOP)","ReCiPe 2016 v1.03, midpoint (H) | ozone depletion | ozone depletion potential (ODPinfinite)","ReCiPe 2016 v1.03, midpoint (H) | particulate matter formation | particulate matter formation potential (PMFP)","ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: human health | photochemical oxidant formation potential: humans (HOFP)","ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: terrestrial ecosystems | photochemical oxidant formation potential: ecosystems (EOFP)","ReCiPe 2016 v1.03, midpoint (H) | water use | water consumption potential (WCP)"
SSP5H_2050,landfill,c3c4_only,prospective_conseq_IMAGE_SSP5H_2050_PERF,standard,"(107087, 107087)",107087,107087,-0.00023741961779017394,-0.07672324088370339,-0.08194731669313995,-0.029907785095114717,-0.041179511139848725,-0.5834785303287574,-0.03158913696149457,-3.184931334919984e-06,-3.8211380428905e-05,-0.004885394244481842,-1.073549501906329,9.300225501666604e-05,-0.014256621743158894,-0.00011560665655171873,-7.04420288624962e-08,-0.00010692986632267543,-0.00041661371555332425,-0.0004386651975484895,-0.0006489790314653154
SSP5H_2050,landfill,net,prospective_conseq_IMAGE_SSP5H_2050_PERF,standard,"(107087, 107087)",107087,107087,-0.00023741961779017394,-0.07672324088370339,-0.08194731669313995,-0.029907785095114717,-0.041179511139848725,-0.5834785303287574,-0.03158913696149457,-3.184931334919984e-06,-3.8211380428905e-05,-0.004885394244481842,-1.073549501906329,9.300225501666604e-05,-0.014256621743158894,-0.00011560665655171873,-7.04420288624962e-08,-0.00010692986632267543,-0.00041661371555332425,-0.0004386651975484895,-0.0006489790314653154
SSP5H_2050,recycling_postcons,c3c4_only,prospective_conseq_IMAGE_SSP5H_2050_PERF,standard,"(107087, 107087)",107087,107087,-0.0055225485120242186,-2.207673313946139,-2.324036098712655,-0.8851841685758203,-1.2212428637105754,-47.31734654238358,-0.5912786859979127,-0.0009830900130493926,-1.2200759567888186e-05,-0.5542779000264375,-34.018592597691026,0.02236078659368759,-0.0944984660446161,-0.07732344114364964,-1.5350716771034509e-06,-0.0016379979317441714,-0.004916236416409857,-0.005228685155233632,0.007043884203296719
SSP5H_2050,recycling_postcons,joint,prospective_conseq_IMAGE_SSP5H_2050_PERF,standard,"(107087, 107087)",107087,107087,-0.16431304388698972,-29.82949017241548,-30.519514338676323,-2.171474638874524,-3.0347739001655656,-59.90730502523723,-5.93874826797568,-0.008129082921925462,-0.0007694893357127306,-42.84564306866972,-45.08709519870028,-0.4857020287611626,-0.6652338494868707,-0.8367595914731043,-5.236753337705957e-06,-0.05910302328752251,-0.07305591488446753,-0.07732431645962615,-0.20529131092546982
SSP5H_2050,recycling_postcons,net,prospective_conseq_IMAGE_SSP5H_2050_PERF,standard,"(107087, 107087)",107087,107087,-0.18135289131799562,-36.83515441888173,-37.90713473154225,-2.831353262128437,-3.9365423122742147,-84.04983118558748,-10.790757584289285,-0.007208795473412928,-0.0006670056855659623,-43.16809352479658,-71.27251723742218,0.04211924576938649,-0.7418755780014263,-0.9460432232632559,-8.751287481611018e-06,-0.066201750785023,-0.08003303327887373,-0.08498287260559484,-0.188760691868706
SSP5H_2050,recycling_postcons,stageD_only,prospective_conseq_IMAGE_SSP5H_2050_PERF,standard,"(107087, 107087)",107087,107087,-0.15879049537496553,-27.621816858469312,-28.195478239963645,-1.2862904702987026,-1.813531036454988,-12.589958482853671,-5.347469581977766,-0.00714599290887607,-0.0007572885761448423,-42.29136516864325,-11.068502601009273,-0.5080628153548502,-0.5707353834422547,-0.7594361503294546,-3.7016816606025107e-06,-0.05746502535577834,-0.06813967846805763,-0.07209563130439248,-0.21233519512876642
SSP5H_2050,reuse,c3c4_only,prospective_conseq_IMAGE_SSP5H_2050_PERF,standard,"(107087, 107087)",107087,107087,2.8317860847952462e-05,0.006413487823338333,0.009575192990692089,0.0007374003950168603,0.0009907136714291354,0.0639793808518331,0.0016898183702720375,2.662361707538495e-05,5.75890260169615e-05,0.004703052185582626,0.04537721728295056,-6.501539296381844e-05,0.0006028343643320943,1.2759739360595792e-05,1.3888005890775871e-08,1.4574260901322834e-05,1.9467551442776877e-05,2.0737987612107893e-05,0.001381153666442116
SSP5H_2050,reuse,joint,prospective_conseq_IMAGE_SSP5H_2050_PERF,standard,"(107087, 107087)",107087,107087,-0.18529033489391172,-36.48966588192935,-37.49368956918071,-2.0504525631490598,-2.860834086322457,-38.650695559668485,-10.748182234815339,-0.006535038778337623,-0.0006325510531447454,-44.90867636968481,-39.21887611856316,0.020759666948644492,-0.6817086045918623,-0.9155856351376039,-7.591735514701763e-06,-0.06803322400088174,-0.0791508472625712,-0.0840372143202051,-0.2049895993094659
SSP5H_2050,reuse,net,prospective_conseq_IMAGE_SSP5H_2050_PERF,standard,"(107087, 107087)",107087,107087,-0.19130849886819506,-39.972093813330176,-41.17357293631791,-2.4335995639495263,-3.3591105973861586,-55.53818660559201,-11.65061269216039,-0.007281532135518515,-0.0013641548208764697,-45.18000560343348,-46.51310731952251,0.03615041418297026,-0.8363445634133269,-0.8970159969651836,-8.678291892404853e-06,-0.0708631320250967,-0.0841897096221734,-0.08949775186501559,-0.20518558144454793
SSP5H_2050,reuse,stageD_only,prospective_conseq_IMAGE_SSP5H_2050_PERF,standard,"(107087, 107087)",107087,107087,-0.1853186527547597,-36.4960793697527,-37.503264762171426,-2.0511899635440782,-2.861824799993888,-38.714674940520325,-10.74987205318561,-0.0065616623954130125,-0.000690140079161707,-44.913379421870395,-39.26425333584612,0.0208246823416083,-0.6823114389561955,-0.9155983948769646,-7.60562352059254e-06,-0.06804779826178307,-0.07917031481401406,-0.08405795230781729,-0.20637075297590804
